Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Biliary-AdenoCA::SP99325	206529	0.975	38197.716	18.495%	7479.433	22.436%	0.03031	0.957
Bladder-TCC::SP1059	59185	0.993	6954.789	11.751%	1382.997	12.202%	0.01038	0.99
Bladder-TCC::SP96136	51896	0.989	9345.661	18.008%	2054.522	14.916%	0.0245	0.987
Breast-AdenoCA::SP117369	55654	0.991	8403.998	15.1%	3244.569	14.208%	0.01593	0.991
Breast-AdenoCA::SP2293	65065	0.999	3352.918	5.153%	1093.335	4.206%	0.00281	0.999
CNS-GBM::SP25494	245043	0.996	24390.475	9.954%	6857.439	9.185%	0.00941	0.995
ColoRect-AdenoCA::SP18310	108227	0.968	26644.044	24.619%	5820.458	25.262%	0.04385	0.958
ColoRect-AdenoCA::SP17172	124362	0.981	20659.173	16.612%	4542.484	19.338%	0.02041	0.974
ColoRect-AdenoCA::SP96133	81348	0.992	10376.101	12.755%	1655.155	12.476%	0.01517	0.987
ColoRect-AdenoCA::SP110242	113975	0.983	18980.624	16.653%	3597.622	18.528%	0.02445	0.974
ColoRect-AdenoCA::SP21017	88434	0.985	11973.239	13.539%	2788.011	17.335%	0.01666	0.978
ColoRect-AdenoCA::SP22383	97478	0.989	13773.487	14.13%	2330.682	15.013%	0.02064	0.981
ColoRect-AdenoCA::SP81312	807487	0.959	284929.1	35.286%	82233.631	29.739%	0.1334	0.956
ColoRect-AdenoCA::SP22031	234231	0.999	21695.992	9.263%	4570.816	4.847%	0.01052	0.999
ColoRect-AdenoCA::SP19215	94904	0.987	14326.614	15.096%	2582.024	16.285%	0.02153	0.979
ColoRect-AdenoCA::SP16886	849282	0.995	131249.825	15.454%	34630.138	10.507%	0.02825	0.994
ColoRect-AdenoCA::SP19295	259867	0.997	37971.355	14.612%	10270.088	9.905%	0.02094	0.997
ColoRect-AdenoCA::SP17905	2432617	0.992	492272.297	20.236%	96639.165	12.38%	0.0466	0.991
ColoRect-AdenoCA::SP18121	161139	0.969	33812.726	20.984%	6509.06	24.608%	0.0326	0.95
