NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	9737.343	15.973	2300.838	15.711	0.034	0.968	60000.0
2	9792.807	16.062	2314.93	15.805	0.034	0.967	40000.0
3	9757.164	16.006	2310.364	15.791	0.034	0.967	140000.0
4	9784.228	16.048	2314.333	15.81	0.034	0.967	50000.0
5	9772.313	16.029	2313.637	15.793	0.034	0.967	70000.0
6	9772.904	16.03	2314.431	15.797	0.034	0.967	60000.0
7	9769.445	16.026	2312.235	15.789	0.034	0.967	100000.0
8	9752.67	15.998	2306.052	15.758	0.034	0.967	70000.0
9	9767.225	16.019	2301.285	15.724	0.034	0.967	90000.0
10	9779.622	16.043	2311.77	15.793	0.034	0.967	100000.0
11	10700.149	17.72	2685.632	18.475	0.044	0.958	30000.0
12	9798.146	16.073	2321.157	15.839	0.034	0.967	20000.0
13	9761.655	16.01	2305.618	15.758	0.034	0.967	40000.0
14	9771.012	16.027	2314.997	15.776	0.034	0.967	90000.0
15	9785.704	16.053	2315.44	15.804	0.034	0.967	40000.0
16	9760.279	16.011	2312.201	15.793	0.034	0.967	60000.0
17	9770.479	16.026	2307.962	15.761	0.034	0.967	80000.0
18	9792.373	16.065	2313.937	15.807	0.034	0.967	30000.0
19	9764.324	16.018	2308.221	15.762	0.034	0.967	110000.0
20	9794.557	16.067	2316.084	15.819	0.034	0.967	60000.0
21	9826.39	16.119	2321.633	15.852	0.034	0.967	40000.0
22	9763.886	16.015	2309.94	15.762	0.034	0.967	30000.0
23	10699.096	17.72	2686.451	18.505	0.044	0.958	60000.0
24	9780.986	16.044	2315.067	15.797	0.034	0.967	80000.0
25	9790.734	16.063	2317.083	15.845	0.034	0.967	50000.0
26	9766.695	16.023	2309.667	15.778	0.034	0.967	40000.0
27	9779.44	16.042	2313.481	15.805	0.034	0.967	70000.0
28	9754.793	16.002	2307.047	15.758	0.034	0.967	40000.0
29	9766.391	16.022	2305.918	15.744	0.034	0.967	70000.0
30	9788.342	16.055	2313.48	15.799	0.034	0.967	60000.0
31	9794.364	16.066	2314.506	15.806	0.034	0.967	50000.0
32	9813.793	16.101	2318.89	15.842	0.034	0.967	60000.0
33	9797.187	16.073	2320.44	15.849	0.034	0.967	50000.0
34	9787.275	16.052	2307.794	15.777	0.034	0.967	70000.0
35	9760.522	16.011	2309.324	15.775	0.034	0.967	60000.0
36	9768.655	16.025	2309.427	15.784	0.034	0.967	140000.0
37	9746.96	15.987	2302.461	15.735	0.034	0.967	40000.0
38	9777.469	16.036	2313.262	15.787	0.034	0.967	30000.0
39	9797.504	16.073	2318.729	15.833	0.034	0.967	80000.0
40	9771.562	16.031	2311.949	15.797	0.034	0.967	30000.0
41	9784.673	16.05	2317.01	15.819	0.034	0.967	40000.0
42	9772.481	16.03	2310.878	15.772	0.034	0.967	90000.0
43	10651.705	17.643	2679.751	18.452	0.044	0.958	30000.0
44	9782.149	16.047	2315.061	15.807	0.034	0.967	60000.0
45	9778.435	16.039	2311.211	15.776	0.034	0.967	40000.0
46	11443.166	18.941	2780.178	19.792	0.05	0.948	80000.0
47	9796.995	16.074	2314.836	15.821	0.034	0.967	80000.0
48	9781.43	16.047	2308.441	15.779	0.034	0.967	60000.0
49	9756.753	16.002	2312.745	15.796	0.034	0.967	50000.0
50	9747.565	15.989	2304.633	15.746	0.034	0.967	30000.0
