Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::SP111058	63983	0.987	12609.558	19.708%	4584.706	19.844%	0.04165	0.987
Eso-AdenoCA::SP111066	79659	0.994	12235.97	15.36%	2865.743	12.252%	0.02377	0.993
Eso-AdenoCA::SP111113	79140	0.997	9605.735	12.138%	2142.602	8.805%	0.01691	0.996
Eso-AdenoCA::SP110865	55751	0.993	8497.683	15.242%	1214.209	13.358%	0.02463	0.99
Eso-AdenoCA::SP23502	74471	0.997	6954.302	9.338%	1640.904	8.312%	0.00745	0.996
Eso-AdenoCA::SP111001	59462	0.99	12217.623	20.547%	2440.026	15.708%	0.03305	0.988
Eso-AdenoCA::SP111173	105594	0.99	18547.872	17.565%	4099.511	14.5%	0.02633	0.989
Eso-AdenoCA::SP111091	54578	0.989	7938.948	14.546%	2047.755	15.022%	0.0195	0.986
Eso-AdenoCA::SP111175	123973	0.983	30795.124	24.84%	7241.615	19.292%	0.0465	0.982
Eso-AdenoCA::SP111114	57609	0.994	8387.43	14.559%	1478.246	10.931%	0.02055	0.993
Head-SCC::SP30113	87623	0.997	6883.721	7.856%	995.454	8.516%	0.00566	0.993
Head-SCC::SP30332	52507	0.992	5575.043	10.618%	864.68	12.639%	0.00868	0.982
Head-SCC::SP30675	63185	0.996	5367.921	8.496%	751.027	8.817%	0.00593	0.991
Liver-HCC::SP98090	63686	0.752	41426.601	65.048%	5858.956	68.841%	0.28887	0.357
Lung-AdenoCA::SP53460	53534	0.991	7665.396	14.319%	1168.753	14.454%	0.01917	0.986
Lung-AdenoCA::SP54113	110327	0.997	8387.634	7.603%	1112.295	7.261%	0.00515	0.994
Lung-AdenoCA::SP55235	113803	0.995	9690.845	8.515%	1591.067	10.005%	0.00611	0.99
Lung-AdenoCA::SP50611	53404	0.983	10603.15	19.855%	1620.551	19.494%	0.03835	0.974
Lung-AdenoCA::SP55142	157043	0.998	9621.106	6.126%	1444.187	6.279%	0.00315	0.996
Lung-AdenoCA::SP53618	61322	0.985	12925.791	21.079%	1852.397	19.1%	0.03244	0.979
Lung-AdenoCA::SP53810	185584	0.963	51931.501	27.983%	9265.876	29.325%	0.06056	0.952
Lung-AdenoCA::SP55509	66135	0.987	13047.978	19.729%	1831.767	17.713%	0.02828	0.983
Lung-SCC::SP56553	133882	0.974	22010.057	16.44%	6573.999	22.741%	0.01751	0.967
Lung-SCC::SP57941	75502	0.993	10251.097	13.577%	1457.866	12.86%	0.01386	0.989
Lung-SCC::SP57818	50099	0.984	10659.316	21.277%	1543.424	19.559%	0.03302	0.979
Lung-SCC::SP56704	53748	0.994	5452.861	10.145%	815.396	11.474%	0.00921	0.985
Lung-SCC::SP59245	55120	0.998	3329.844	6.041%	522.513	6.287%	0.00344	0.997
Lung-SCC::SP57933	57547	0.993	5971.268	10.376%	949.523	11.972%	0.00845	0.986
Lung-SCC::SP57669	50722	0.995	5157.195	10.168%	714.689	10.789%	0.00918	0.988
Lung-SCC::SP58342	74224	0.966	11501.82	15.496%	2623.982	26.027%	0.04817	0.924
Lung-SCC::SP57619	53782	0.997	4091.388	7.607%	601.682	7.991%	0.00521	0.994
Lung-SCC::SP58245	59177	0.984	9305.924	15.726%	1412.739	18.343%	0.02001	0.96
Lung-SCC::SP57251	52103	0.988	6976.607	13.39%	1147.363	16.406%	0.01639	0.974
Lung-SCC::SP58668	65970	0.989	9217.036	13.972%	1315.108	15.377%	0.01456	0.977
Lung-SCC::SP58326	71525	0.998	4403.519	6.157%	627.186	6.473%	0.00336	0.995
Lung-SCC::SP57267	51391	0.992	5258.431	10.232%	866.728	12.705%	0.01049	0.981
Lung-SCC::SP57066	57913	0.997	4119.633	7.113%	561.535	7.128%	0.00431	0.994
Lung-SCC::SP57846	53964	0.998	4135.329	7.663%	628.911	6.787%	0.00507	0.997
Lung-SCC::SP57189	113846	0.998	7996.952	7.024%	1070.215	6.63%	0.00428	0.996
Lymph-BNHL::SP116668	66901	0.992	11756.815	17.573%	2315.366	14.501%	0.02564	0.991
Lymph-BNHL::SP116697	112529	0.932	41099.525	36.523%	6063.873	38.814%	0.11649	0.866
Panc-AdenoCA::SP125732	95745	0.952	25736.395	26.88%	5492.014	30.792%	0.05252	0.931
Panc-AdenoCA::SP125770	55454	0.809	32353.35	58.343%	5076.79	59.016%	0.21936	0.629
Skin-Melanoma::SP124389	70873	0.999	5877.606	8.293%	1402.729	5.208%	0.01496	0.999
Skin-Melanoma::SP124362	214810	0.998	19428.437	9.044%	6889.256	8.046%	0.01488	0.998
Skin-Melanoma::SP124394	105876	0.995	12949.21	12.231%	5183.858	12.093%	0.02362	0.995
Skin-Melanoma::SP124334	87764	0.999	6126.313	6.98%	1223.854	3.9%	0.00889	0.999
Skin-Melanoma::SP124454	58815	0.997	8054.666	13.695%	1841.784	8.249%	0.03282	0.997
Skin-Melanoma::SP124380	162971	0.999	10303.955	6.323%	1968.244	3.331%	0.01148	0.999
Skin-Melanoma::SP124399	144375	0.996	18101.066	12.538%	4807.134	8.718%	0.01822	0.996
Skin-Melanoma::SP124311	109379	0.995	18533.815	16.945%	3695.491	10.866%	0.04123	0.995
Skin-Melanoma::SP124434	85261	0.998	7396.376	8.675%	1808.828	5.961%	0.01738	0.998
Skin-Melanoma::SP124428	305689	0.999	31494.794	10.303%	8866.993	7.42%	0.017	0.999
Skin-Melanoma::SP124449	137987	0.995	21265.162	15.411%	6473.306	11.803%	0.02816	0.994
Skin-Melanoma::SP124298	366716	0.995	43822.778	11.95%	13223.87	9.906%	0.01526	0.995
Skin-Melanoma::SP124431	92652	0.995	13751.416	14.842%	3144.922	10.205%	0.02368	0.994
Skin-Melanoma::SP124409	245674	0.992	44232.228	18.004%	16204.84	15.927%	0.02757	0.992
Skin-Melanoma::SP124376	55168	0.999	4832.904	8.76%	1160.668	5.647%	0.01686	0.999
Skin-Melanoma::SP124439	319683	0.998	32262.939	10.092%	7715.581	6.667%	0.02016	0.998
Skin-Melanoma::SP124406	73754	0.999	5159.285	6.995%	1038.862	4.148%	0.01408	0.999
Skin-Melanoma::SP124382	478961	0.996	58124.668	12.136%	15656.226	9.204%	0.01569	0.995
Skin-Melanoma::SP124415	859178	0.994	158863.819	18.49%	43724.202	13.066%	0.05023	0.994
Skin-Melanoma::SP124436	318815	0.994	58189.575	18.252%	13339.527	11.388%	0.03456	0.993
Skin-Melanoma::SP124460	163978	0.998	16433.169	10.022%	4923.548	7.798%	0.00849	0.998
Skin-Melanoma::SP124425	91518	1.0	5536.838	6.05%	1001.962	3.13%	0.00733	1.0
Skin-Melanoma::SP124367	155967	1.0	8174.207	5.241%	1805.35	3.281%	0.00615	0.999
Skin-Melanoma::SP124377	61019	0.997	7304.631	11.971%	1688.769	8.282%	0.01579	0.996
Skin-Melanoma::SP124412	77288	0.997	10483.636	13.564%	2459.956	8.904%	0.03398	0.997
Skin-Melanoma::SP124329	51726	0.997	6057.234	11.71%	1593.293	8.083%	0.01926	0.997
Skin-Melanoma::SP124326	61290	0.998	7341.234	11.978%	1673.94	7.318%	0.03592	0.998
Skin-Melanoma::SP124458	161511	1.0	7054.759	4.368%	1684.338	2.891%	0.00374	1.0
Skin-Melanoma::SP124401	435965	0.998	33943.623	7.786%	9385.74	5.995%	0.00657	0.998
Skin-Melanoma::SP124384	177782	0.999	12282.242	6.909%	2294.183	4.058%	0.0081	0.999
Skin-Melanoma::SP124462	114171	0.999	8720.276	7.638%	2050.37	4.806%	0.00896	0.999
Skin-Melanoma::SP124452	91909	1.0	4100.239	4.461%	939.614	2.798%	0.00449	1.0
Skin-Melanoma::SP124386	115835	0.999	9484.261	8.188%	2199.314	4.968%	0.01561	0.999
Skin-Melanoma::SP124418	107381	0.997	12203.456	11.365%	2927.671	7.442%	0.01866	0.997
Skin-Melanoma::SP124319	205301	0.997	25079.226	12.216%	8466.614	10.341%	0.02396	0.997
Skin-Melanoma::SP124447	444091	0.998	47480.269	10.692%	10759.252	7.025%	0.01886	0.997
Skin-Melanoma::SP124369	140457	1.0	6737.77	4.797%	1318.872	2.505%	0.00926	1.0
Skin-Melanoma::SP124365	75536	0.999	5507.024	7.291%	1224.883	4.677%	0.01004	0.999
Skin-Melanoma::SP124420	71144	0.999	6701.231	9.419%	1410.933	5.212%	0.03061	0.999
Skin-Melanoma::SP124364	109414	0.999	8578.294	7.84%	1857.509	4.725%	0.00865	0.999
Skin-Melanoma::SP124307	121510	0.999	10290.105	8.469%	2806.362	6.032%	0.01234	0.998
Skin-Melanoma::SP82445	744553	0.995	110590.771	14.853%	28881.435	10.407%	0.04777	0.995
Skin-Melanoma::SP83242	73248	0.995	13213.804	18.04%	2590.501	10.8%	0.05357	0.995
Skin-Melanoma::SP103894	159349	1.0	9722.818	6.102%	1694.839	3.0%	0.00719	1.0
Skin-Melanoma::SP83382	58882	0.998	5768.607	9.797%	1400.048	6.732%	0.01716	0.998
Skin-Melanoma::SP82451	51533	0.999	4902.224	9.513%	875.928	5.536%	0.0155	0.998
Skin-Melanoma::SP83312	57742	1.0	2843.903	4.925%	533.544	2.684%	0.00504	1.0
Skin-Melanoma::SP82614	57444	0.999	4273.386	7.439%	1001.73	4.948%	0.00821	0.999
Skin-Melanoma::SP82431	373348	0.99	81466.575	21.821%	17060.579	14.384%	0.05871	0.989
Skin-Melanoma::SP82459	78286	0.996	11061.705	14.13%	2820.465	9.444%	0.03601	0.995
Skin-Melanoma::SP82532	212889	0.969	62695.532	29.45%	17009.498	24.852%	0.07152	0.966
Skin-Melanoma::SP83482	68683	0.999	5859.003	8.53%	1011.465	4.213%	0.01985	0.999
Skin-Melanoma::SP104530	71362	0.999	6500.907	9.11%	1200.462	5.441%	0.01179	0.999
Skin-Melanoma::SP82644	240513	0.997	26036.744	10.826%	8490.268	8.879%	0.01615	0.997
Skin-Melanoma::SP82988	92423	0.992	15648.214	16.931%	4841.207	13.711%	0.04662	0.992
Skin-Melanoma::SP82461	84719	0.999	6034.721	7.123%	1419.317	4.767%	0.00735	0.999
Skin-Melanoma::SP82900	279814	0.996	35231.127	12.591%	10603.896	9.933%	0.03035	0.996
Skin-Melanoma::SP82399	116295	0.998	9173.187	7.888%	2410.993	5.649%	0.00838	0.998
Skin-Melanoma::SP82417	250745	0.999	27203.178	10.849%	7705.459	7.744%	0.0189	0.999
Skin-Melanoma::SP104056	334004	0.995	48271.077	14.452%	11535.838	10.037%	0.03898	0.995
Skin-Melanoma::SP83083	75677	0.998	7949.014	10.504%	1774.886	6.897%	0.01341	0.998
Skin-Melanoma::SP83019	98123	0.999	5948.498	6.062%	1276.085	3.581%	0.00843	0.999
Skin-Melanoma::SP83146	347886	0.997	42747.686	12.288%	12890.026	9.648%	0.02954	0.996
Skin-Melanoma::SP103866	94887	0.998	9310.964	9.813%	2154.471	6.147%	0.01441	0.998
Skin-Melanoma::SP83844	57187	0.999	4047.408	7.077%	910.434	4.575%	0.00942	0.999
Stomach-AdenoCA::SP135287	66574	0.968	12552.743	18.855%	3250.892	25.523%	0.03687	0.956
Stomach-AdenoCA::SP85122	80659	0.96	21347.393	26.466%	4361.045	28.255%	0.06303	0.944
Stomach-AdenoCA::SP84384	118437	0.972	26998.049	22.795%	5182.392	23.629%	0.04758	0.959
Stomach-AdenoCA::SP84491	64707	0.998	5938.796	9.178%	1171.374	6.676%	0.00786	0.997
Stomach-AdenoCA::SP84743	60006	0.991	9254.575	15.423%	1813.083	13.679%	0.02596	0.989
Stomach-AdenoCA::SP84982	64043	0.989	9327.524	14.564%	1511.315	14.888%	0.01823	0.981
Stomach-AdenoCA::SP84392	104620	0.985	14762.547	14.111%	2839.984	17.047%	0.01841	0.975
Stomach-AdenoCA::SP105018	58804	0.944	19433.085	33.047%	2603.115	35.782%	0.08689	0.862
Stomach-AdenoCA::SP84439	389215	0.922	136563.973	35.087%	23216.54	39.551%	0.10844	0.857
Stomach-AdenoCA::SP84922	68029	0.999	5216.103	7.667%	1036.545	5.304%	0.00643	0.998
Uterus-AdenoCA::SP90209	549929	0.891	336859.4	61.255%	68028.952	48.922%	0.24635	0.88
Uterus-AdenoCA::SP93540	65697	0.966	13490.658	20.535%	3013.49	25.759%	0.04053	0.95
Uterus-AdenoCA::SP93227	928218	0.863	555216.01	59.815%	101510.57	51.974%	0.2814	0.826
Uterus-AdenoCA::SP94933	62442	0.759	40671.167	65.134%	6445.737	67.03%	0.26386	0.543
Uterus-AdenoCA::SP92364	115351	0.75	78144.409	67.745%	13593.795	67.294%	0.27568	0.597
Uterus-AdenoCA::SP92659	282262	0.99	66312.869	23.493%	24459.667	19.295%	0.03589	0.99
