Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Biliary-AdenoCA::SP99325	206529	0.941	59581.31	28.849%	11515.768	34.544%	0.06711	0.902
Bladder-TCC::SP1059	59185	0.986	11327.935	19.14%	1990.097	17.559%	0.031	0.981
Bladder-TCC::SP96136	51896	0.988	10211.913	19.678%	2173.709	15.781%	0.03829	0.986
Breast-AdenoCA::SP117369	55654	0.991	10895.216	19.577%	3898.689	17.072%	0.04413	0.991
Breast-AdenoCA::SP2293	65065	0.999	9739.818	14.969%	2423.967	9.325%	0.04534	0.999
CNS-GBM::SP25494	245043	0.757	224026.555	91.423%	48799.747	65.366%	0.62312	0.72
ColoRect-AdenoCA::SP18310	108227	0.932	37996.49	35.108%	8568.423	37.189%	0.09549	0.913
ColoRect-AdenoCA::SP17172	124362	0.961	31077.656	24.99%	6555.761	27.908%	0.04632	0.945
ColoRect-AdenoCA::SP96133	81348	0.985	12900.89	15.859%	2313.634	17.44%	0.02149	0.976
ColoRect-AdenoCA::SP110242	113975	0.977	20908.129	18.344%	4275.108	22.017%	0.03167	0.967
ColoRect-AdenoCA::SP21017	88434	0.961	20842.966	23.569%	4558.855	28.346%	0.04569	0.944
ColoRect-AdenoCA::SP22383	97478	0.986	14990.593	15.378%	2565.439	16.526%	0.02414	0.977
ColoRect-AdenoCA::SP81312	807487	0.961	255075.674	31.589%	78766.562	28.485%	0.10171	0.958
ColoRect-AdenoCA::SP22031	234231	0.999	21872.505	9.338%	4345.471	4.608%	0.01462	0.999
ColoRect-AdenoCA::SP19215	94904	0.974	18872.381	19.886%	3569.451	22.512%	0.0385	0.959
ColoRect-AdenoCA::SP16886	849282	0.993	145923.005	17.182%	40849.692	12.395%	0.02925	0.992
ColoRect-AdenoCA::SP19295	259867	0.997	38635.242	14.867%	10352.331	9.984%	0.01786	0.996
ColoRect-AdenoCA::SP17905	2432617	0.989	606607.28	24.936%	116749.551	14.956%	0.06088	0.988
ColoRect-AdenoCA::SP18121	161139	0.915	57036.127	35.396%	10770.455	40.719%	0.08434	0.859
ColoRect-AdenoCA::SP21400	793040	0.966	246439.812	31.075%	60887.201	26.025%	0.0789	0.961
ColoRect-AdenoCA::SP18946	960813	0.997	133365.685	13.881%	27872.464	8.165%	0.01896	0.997
ColoRect-AdenoCA::SP80615	2426469	0.992	408451.159	16.833%	105727.805	12.345%	0.02564	0.992
