Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lung-SCC::SP57846	53964	0.733	35522.575	65.826%	6423.722	69.325%	0.31949	0.557
Lung-SCC::SP57189	113846	0.754	72353.189	63.554%	11115.92	68.862%	0.30026	0.465
Lymph-BNHL::SP116668	66901	0.649	55989.171	83.69%	12192.167	76.357%	0.48555	0.546
Lymph-BNHL::SP116697	112529	0.908	45270.428	40.23%	6650.351	42.568%	0.13849	0.798
Panc-AdenoCA::SP125732	95745	0.697	69844.059	72.948%	12810.577	71.825%	0.40307	0.519
Panc-AdenoCA::SP125770	55454	0.728	36829.806	66.415%	6062.001	70.468%	0.29291	0.477
Skin-Melanoma::SP124389	70873	0.999	4850.289	6.844%	1072.125	3.981%	0.00879	0.999
Skin-Melanoma::SP124362	214810	0.997	17477.803	8.136%	8054.709	9.407%	0.00824	0.997
Skin-Melanoma::SP124394	105876	0.992	13645.924	12.889%	6139.18	14.321%	0.01561	0.992
Skin-Melanoma::SP124334	87764	0.999	6697.341	7.631%	1484.924	4.731%	0.00728	0.999
Skin-Melanoma::SP124454	58815	0.997	7152.542	12.161%	1775.362	7.951%	0.02662	0.997
Skin-Melanoma::SP124380	162971	1.0	9152.189	5.616%	1791.525	3.032%	0.00791	1.0
Skin-Melanoma::SP124399	144375	0.995	19504.013	13.509%	5434.088	9.855%	0.01715	0.995
Skin-Melanoma::SP124311	109379	0.993	20008.922	18.293%	4762.565	14.004%	0.04129	0.992
Skin-Melanoma::SP124434	85261	0.999	5754.662	6.749%	1456.647	4.801%	0.00738	0.999
Skin-Melanoma::SP124428	305689	0.999	25374.911	8.301%	7357.601	6.157%	0.00907	0.999
Skin-Melanoma::SP124449	137987	0.995	19066.347	13.817%	6296.537	11.481%	0.01788	0.995
Skin-Melanoma::SP124298	366716	0.991	50371.613	13.736%	18050.406	13.522%	0.01663	0.99
Skin-Melanoma::SP124431	92652	0.991	14108.366	15.227%	4210.393	13.662%	0.02172	0.991
Skin-Melanoma::SP124409	245674	0.993	40005.453	16.284%	15426.956	15.162%	0.01676	0.992
Skin-Melanoma::SP124376	55168	0.999	3599.419	6.524%	768.804	3.74%	0.00823	0.999
Skin-Melanoma::SP124439	319683	0.998	28040.974	8.771%	6658.209	5.753%	0.01303	0.998
Skin-Melanoma::SP124406	73754	0.998	6808.032	9.231%	1502.427	5.998%	0.01863	0.998
Skin-Melanoma::SP124382	478961	0.992	65505.359	13.677%	21966.069	12.913%	0.01642	0.991
Skin-Melanoma::SP124415	859178	0.995	121421.944	14.132%	35779.08	10.692%	0.02602	0.995
Skin-Melanoma::SP124436	318815	0.991	64288.608	20.165%	15372.814	13.124%	0.03493	0.991
Skin-Melanoma::SP124460	163978	0.997	16534.734	10.084%	5126.66	8.119%	0.0163	0.997
Skin-Melanoma::SP124425	91518	0.999	6865.334	7.502%	1753.513	5.478%	0.00685	0.999
Skin-Melanoma::SP124367	155967	0.997	19524.622	12.518%	4488.059	8.157%	0.03376	0.997
Skin-Melanoma::SP124377	61019	0.995	7554.878	12.381%	2231.386	10.943%	0.01372	0.994
Skin-Melanoma::SP124412	77288	0.996	9306.036	12.041%	2585.753	9.359%	0.04036	0.995
Skin-Melanoma::SP124329	51726	0.996	6235.768	12.055%	1767.97	8.969%	0.01522	0.996
Skin-Melanoma::SP124326	61290	0.996	8315.52	13.567%	2013.279	8.801%	0.03107	0.996
Skin-Melanoma::SP124458	161511	0.998	10235.648	6.337%	3499.814	6.007%	0.00428	0.998
Skin-Melanoma::SP124401	435965	0.995	42854.283	9.83%	15679.343	10.014%	0.00802	0.995
Skin-Melanoma::SP124384	177782	0.997	27157.651	15.276%	4790.792	8.475%	0.04649	0.996
Skin-Melanoma::SP124462	114171	0.997	10181.989	8.918%	3055.437	7.162%	0.00929	0.997
Skin-Melanoma::SP124452	91909	0.998	6547.825	7.124%	2227.957	6.636%	0.00593	0.998
Skin-Melanoma::SP124386	115835	0.998	9114.603	7.869%	2685.032	6.065%	0.01185	0.998
Skin-Melanoma::SP124418	107381	0.997	12182.835	11.345%	2861.761	7.275%	0.01614	0.997
Skin-Melanoma::SP124319	205301	0.998	19888.114	9.687%	6974.649	8.519%	0.00968	0.998
Skin-Melanoma::SP124447	444091	0.998	45547.249	10.256%	10292.389	6.72%	0.0145	0.998
Skin-Melanoma::SP124369	140457	0.999	9786.058	6.967%	2609.012	4.956%	0.00857	0.999
Skin-Melanoma::SP124365	75536	0.999	6188.09	8.192%	1281.331	4.892%	0.00905	0.999
Skin-Melanoma::SP124420	71144	0.998	6645.519	9.341%	1829.37	6.758%	0.01678	0.998
Skin-Melanoma::SP124364	109414	0.998	9351.697	8.547%	2678.348	6.812%	0.00716	0.997
Skin-Melanoma::SP124307	121510	0.999	8450.733	6.955%	2632.767	5.659%	0.00846	0.999
Skin-Melanoma::SP82445	744553	0.996	92642.449	12.443%	24354.893	8.776%	0.02477	0.996
Skin-Melanoma::SP83242	73248	0.991	12034.742	16.43%	3169.073	13.212%	0.06552	0.991
Skin-Melanoma::SP103894	159349	0.999	10927.673	6.858%	3070.595	5.436%	0.00677	0.999
Skin-Melanoma::SP83382	58882	0.998	5189.56	8.813%	1261.544	6.066%	0.00957	0.998
Skin-Melanoma::SP82451	51533	0.996	6481.315	12.577%	1548.245	9.786%	0.02098	0.996
Skin-Melanoma::SP83312	57742	0.999	3474.418	6.017%	811.053	4.081%	0.00434	0.999
Skin-Melanoma::SP82614	57444	0.996	5406.612	9.412%	1761.429	8.701%	0.00787	0.996
Skin-Melanoma::SP82431	373348	0.99	83236.075	22.295%	17122.65	14.436%	0.06029	0.989
Skin-Melanoma::SP82459	78286	0.993	11587.91	14.802%	3627.183	12.146%	0.02518	0.992
Skin-Melanoma::SP82532	212889	0.964	59368.233	27.887%	18769.195	27.423%	0.0601	0.961
Skin-Melanoma::SP83482	68683	0.998	7066.353	10.288%	1540.906	6.418%	0.01855	0.998
Skin-Melanoma::SP104530	71362	0.998	9697.056	13.589%	1890.506	8.569%	0.02419	0.998
Skin-Melanoma::SP82644	240513	0.997	22921.17	9.53%	9188.361	9.609%	0.00914	0.997
Skin-Melanoma::SP82988	92423	0.993	11948.734	12.928%	4196.985	11.887%	0.01585	0.993
Skin-Melanoma::SP82461	84719	0.998	6266.692	7.397%	2137.782	7.18%	0.00539	0.997
Skin-Melanoma::SP82900	279814	0.997	24691.282	8.824%	8143.493	7.628%	0.01095	0.997
Skin-Melanoma::SP82399	116295	0.996	11056.382	9.507%	3574.478	8.375%	0.00754	0.996
Skin-Melanoma::SP82417	250745	0.999	23505.185	9.374%	7664.793	7.703%	0.01354	0.999
Skin-Melanoma::SP104056	334004	0.993	53890.957	16.135%	14059.115	12.232%	0.03937	0.992
Skin-Melanoma::SP83083	75677	0.998	8171.341	10.798%	1904.302	7.4%	0.01152	0.997
Skin-Melanoma::SP83019	98123	1.0	4064.009	4.142%	975.453	2.738%	0.00309	1.0
Skin-Melanoma::SP83146	347886	0.998	29451.451	8.466%	9377.104	7.019%	0.01132	0.998
Skin-Melanoma::SP103866	94887	0.996	10261.097	10.814%	3085.117	8.802%	0.01222	0.996
Skin-Melanoma::SP83844	57187	0.999	3188.922	5.576%	782.619	3.933%	0.00476	0.999
Stomach-AdenoCA::SP135287	66574	0.663	48825.816	73.341%	9557.915	75.041%	0.38868	0.471
Stomach-AdenoCA::SP85122	80659	0.662	61421.233	76.149%	11599.337	75.151%	0.41731	0.469
Stomach-AdenoCA::SP84384	118437	0.642	92626.825	78.208%	16936.529	77.222%	0.44615	0.416
Stomach-AdenoCA::SP84491	64707	0.622	56874.86	87.896%	13871.609	79.063%	0.53811	0.548
Stomach-AdenoCA::SP84743	60006	0.694	42008.937	70.008%	9594.333	72.386%	0.34498	0.591
Stomach-AdenoCA::SP84982	64043	0.847	33527.43	52.351%	5400.92	53.204%	0.19401	0.721
Stomach-AdenoCA::SP84392	104620	0.764	69169.161	66.115%	10866.795	65.229%	0.28775	0.559
Stomach-AdenoCA::SP105018	58804	0.828	28945.479	49.224%	4548.15	62.519%	0.19141	0.565
Stomach-AdenoCA::SP84439	389215	0.73	267091.287	68.623%	41353.816	70.448%	0.33909	0.458
Stomach-AdenoCA::SP84922	68029	0.606	64811.966	95.271%	15720.225	80.444%	0.6198	0.544
Uterus-AdenoCA::SP90209	549929	0.549	585424.491	106.455%	116227.205	83.583%	0.81793	0.407
Uterus-AdenoCA::SP93540	65697	0.668	51929.051	79.043%	8778.329	75.037%	0.43386	0.44
Uterus-AdenoCA::SP93227	928218	0.691	804600.266	86.682%	141436.423	72.416%	0.55461	0.565
Uterus-AdenoCA::SP94933	62442	0.654	47141.039	75.496%	7610.784	79.145%	0.39577	0.321
Uterus-AdenoCA::SP92364	115351	0.595	94582.823	81.996%	16721.141	82.775%	0.50692	0.302
Uterus-AdenoCA::SP92659	282262	0.584	328485.223	116.376%	108598.055	85.668%	0.98928	0.629
