NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	28383.34	46.849	6226.012	44.653	0.254	0.731	40000.0
2	28388.277	46.857	6233.714	44.696	0.254	0.731	30000.0
3	28368.068	46.823	6225.517	44.653	0.254	0.731	30000.0
4	28393.609	46.865	6230.983	44.684	0.254	0.731	20000.0
5	28383.695	46.849	6229.491	44.665	0.254	0.731	30000.0
6	28392.1	46.863	6234.903	44.685	0.254	0.731	20000.0
7	28388.77	46.857	6231.908	44.679	0.254	0.731	30000.0
8	28363.582	46.816	6225.932	44.64	0.254	0.731	20000.0
9	28376.535	46.835	6224.807	44.647	0.254	0.731	30000.0
10	28392.354	46.864	6230.403	44.671	0.254	0.731	30000.0
11	28386.609	46.854	6235.076	44.687	0.254	0.731	30000.0
12	28394.799	46.866	6236.067	44.692	0.254	0.731	30000.0
13	28344.973	46.784	6217.461	44.631	0.254	0.731	20000.0
14	28415.23	46.901	6236.082	44.698	0.254	0.731	20000.0
15	28372.535	46.829	6228.677	44.665	0.253	0.731	30000.0
16	28374.557	46.834	6228.663	44.658	0.254	0.731	20000.0
17	28362.957	46.812	6226.291	44.636	0.254	0.731	40000.0
18	28385.35	46.852	6231.516	44.673	0.254	0.731	40000.0
19	28386.5	46.854	6232.521	44.665	0.254	0.731	40000.0
20	28401.428	46.878	6230.07	44.673	0.254	0.731	30000.0
21	28400.396	46.875	6232.45	44.702	0.254	0.731	40000.0
22	28383.049	46.846	6229.75	44.668	0.254	0.731	40000.0
23	28396.842	46.87	6229.619	44.67	0.254	0.731	20000.0
24	28391.514	46.864	6234.933	44.685	0.254	0.731	40000.0
25	28373.832	46.833	6230.068	44.677	0.254	0.731	40000.0
26	28383.303	46.85	6229.262	44.661	0.254	0.731	20000.0
27	28373.285	46.829	6228.782	44.667	0.253	0.731	30000.0
28	28391.373	46.862	6229.386	44.669	0.254	0.731	20000.0
29	28373.123	46.835	6231.487	44.672	0.254	0.731	20000.0
30	28368.887	46.824	6232.725	44.68	0.254	0.731	30000.0
31	28412.609	46.897	6232.896	44.682	0.254	0.731	20000.0
32	28370.562	46.826	6232.482	44.688	0.254	0.731	20000.0
33	28378.277	46.842	6233.571	44.677	0.254	0.731	40000.0
34	28364.705	46.815	6221.232	44.635	0.253	0.731	20000.0
35	28369.906	46.828	6224.074	44.658	0.254	0.731	20000.0
36	28381.869	46.846	6227.238	44.663	0.254	0.731	20000.0
37	28353.316	46.798	6218.584	44.624	0.253	0.731	40000.0
38	28386.75	46.851	6235.179	44.684	0.254	0.731	30000.0
39	28374.332	46.833	6234.369	44.683	0.254	0.731	20000.0
40	28371.201	46.828	6228.21	44.662	0.254	0.731	30000.0
41	28399.523	46.874	6233.403	44.696	0.254	0.731	20000.0
42	28387.09	46.854	6234.992	44.69	0.254	0.731	20000.0
43	28375.756	46.835	6225.946	44.651	0.254	0.731	30000.0
44	28389.09	46.857	6233.424	44.687	0.254	0.731	20000.0
45	28372.66	46.829	6230.935	44.673	0.254	0.731	20000.0
46	28370.582	46.83	6225.708	44.663	0.254	0.731	20000.0
47	28370.762	46.829	6226.148	44.66	0.254	0.731	20000.0
48	28355.604	46.803	6221.614	44.637	0.253	0.731	30000.0
49	28367.184	46.82	6230.241	44.674	0.254	0.731	30000.0
50	28372.895	46.829	6224.943	44.64	0.254	0.731	40000.0
