Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUSC.US_SP57669	53166	0.998	3697.76	6.955%	478.654	6.735%	0.00416	0.995
LUSC.US_SP56566	23601	0.997	2285.371	9.683%	404.066	7.875%	0.00813	0.996
LUSC.US_SP56569	36480	0.997	2431.915	6.666%	348.48	7.175%	0.004	0.994
LUSC.US_SP58342	75956	0.972	11885.049	15.647%	2449.88	23.7%	0.04005	0.934
LUSC.US_SP58349	48348	0.995	4704.191	9.73%	638.872	10.65%	0.01053	0.985
LUSC.US_SP56644	49921	0.998	3246.435	6.503%	455.584	6.895%	0.00366	0.994
LUSC.US_SP57629	31808	0.983	4701.25	14.78%	760.561	18.315%	0.01768	0.958
LUSC.US_SP56941	5390	0.992	864.596	16.041%	172.806	12.769%	0.02833	0.99
LUSC.US_SP57619	57322	0.998	3272.411	5.709%	467.136	5.631%	0.00332	0.997
LUSC.US_SP58245	61592	0.996	5028.664	8.164%	723.66	8.908%	0.00547	0.99
LUSC.US_SP57251	54237	0.997	3544.84	6.536%	528.469	7.231%	0.00393	0.994
LUAD.US_SP55004	570	0.936	197.824	34.706%	29.003	35.286%	0.12042	0.867
LUAD.US_SP56079	50203	0.996	3970.595	7.909%	665.879	8.878%	0.0048	0.993
LUSC.US_SP56502	46994	0.999	2456.698	5.228%	327.528	5.038%	0.00237	0.997
LUSC.US_SP58668	67884	0.996	5974.951	8.802%	844.674	9.528%	0.00675	0.989
LUSC.US_SP58101	41126	0.998	2475.603	6.02%	332.958	6.408%	0.00347	0.994
LUSC.US_SP58991	29212	0.993	2933.348	10.042%	428.218	11.418%	0.00817	0.982
LUSC.US_SP56607	21751	0.997	1783.681	8.2%	229.816	8.251%	0.00566	0.991
LUAD.US_SP56168	33369	0.991	4347.81	13.029%	1306.491	14.198%	0.01223	0.989
LUSC.US_SP58326	73524	0.999	3372.887	4.587%	484.3	4.823%	0.00185	0.997
LUAD.US_SP54363	44564	0.996	3300.099	7.405%	609.011	8.647%	0.0046	0.994
LUAD.US_SP53810	190653	0.993	23927.92	12.551%	3818.36	11.707%	0.01264	0.99
LUAD.US_SP50518	6391	0.991	791.634	12.387%	113.02	13.494%	0.01628	0.978
LUAD.US_SP56303	15937	0.957	3551.806	22.287%	635.841	28.989%	0.03885	0.902
LUSC.US_SP57267	53600	0.998	3607.449	6.73%	499.409	6.91%	0.00392	0.995
LUAD.US_SP55711	7929	0.994	945.182	11.921%	132.858	11.111%	0.01302	0.989
LUSC.US_SP57066	59660	0.997	4548.927	7.625%	616.353	7.532%	0.00461	0.994
LUSC.US_SP57901	30138	0.996	2432.72	8.072%	337.188	8.738%	0.00567	0.99
LUAD.US_SP55509	68492	0.998	3847.552	5.618%	630.218	5.819%	0.00276	0.997
LUSC.US_SP57651	18722	0.994	1983.737	10.596%	267.522	11.208%	0.00918	0.984
LUAD.US_SP55309	1812	0.943	576.915	31.839%	96.422	33.397%	0.09361	0.901
LUAD.US_SP52607	4036	0.977	868.6	21.521%	129.215	21.155%	0.04221	0.958
LUAD.US_SP52667	34791	0.995	3295.074	9.471%	544.492	10.304%	0.00682	0.992
LUSC.US_SP57450	25474	0.996	2493.479	9.788%	427.904	8.562%	0.00727	0.995
LUSC.US_SP57846	55087	0.998	3979.183	7.223%	602.196	6.415%	0.00485	0.997
LUSC.US_SP58612	29173	0.984	3818.039	13.088%	664.182	17.901%	0.02118	0.954
LUSC.US_SP56821	32018	0.994	2721.621	8.5%	467.309	11.116%	0.00931	0.984
LUAD.US_SP51446	5658	0.989	810.916	14.332%	117.649	15.1%	0.02217	0.974
LUAD.US_SP50592	5112	0.985	824.193	16.123%	124.638	17.383%	0.02165	0.967
LUAD.US_SP53073	24247	0.99	2642.566	10.899%	446.794	13.806%	0.01282	0.977
LUSC.US_SP58882	24651	0.993	2759.401	11.194%	369.073	11.86%	0.01068	0.98
LUSC.US_SP57189	118509	0.999	6266.365	5.288%	892.683	5.23%	0.00262	0.998
