NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3320.931	12.259	568.844	13.505	0.018	0.974	80000.0
2	3358.896	12.429	570.125	13.622	0.019	0.973	140000.0
3	3335.028	12.335	567.381	13.49	0.019	0.974	90000.0
4	3344.431	12.234	573.284	13.522	0.018	0.974	250000.0
5	3311.098	12.227	566.843	13.5	0.019	0.974	50000.0
6	3335.746	12.41	569.147	13.608	0.019	0.973	180000.0
7	3326.2	12.183	569.662	13.454	0.019	0.975	120000.0
8	3326.972	12.245	567.686	13.409	0.018	0.975	100000.0
9	3347.468	12.431	572.441	13.681	0.019	0.974	120000.0
10	3330.468	12.22	568.871	13.511	0.018	0.974	130000.0
11	3341.232	12.226	569.158	13.542	0.018	0.974	420000.0
12	3351.181	12.158	568.162	13.297	0.018	0.975	90000.0
13	3369.035	12.406	569.622	13.484	0.019	0.975	240000.0
14	3378.588	12.457	571.275	13.529	0.018	0.974	70000.0
15	3357.263	12.35	569.849	13.523	0.019	0.974	40000.0
16	3326.448	12.294	566.934	13.563	0.019	0.973	190000.0
17	3329.894	12.315	569.281	13.524	0.019	0.974	210000.0
18	3341.736	12.365	569.355	13.552	0.019	0.974	60000.0
19	3373.455	12.236	576.045	13.586	0.018	0.974	70000.0
20	3351.55	12.298	571.579	13.456	0.018	0.974	40000.0
21	3340.117	12.463	571.031	13.664	0.019	0.974	320000.0
22	3376.166	12.349	574.052	13.561	0.019	0.974	20000.0
23	3339.582	12.306	570.247	13.512	0.018	0.974	220000.0
24	3375.286	12.388	575.139	13.558	0.019	0.974	70000.0
25	3345.981	12.257	566.264	13.397	0.018	0.975	250000.0
26	3332.625	12.13	564.063	13.234	0.018	0.975	100000.0
27	3329.237	12.198	567.724	13.473	0.018	0.974	110000.0
28	3339.284	12.326	570.252	13.618	0.018	0.974	220000.0
29	3323.418	12.145	565.709	13.293	0.018	0.975	110000.0
30	3340.231	12.113	568.172	13.343	0.018	0.975	50000.0
31	3349.536	12.271	567.973	13.423	0.018	0.974	50000.0
32	3334.911	12.386	568.441	13.518	0.018	0.974	220000.0
33	3357.953	12.258	571.812	13.518	0.018	0.974	160000.0
34	3345.242	12.276	570.247	13.402	0.018	0.975	130000.0
35	3355.218	12.391	571.799	13.587	0.019	0.974	90000.0
36	3316.959	12.291	563.997	13.394	0.019	0.974	90000.0
37	3325.701	12.234	565.924	13.407	0.018	0.975	110000.0
38	3309.594	12.297	559.398	13.475	0.018	0.974	90000.0
39	3376.748	12.414	576.256	13.641	0.019	0.973	160000.0
40	3361.094	12.408	573.519	13.546	0.019	0.974	280000.0
41	3375.441	12.493	574.173	13.643	0.019	0.973	190000.0
42	3308.226	12.178	562.619	13.282	0.018	0.975	70000.0
43	3363.451	12.334	572.482	13.461	0.018	0.975	300000.0
44	3341.835	12.415	566.434	13.549	0.019	0.973	50000.0
45	3346.505	12.316	572.355	13.539	0.018	0.974	190000.0
46	3380.498	12.353	575.598	13.448	0.018	0.975	70000.0
47	3323.568	12.198	564.69	13.335	0.018	0.975	140000.0
48	3347.78	12.151	568.824	13.359	0.017	0.975	240000.0
49	3335.683	12.291	574.801	13.453	0.019	0.975	100000.0
50	3321.331	12.239	562.076	13.308	0.019	0.975	60000.0
51	3364.358	12.247	572.107	13.451	0.018	0.975	150000.0
52	3330.568	12.205	568.83	13.431	0.018	0.974	50000.0
53	3336.944	12.325	569.925	13.505	0.019	0.974	110000.0
54	3362.616	12.345	571.383	13.513	0.018	0.974	60000.0
55	3339.38	12.302	567.682	13.495	0.019	0.974	80000.0
56	3309.578	12.179	563.963	13.379	0.018	0.974	380000.0
57	3378.842	12.455	573.192	13.72	0.019	0.972	160000.0
58	3341.92	12.283	567.298	13.494	0.018	0.974	170000.0
59	3340.213	12.338	572.24	13.606	0.019	0.973	230000.0
60	3365.507	12.357	570.802	13.546	0.019	0.974	130000.0
61	3325.733	12.194	567.129	13.41	0.018	0.974	60000.0
62	3369.532	12.398	576.393	13.656	0.019	0.974	250000.0
63	3360.339	12.356	573.962	13.542	0.018	0.974	80000.0
64	3369.405	12.326	574.129	13.55	0.018	0.974	110000.0
65	3326.038	12.298	568.202	13.509	0.019	0.975	100000.0
66	3312.597	12.288	561.099	13.302	0.018	0.975	50000.0
67	3340.924	12.245	566.706	13.385	0.019	0.974	180000.0
68	3350.854	12.43	570.103	13.664	0.019	0.973	90000.0
69	3358.047	12.264	571.365	13.421	0.018	0.974	50000.0
70	3344.366	12.319	568.231	13.54	0.018	0.974	280000.0
71	3338.782	12.335	571.568	13.555	0.019	0.974	90000.0
72	3317.07	12.342	565.058	13.419	0.019	0.974	270000.0
73	3373.975	12.267	575.667	13.505	0.018	0.975	80000.0
74	3323.551	12.246	564.204	13.432	0.018	0.974	80000.0
75	3340.856	12.351	572.598	13.509	0.019	0.974	180000.0
76	3333.958	12.235	567.017	13.324	0.018	0.975	150000.0
77	3352.421	12.394	568.661	13.559	0.018	0.974	90000.0
