Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Eso-AdenoCA::SP111058	63983	0.99	11377.646	17.782%	3874.23	16.769%	0.03451	0.99
Eso-AdenoCA::SP111066	79659	0.993	11669.504	14.649%	2855.634	12.209%	0.02121	0.993
Eso-AdenoCA::SP111113	79140	0.998	7638.667	9.652%	1523.801	6.262%	0.0103	0.998
Eso-AdenoCA::SP110865	55751	0.993	8435.105	15.13%	1151.583	12.669%	0.02427	0.991
Eso-AdenoCA::SP23502	74471	0.995	8323.77	11.177%	1901.064	9.63%	0.0101	0.995
Eso-AdenoCA::SP111001	59462	0.994	9480.774	15.944%	1798.841	11.581%	0.01938	0.993
Eso-AdenoCA::SP111173	105594	0.99	17909.631	16.961%	3925.847	13.886%	0.02472	0.989
Eso-AdenoCA::SP111091	54578	0.987	8362.393	15.322%	2168.566	15.908%	0.02202	0.985
Eso-AdenoCA::SP111175	123973	0.988	26517.277	21.39%	6319.191	16.835%	0.03655	0.986
Eso-AdenoCA::SP111114	57609	0.996	6762.393	11.738%	1154.88	8.54%	0.0153	0.996
Head-SCC::SP30113	87623	0.996	7376.829	8.419%	1009.522	8.636%	0.00621	0.992
Head-SCC::SP30332	52507	0.993	5558.622	10.586%	811.795	11.866%	0.00918	0.983
Head-SCC::SP30675	63185	0.996	5144.37	8.142%	729.941	8.569%	0.00556	0.991
Liver-HCC::SP98090	63686	0.896	26344.583	41.366%	3870.362	45.476%	0.13143	0.751
Lung-AdenoCA::SP53460	53534	0.996	5633.884	10.524%	780.644	9.654%	0.01022	0.993
Lung-AdenoCA::SP54113	110327	0.998	7201.476	6.527%	968.486	6.323%	0.00398	0.996
Lung-AdenoCA::SP55235	113803	0.997	7755.922	6.815%	1229.073	7.729%	0.00373	0.994
Lung-AdenoCA::SP50611	53404	0.992	7235.983	13.55%	1068.327	12.851%	0.01823	0.987
Lung-AdenoCA::SP55142	157043	0.998	8825.709	5.62%	1362.153	5.923%	0.00243	0.997
Lung-AdenoCA::SP53618	61322	0.992	9789.223	15.964%	1315.677	13.566%	0.01963	0.988
Lung-AdenoCA::SP53810	185584	0.976	40393.213	21.765%	7313.854	23.147%	0.03882	0.965
Lung-AdenoCA::SP55509	66135	0.993	10033.304	15.171%	1344.156	12.998%	0.01703	0.989
Lung-SCC::SP56553	133882	0.976	21799.304	16.282%	6409.25	22.171%	0.01713	0.968
Lung-SCC::SP57941	75502	0.996	7868.145	10.421%	1086.604	9.585%	0.00785	0.994
Lung-SCC::SP57818	50099	0.993	7670.178	15.31%	1034.309	13.107%	0.01879	0.989
Lung-SCC::SP56704	53748	0.995	5137.678	9.559%	725.715	10.212%	0.00819	0.987
Lung-SCC::SP59245	55120	0.998	3369.677	6.113%	512.852	6.17%	0.00353	0.997
Lung-SCC::SP57933	57547	0.993	5834.444	10.139%	971.248	12.246%	0.00805	0.986
Lung-SCC::SP57669	50722	0.997	3622.089	7.141%	500.385	7.554%	0.00475	0.994
Lung-SCC::SP58342	74224	0.969	11939.899	16.086%	2513.197	24.928%	0.04369	0.928
Lung-SCC::SP57619	53782	0.998	3513.271	6.532%	539.288	7.162%	0.00398	0.995
Lung-SCC::SP58245	59177	0.989	8183.132	13.828%	1140.738	14.811%	0.01393	0.972
Lung-SCC::SP57251	52103	0.992	5959.145	11.437%	886.883	12.681%	0.01026	0.983
Lung-SCC::SP58668	65970	0.992	7920.565	12.006%	1110.983	12.99%	0.01128	0.981
Lung-SCC::SP58326	71525	0.999	3691.716	5.161%	511.043	5.275%	0.00239	0.997
Lung-SCC::SP57267	51391	0.995	4642.225	9.033%	700.776	10.273%	0.0077	0.987
Lung-SCC::SP57066	57913	0.997	4163.788	7.19%	564.53	7.166%	0.00456	0.994
Lung-SCC::SP57846	53964	0.998	4358.896	8.077%	631.782	6.818%	0.00575	0.997
Lung-SCC::SP57189	113846	0.998	7560.328	6.641%	1040.368	6.445%	0.00403	0.996
Lymph-BNHL::SP116668	66901	0.992	11619.318	17.368%	2261.057	14.161%	0.02554	0.99
Lymph-BNHL::SP116697	112529	0.936	40175.113	35.702%	5771.488	36.943%	0.10722	0.87
Panc-AdenoCA::SP125732	95745	0.95	27475.296	28.696%	5654.864	31.705%	0.05985	0.929
Panc-AdenoCA::SP125770	55454	0.956	14332.166	25.845%	2589.767	30.105%	0.06204	0.925
Skin-Melanoma::SP124389	70873	0.999	4982.185	7.03%	1153.734	4.284%	0.01254	0.999
Skin-Melanoma::SP124362	214810	0.999	16741.172	7.793%	5538.338	6.468%	1000.0	0.999
Skin-Melanoma::SP124394	105876	0.995	12153.082	11.479%	4693.735	10.949%	1000.0	0.995
Skin-Melanoma::SP124334	87764	1.0	4436.169	5.055%	880.598	2.806%	0.00564	1.0
Skin-Melanoma::SP124454	58815	0.998	6995.815	11.895%	1634.201	7.319%	0.02232	0.997
Skin-Melanoma::SP124380	162971	0.999	9182.784	5.635%	1982.237	3.355%	0.00899	0.999
Skin-Melanoma::SP124399	144375	0.997	15064.478	10.434%	4395.917	7.972%	0.01225	0.997
Skin-Melanoma::SP124311	109379	0.995	18185.549	16.626%	3439.85	10.114%	0.03524	0.995
Skin-Melanoma::SP124434	85261	0.998	7434.93	8.72%	1807.48	5.957%	0.01655	0.998
Skin-Melanoma::SP124428	305689	0.999	26085.809	8.533%	6694.314	5.602%	0.01846	0.999
Skin-Melanoma::SP124449	137987	0.996	20287.819	14.703%	5654.965	10.311%	0.03387	0.995
Skin-Melanoma::SP124298	366716	0.994	45874.977	12.51%	14111.829	10.571%	0.01732	0.994
Skin-Melanoma::SP124431	92652	0.994	14966.965	16.154%	3398.736	11.029%	0.02789	0.993
Skin-Melanoma::SP124409	245674	0.993	41150.254	16.75%	14496.217	14.247%	0.03219	0.993
Skin-Melanoma::SP124376	55168	0.999	4433.479	8.036%	952.777	4.635%	0.01692	0.999
Skin-Melanoma::SP124439	319683	0.998	34207.268	10.7%	8080.59	6.983%	0.02148	0.997
Skin-Melanoma::SP124406	73754	0.999	4985.37	6.759%	911.229	3.638%	0.01486	0.999
Skin-Melanoma::SP124382	478961	0.995	59369.022	12.395%	16256.8	9.557%	0.01738	0.995
Skin-Melanoma::SP124415	859178	0.995	144825.871	16.856%	39140.511	11.696%	0.04722	0.995
Skin-Melanoma::SP124436	318815	0.994	50710.4	15.906%	12628.513	10.781%	0.02801	0.994
Skin-Melanoma::SP124460	163978	0.998	13988.226	8.531%	3993.314	6.324%	0.00818	0.998
Skin-Melanoma::SP124425	91518	1.0	4725.643	5.164%	813.68	2.542%	0.00767	1.0
Skin-Melanoma::SP124367	155967	1.0	7296.596	4.678%	1591.479	2.893%	0.00606	1.0
Skin-Melanoma::SP124377	61019	0.996	8139.735	13.34%	1841.174	9.03%	0.01877	0.996
Skin-Melanoma::SP124412	77288	0.997	9534.801	12.337%	2238.298	8.102%	0.02988	0.997
Skin-Melanoma::SP124329	51726	0.998	4992.23	9.651%	1436.583	7.288%	0.01285	0.997
Skin-Melanoma::SP124326	61290	0.998	6638.304	10.831%	1506.252	6.585%	0.02767	0.998
Skin-Melanoma::SP124458	161511	1.0	7535.064	4.665%	1771.26	3.04%	0.00442	1.0
Skin-Melanoma::SP124401	435965	0.998	39523.371	9.066%	10701.392	6.835%	0.00958	0.997
Skin-Melanoma::SP124384	177782	0.999	11730.972	6.599%	2194.248	3.882%	0.00674	0.999
Skin-Melanoma::SP124462	114171	0.999	6987.914	6.121%	1770.152	4.149%	0.00631	0.999
Skin-Melanoma::SP124452	91909	0.999	4224.254	4.596%	1069.34	3.185%	0.00429	0.999
Skin-Melanoma::SP124386	115835	0.999	7776.045	6.713%	1734.392	3.918%	0.01117	0.999
Skin-Melanoma::SP124418	107381	0.998	10669.329	9.936%	2562.318	6.514%	0.01404	0.998
Skin-Melanoma::SP124319	205301	0.998	21609.446	10.526%	6973.47	8.517%	0.02186	0.998
Skin-Melanoma::SP124447	444091	0.997	48234.264	10.861%	11179.79	7.299%	0.01979	0.997
Skin-Melanoma::SP124369	140457	1.0	6350.319	4.521%	1337.342	2.54%	0.0063	1.0
Skin-Melanoma::SP124365	75536	0.999	4500.049	5.957%	932.766	3.561%	0.00676	0.999
Skin-Melanoma::SP124420	71144	0.999	5523.128	7.763%	1197.38	4.423%	0.0198	0.999
Skin-Melanoma::SP124364	109414	0.999	7116.266	6.504%	1567.736	3.988%	0.00692	0.999
Skin-Melanoma::SP124307	121510	0.999	9069.646	7.464%	2209.777	4.75%	0.01032	0.999
Skin-Melanoma::SP82445	744553	0.996	102263.208	13.735%	26322.88	9.485%	0.04519	0.995
Skin-Melanoma::SP83242	73248	0.995	12983.982	17.726%	2580.164	10.757%	0.0529	0.995
Skin-Melanoma::SP103894	159349	1.0	9169.166	5.754%	1647.247	2.916%	0.00704	1.0
Skin-Melanoma::SP83382	58882	0.998	6031.509	10.243%	1454.433	6.993%	0.01729	0.997
Skin-Melanoma::SP82451	51533	0.998	5447.933	10.572%	939.811	5.94%	0.01831	0.998
Skin-Melanoma::SP83312	57742	1.0	3268.822	5.661%	598.458	3.011%	0.0057	1.0
Skin-Melanoma::SP82614	57444	0.999	4480.949	7.801%	1085.534	5.362%	0.00948	0.998
Skin-Melanoma::SP82431	373348	0.99	79332.356	21.249%	16964.836	14.303%	0.05801	0.989
Skin-Melanoma::SP82459	78286	0.996	9574.668	12.23%	2730.675	9.144%	0.027	0.996
Skin-Melanoma::SP82532	212889	0.967	65332.077	30.688%	17591.626	25.703%	0.07956	0.963
Skin-Melanoma::SP83482	68683	0.999	6078.652	8.85%	1090.367	4.541%	0.01888	0.999
Skin-Melanoma::SP104530	71362	0.999	6499.614	9.108%	1175.794	5.33%	0.01221	0.999
Skin-Melanoma::SP82644	240513	0.998	23123.492	9.614%	6914.93	7.232%	0.02286	0.998
Skin-Melanoma::SP82988	92423	0.993	14477.752	15.665%	4483.879	12.699%	0.0446	0.993
Skin-Melanoma::SP82461	84719	0.999	6610.984	7.803%	1557.099	5.229%	0.00853	0.999
Skin-Melanoma::SP82900	279814	0.997	31972.834	11.426%	9256.626	8.671%	0.03102	0.997
Skin-Melanoma::SP82399	116295	0.999	8146.229	7.005%	2239.753	5.248%	0.00559	0.999
Skin-Melanoma::SP82417	250745	0.999	22463.781	8.959%	5858.088	5.887%	0.02323	0.999
Skin-Melanoma::SP104056	334004	0.996	46607.05	13.954%	10085.92	8.775%	0.03511	0.996
Skin-Melanoma::SP83083	75677	0.997	8503.332	11.236%	1915.883	7.445%	0.01482	0.997
Skin-Melanoma::SP83019	98123	0.999	5441.596	5.546%	1170.066	3.284%	0.00792	0.999
Skin-Melanoma::SP83146	347886	0.997	37695.572	10.836%	11303.921	8.461%	0.02771	0.997
Skin-Melanoma::SP103866	94887	0.998	7649.821	8.062%	1953.349	5.573%	0.01059	0.998
Skin-Melanoma::SP83844	57187	0.999	3892.778	6.807%	883.963	4.442%	0.00889	0.999
Stomach-AdenoCA::SP135287	66574	0.974	11150.592	16.749%	2878.859	22.603%	0.02603	0.964
Stomach-AdenoCA::SP85122	80659	0.969	18961.582	23.508%	3824.32	24.777%	0.04355	0.956
Stomach-AdenoCA::SP84384	118437	0.974	25821.704	21.802%	4990.514	22.754%	0.04564	0.962
Stomach-AdenoCA::SP84491	64707	0.998	5710.772	8.826%	1130.322	6.442%	0.0077	0.998
Stomach-AdenoCA::SP84743	60006	0.991	9639.534	16.064%	1824.776	13.767%	0.02694	0.989
Stomach-AdenoCA::SP84982	64043	0.99	9059.386	14.146%	1466.617	14.448%	0.01767	0.983
Stomach-AdenoCA::SP84392	104620	0.991	13958.014	13.342%	2292.772	13.763%	0.01488	0.985
Stomach-AdenoCA::SP105018	58804	0.944	19327.075	32.867%	2582.172	35.494%	0.08666	0.857
Stomach-AdenoCA::SP84439	389215	0.952	107352.331	27.582%	18056.636	30.76%	0.068	0.909
Stomach-AdenoCA::SP84922	68029	0.999	4838.747	7.113%	1014.963	5.194%	0.00549	0.998
Uterus-AdenoCA::SP90209	549929	0.969	149074.327	27.108%	34867.663	25.074%	0.05888	0.963
Uterus-AdenoCA::SP93540	65697	0.966	13713.655	20.874%	3054.082	26.106%	0.0414	0.948
Uterus-AdenoCA::SP93227	928218	0.907	428620.196	46.177%	83142.259	42.569%	0.19496	0.877
Uterus-AdenoCA::SP94933	62442	0.979	11957.728	19.15%	1984.832	20.64%	0.03087	0.962
Uterus-AdenoCA::SP92364	115351	0.973	25215.784	21.86%	4706.446	23.298%	0.04065	0.96
Uterus-AdenoCA::SP92659	282262	0.99	67352.378	23.862%	24462.585	19.297%	0.03958	0.99
