Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUSC.US_SP58342	75956	1.0	1440.956	1.897%	216.077	2.09%	0.00033	1.0
LUSC.US_SP58349	48348	0.997	3450.679	7.137%	495.117	8.254%	0.00598	0.99
LUSC.US_SP56644	49921	0.999	2271.219	4.55%	296.767	4.492%	0.00199	0.998
LUSC.US_SP57629	31808	0.995	2882.629	9.063%	413.787	9.964%	0.00621	0.987
LUSC.US_SP56941	5390	0.998	572.994	10.631%	95.101	7.027%	0.01308	0.997
LUSC.US_SP57619	57322	0.999	2184.155	3.81%	345.521	4.165%	0.00189	0.998
LUSC.US_SP58245	61592	0.998	3945.806	6.406%	566.987	6.979%	0.00353	0.994
LUSC.US_SP57251	54237	0.999	2770.896	5.109%	398.858	5.457%	0.00219	0.997
LUAD.US_SP55004	570	0.959	167.575	29.399%	23.323	28.375%	0.08619	0.916
LUAD.US_SP56079	50203	0.998	2863.776	5.704%	418.283	5.577%	0.00301	0.997
LUSC.US_SP56502	46994	0.999	1800.72	3.832%	240.482	3.699%	0.00133	0.999
LUSC.US_SP58668	67884	0.999	2735.477	4.03%	396.072	4.468%	0.00144	0.997
LUSC.US_SP58101	41126	0.999	1924.118	4.679%	265.808	5.116%	0.00266	0.996
LUSC.US_SP58991	29212	0.997	1975.791	6.764%	270.984	7.226%	0.00388	0.993
LUSC.US_SP56607	21751	0.998	1242.161	5.711%	158.699	5.698%	0.00325	0.996
LUAD.US_SP56168	33369	1.0	1176.574	3.526%	167.406	1.819%	0.00173	1.0
LUSC.US_SP58326	73524	0.999	3234.219	4.399%	450.828	4.49%	0.00194	0.998
LUAD.US_SP54363	44564	0.999	1837.268	4.123%	281.198	3.993%	0.00161	0.999
LUAD.US_SP53810	190653	0.999	9759.011	5.119%	1537.805	4.715%	0.00247	0.998
LUAD.US_SP50518	6391	0.997	458.968	7.181%	60.648	7.241%	0.00629	0.993
LUAD.US_SP56303	15937	0.995	1590.677	9.981%	227.926	10.392%	0.00928	0.988
LUSC.US_SP57267	53600	0.999	2351.831	4.388%	316.054	4.373%	0.00218	0.998
LUAD.US_SP55711	7929	0.996	782.07	9.863%	109.253	9.137%	0.00875	0.993
LUSC.US_SP57066	59660	0.999	3090.35	5.18%	413.904	5.058%	0.00295	0.997
LUSC.US_SP57901	30138	0.998	1910.022	6.338%	257.534	6.673%	0.00356	0.994
LUAD.US_SP55509	68492	0.999	2439.797	3.562%	382.793	3.534%	0.00114	0.999
LUSC.US_SP57651	18722	0.997	1465.367	7.827%	189.916	7.956%	0.00501	0.991
LUAD.US_SP55309	1812	0.983	361.001	19.923%	53.091	18.389%	0.03893	0.971
LUAD.US_SP52607	4036	0.992	558.463	13.837%	74.804	12.247%	0.01992	0.986
LUAD.US_SP52667	34791	0.997	2564.137	7.37%	398.5	7.541%	0.00432	0.995
LUSC.US_SP57450	25474	0.999	1583.697	6.217%	236.335	4.729%	0.00387	0.998
LUSC.US_SP57846	55087	0.999	2275.073	4.13%	320.353	3.412%	0.00167	0.999
LUSC.US_SP58612	29173	0.999	1458.135	4.998%	196.349	5.292%	0.0023	0.996
LUSC.US_SP56821	32018	0.999	1455.539	4.546%	209.428	4.982%	0.00194	0.997
LUAD.US_SP51446	5658	0.996	533.082	9.422%	73.726	9.462%	0.00949	0.99
LUAD.US_SP50592	5112	0.994	583.015	11.405%	80.525	11.231%	0.01066	0.987
LUAD.US_SP53073	24247	0.994	1790.309	7.384%	364.749	11.271%	0.00743	0.985
LUSC.US_SP58882	24651	0.995	2297.694	9.321%	313.25	10.066%	0.00747	0.986
LUSC.US_SP57189	118509	0.999	5066.098	4.275%	708.825	4.153%	0.00176	0.998
