NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
51	2890.99	11.163	497.29	12.227	0.015	0.978	540000.0
52	2712.422	10.482	409.209	10.854	0.015	0.982	100000.0
53	2873.951	11.2	493.065	12.14	0.016	0.978	120000.0
54	2895.309	11.185	493.359	12.092	0.015	0.979	510000.0
55	2725.23	10.565	410.855	10.965	0.015	0.982	150000.0
56	2856.448	11.09	488.452	12.004	0.016	0.979	330000.0
57	2894.266	11.317	493.773	12.345	0.016	0.977	440000.0
58	2895.444	11.267	491.273	12.212	0.016	0.978	300000.0
59	2703.844	10.555	408.072	10.948	0.015	0.981	250000.0
60	2901.73	11.259	494.576	12.242	0.016	0.978	210000.0
61	2707.014	10.479	406.432	10.788	0.015	0.982	160000.0
62	2914.595	11.279	498.531	12.262	0.016	0.978	250000.0
63	2735.342	10.611	414.893	11.02	0.015	0.982	300000.0
64	2890.789	11.167	498.369	12.187	0.016	0.979	200000.0
65	2880.92	11.181	494.229	12.148	0.016	0.979	290000.0
66	2859.548	11.145	484.578	11.924	0.016	0.979	400000.0
67	2869.316	11.125	489.644	12.097	0.016	0.978	200000.0
68	2715.659	10.662	407.947	11.043	0.015	0.981	360000.0
69	2900.478	11.177	496.541	12.112	0.016	0.979	350000.0
70	2724.964	10.634	409.881	11.038	0.015	0.981	250000.0
71	2717.787	10.593	411.396	10.96	0.015	0.982	160000.0
72	2701.602	10.684	404.669	10.912	0.016	0.981	280000.0
73	2895.939	11.133	499.597	12.156	0.015	0.979	260000.0
74	2709.622	10.525	406.169	10.864	0.015	0.982	390000.0
75	2874.699	11.183	495.605	12.119	0.016	0.979	270000.0
76	2728.183	10.641	410.902	10.946	0.015	0.982	420000.0
77	2905.85	11.305	494.072	12.247	0.016	0.978	500000.0
78	2882.282	11.129	492.686	12.0	0.015	0.98	490000.0
79	2884.197	11.289	490.723	12.238	0.016	0.978	190000.0
80	2722.271	10.632	409.112	11.016	0.015	0.981	420000.0
81	2903.313	11.313	497.85	12.213	0.016	0.978	300000.0
82	2879.242	11.12	494.596	12.063	0.015	0.979	540000.0
83	2856.087	11.181	489.88	12.15	0.016	0.979	660000.0
84	2852.457	11.076	485.171	11.908	0.015	0.98	510000.0
85	2879.174	11.126	494.677	12.079	0.016	0.979	280000.0
86	2753.95	10.739	411.662	11.13	0.016	0.981	320000.0
87	2893.092	11.106	496.227	12.003	0.016	0.979	210000.0
88	2896.539	11.279	496.472	12.187	0.016	0.978	240000.0
89	2885.665	11.133	495.648	12.146	0.015	0.979	360000.0
90	2876.186	11.035	492.273	11.958	0.015	0.98	170000.0
91	2706.76	10.617	404.891	10.935	0.015	0.981	270000.0
92	2873.49	11.162	493.866	12.106	0.016	0.979	340000.0
93	2875.151	11.304	493.457	12.264	0.017	0.978	330000.0
94	2859.354	11.048	485.691	11.972	0.015	0.979	300000.0
95	2881.105	11.197	494.785	12.201	0.016	0.979	680000.0
96	2731.207	10.706	409.833	11.142	0.016	0.98	480000.0
97	2709.56	10.498	409.005	10.845	0.015	0.982	150000.0
98	2885.863	11.173	496.735	12.113	0.016	0.979	540000.0
99	2736.964	10.662	413.682	11.018	0.016	0.981	410000.0
100	2885.983	11.104	496.252	12.119	0.015	0.979	380000.0
