Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUAD.US_SP55004	570	0.841	270.499	47.456%	44.511	54.153%	0.2178	0.643
LUAD.US_SP56079	50203	0.994	4976.576	9.913%	828.153	11.042%	0.01195	0.989
LUSC.US_SP56502	46994	0.998	2999.986	6.384%	407.808	6.273%	0.004	0.996
LUSC.US_SP58668	67884	0.992	8192.229	12.068%	1149.513	12.967%	0.01466	0.979
LUSC.US_SP58101	41126	0.99	5073.283	12.336%	720.016	13.858%	0.01469	0.972
LUSC.US_SP58991	29212	0.991	3419.321	11.705%	489.161	13.043%	0.01109	0.977
LUSC.US_SP56607	21751	0.994	2234.664	10.274%	307.74	11.049%	0.01094	0.983
LUAD.US_SP56168	33369	0.989	4458.023	13.36%	1384.47	15.046%	0.01114	0.987
LUSC.US_SP58326	73524	0.997	5449.698	7.412%	744.057	7.41%	0.00634	0.994
LUAD.US_SP54363	44564	0.994	4002.954	8.982%	771.776	10.958%	0.00664	0.99
LUAD.US_SP53810	190653	0.989	29076.584	15.251%	5020.092	15.392%	0.02049	0.983
LUAD.US_SP50518	6391	0.925	1878.378	29.391%	319.019	38.09%	0.07893	0.797
LUAD.US_SP56303	15937	0.929	4883.772	30.644%	814.434	37.132%	0.07639	0.833
LUSC.US_SP57267	53600	0.996	4464.592	8.329%	640.542	8.863%	0.00716	0.991
LUAD.US_SP55711	7929	0.954	2145.313	27.057%	357.067	29.861%	0.0657	0.914
LUSC.US_SP57066	59660	0.997	4733.844	7.935%	644.284	7.873%	0.00604	0.993
LUSC.US_SP57901	30138	0.995	2759.06	9.155%	396.141	10.265%	0.00802	0.985
LUAD.US_SP55509	68492	0.998	5019.084	7.328%	696.467	6.43%	0.00526	0.997
LUSC.US_SP57651	18722	0.992	2136.31	11.411%	302.369	12.668%	0.01146	0.979
LUAD.US_SP55309	1812	0.766	923.341	50.957%	185.704	64.322%	0.24481	0.547
LUAD.US_SP52607	4036	0.886	1511.561	37.452%	283.279	46.379%	0.14368	0.779
LUAD.US_SP52667	34791	0.992	4395.53	12.634%	665.782	12.6%	0.01455	0.987
LUSC.US_SP57450	25474	0.996	2590.721	10.17%	447.542	8.955%	0.00945	0.995
LUSC.US_SP57846	55087	0.998	4644.626	8.431%	663.871	7.072%	0.00763	0.996
LUSC.US_SP58612	29173	0.982	4152.838	14.235%	698.852	18.835%	0.02479	0.95
LUSC.US_SP56821	32018	0.993	3012.594	9.409%	506.108	12.039%	0.01266	0.982
LUAD.US_SP51446	5658	0.893	2127.826	37.607%	350.34	44.964%	0.1204	0.743
LUAD.US_SP50592	5112	0.872	1869.504	36.571%	351.425	49.012%	0.12581	0.7
LUAD.US_SP53073	24247	0.953	4703.363	19.398%	981.828	30.338%	0.06156	0.883
LUSC.US_SP58882	24651	0.988	3229.92	13.103%	477.249	15.336%	0.0153	0.966
LUSC.US_SP57189	118509	0.997	8722.918	7.361%	1254.175	7.348%	0.00566	0.995
