Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lung-SCC::SP59245	55120	0.967	9364.331	16.989%	2137.277	25.714%	0.02364	0.94
Lung-SCC::SP57933	57547	0.995	5368.185	9.328%	776.555	9.791%	0.00728	0.99
Lung-SCC::SP57669	50722	0.962	9392.642	18.518%	1902.003	28.713%	0.03393	0.915
Lung-SCC::SP58342	74224	0.964	11996.495	16.163%	2738.086	27.159%	0.05496	0.919
Lung-SCC::SP57619	53782	0.96	9589.348	17.83%	2132.015	28.315%	0.03281	0.913
Lung-SCC::SP58245	59177	0.966	12501.253	21.125%	2102.945	27.304%	0.03379	0.923
Lung-SCC::SP57251	52103	0.983	8094.63	15.536%	1335.886	19.102%	0.0184	0.962
Lung-SCC::SP58668	65970	0.982	10680.617	16.19%	1767.943	20.672%	0.02037	0.962
Lung-SCC::SP58326	71525	0.957	13024.875	18.21%	2891.593	29.844%	0.03453	0.904
Lung-SCC::SP57267	51391	0.964	8847.133	17.215%	1869.27	27.402%	0.02975	0.918
Lung-SCC::SP57066	57913	0.977	7877.158	13.602%	1708.371	21.685%	0.01905	0.949
Lung-SCC::SP57846	53964	0.921	15129.273	28.036%	3673.952	39.649%	0.06043	0.88
Lung-SCC::SP57189	113846	0.98	15808.029	13.885%	3175.094	19.669%	0.01657	0.959
Lymph-BNHL::SP116668	66901	0.954	20028.175	29.937%	4854.767	30.404%	0.12618	0.943
Lymph-BNHL::SP116697	112529	0.914	44462.205	39.512%	6714.578	42.979%	0.13119	0.827
Panc-AdenoCA::SP125732	95745	0.657	56857.058	59.384%	14309.334	80.229%	0.30022	0.495
Panc-AdenoCA::SP125770	55454	0.687	40603.108	73.219%	6493.681	75.487%	0.35948	0.395
Skin-Melanoma::SP124389	70873	0.999	4649.246	6.56%	1039.263	3.859%	0.00802	0.999
Skin-Melanoma::SP124362	214810	0.998	16258.368	7.569%	6813.67	7.957%	0.01206	0.998
Skin-Melanoma::SP124394	105876	0.993	12997.204	12.276%	5552.793	12.953%	0.02019	0.993
Skin-Melanoma::SP124334	87764	0.999	6179.72	7.041%	1263.409	4.026%	0.00799	0.999
Skin-Melanoma::SP124454	58815	0.997	7040.134	11.97%	1660.003	7.435%	0.02726	0.997
Skin-Melanoma::SP124380	162971	1.0	8316.598	5.103%	1767.811	2.992%	0.00616	1.0
Skin-Melanoma::SP124399	144375	0.996	18023.73	12.484%	4923.401	8.929%	0.01508	0.996
Skin-Melanoma::SP124311	109379	0.993	20116.965	18.392%	5065.408	14.894%	0.03954	0.993
Skin-Melanoma::SP124434	85261	0.999	6575.771	7.713%	1586.311	5.228%	0.00878	0.999
Skin-Melanoma::SP124428	305689	0.999	23655.308	7.738%	6112.709	5.115%	0.01381	0.999
Skin-Melanoma::SP124449	137987	0.995	19121.255	13.857%	5765.102	10.512%	0.02645	0.995
Skin-Melanoma::SP124298	366716	0.992	48019.254	13.094%	17446.176	13.069%	0.01624	0.991
Skin-Melanoma::SP124431	92652	0.992	14098.214	15.216%	4210.637	13.663%	0.02085	0.991
Skin-Melanoma::SP124409	245674	0.993	39283.814	15.99%	14447.434	14.199%	0.02162	0.993
Skin-Melanoma::SP124376	55168	0.999	3544.376	6.425%	782.542	3.807%	0.00815	0.999
Skin-Melanoma::SP124439	319683	0.998	32367.917	10.125%	7308.036	6.315%	0.01656	0.998
Skin-Melanoma::SP124406	73754	0.999	5696.884	7.724%	1302.104	5.199%	0.01454	0.999
Skin-Melanoma::SP124382	478961	0.993	65455.306	13.666%	21511.856	12.646%	0.01842	0.992
Skin-Melanoma::SP124415	859178	0.994	137520.361	16.006%	40345.994	12.056%	0.02867	0.994
Skin-Melanoma::SP124436	318815	0.992	65489.591	20.542%	14555.407	12.426%	0.04975	0.992
Skin-Melanoma::SP124460	163978	0.998	13471.656	8.216%	4717.886	7.472%	0.00604	0.998
Skin-Melanoma::SP124425	91518	0.999	6679.545	7.299%	1655.303	5.172%	0.00791	0.999
Skin-Melanoma::SP124367	155967	0.999	13122.495	8.414%	3076.24	5.591%	0.00916	0.998
Skin-Melanoma::SP124377	61019	0.995	7761.077	12.719%	2254.684	11.058%	0.01357	0.994
Skin-Melanoma::SP124412	77288	0.996	9048.314	11.707%	2423.302	8.771%	0.03459	0.996
Skin-Melanoma::SP124329	51726	0.997	5848.957	11.308%	1592.352	8.078%	0.01439	0.997
Skin-Melanoma::SP124326	61290	0.997	7705.309	12.572%	1824.163	7.974%	0.03066	0.997
Skin-Melanoma::SP124458	161511	0.999	9673.896	5.99%	3139.296	5.388%	0.00616	0.999
Skin-Melanoma::SP124401	435965	0.996	43268.36	9.925%	15070.056	9.625%	0.01151	0.996
Skin-Melanoma::SP124384	177782	0.997	25653.306	14.43%	5360.163	9.482%	0.03762	0.997
Skin-Melanoma::SP124462	114171	0.998	8658.83	7.584%	2604.838	6.106%	0.0069	0.998
Skin-Melanoma::SP124452	91909	0.998	6128.707	6.668%	1948.078	5.802%	0.00719	0.998
Skin-Melanoma::SP124386	115835	0.999	8183.023	7.064%	2246.281	5.074%	0.01195	0.999
Skin-Melanoma::SP124418	107381	0.998	11321.57	10.543%	2622.541	6.667%	0.01512	0.998
Skin-Melanoma::SP124319	205301	0.998	18791.017	9.153%	6260.085	7.646%	0.0127	0.998
Skin-Melanoma::SP124447	444091	0.998	46227.218	10.409%	10727.38	7.004%	0.01518	0.998
Skin-Melanoma::SP124369	140457	0.999	8809.116	6.272%	2185.875	4.152%	0.00797	0.999
Skin-Melanoma::SP124365	75536	0.999	5823.544	7.71%	1185.768	4.527%	0.00937	0.999
Skin-Melanoma::SP124420	71144	0.998	6471.662	9.097%	1551.01	5.73%	0.02214	0.998
Skin-Melanoma::SP124364	109414	0.998	9754.361	8.915%	2366.443	6.019%	0.01495	0.998
Skin-Melanoma::SP124307	121510	0.999	8212.754	6.759%	2236.893	4.808%	0.00849	0.999
Skin-Melanoma::SP82445	744553	0.996	103124.52	13.851%	27378.603	9.866%	0.03009	0.995
Skin-Melanoma::SP83242	73248	0.993	12870.764	17.571%	2933.442	12.23%	0.05534	0.992
Skin-Melanoma::SP103894	159349	0.999	10896.29	6.838%	2896.732	5.128%	0.00709	0.999
Skin-Melanoma::SP83382	58882	0.998	5391.874	9.157%	1341.479	6.45%	0.01061	0.998
Skin-Melanoma::SP82451	51533	0.997	6377.789	12.376%	1487.046	9.399%	0.0169	0.996
Skin-Melanoma::SP83312	57742	0.999	3635.391	6.296%	819.534	4.123%	0.00491	0.999
Skin-Melanoma::SP82614	57444	0.997	5569.645	9.696%	1717.297	8.483%	0.00949	0.997
Skin-Melanoma::SP82431	373348	0.99	80715.169	21.619%	17575.818	14.818%	0.05539	0.989
Skin-Melanoma::SP82459	78286	0.994	11383.01	14.54%	3310.736	11.086%	0.029	0.993
Skin-Melanoma::SP82532	212889	0.964	60477.008	28.408%	18780.466	27.44%	0.06255	0.961
Skin-Melanoma::SP83482	68683	0.998	6844.284	9.965%	1444.447	6.016%	0.01853	0.998
Skin-Melanoma::SP104530	71362	0.998	7769.025	10.887%	1675.071	7.593%	0.01493	0.998
Skin-Melanoma::SP82644	240513	0.998	22142.558	9.206%	7937.67	8.301%	0.01455	0.998
Skin-Melanoma::SP82988	92423	0.993	12453.404	13.474%	4477.729	12.682%	0.01771	0.992
Skin-Melanoma::SP82461	84719	0.998	7026.879	8.294%	2107.19	7.077%	0.00838	0.998
Skin-Melanoma::SP82900	279814	0.997	28870.894	10.318%	9502.899	8.902%	0.01204	0.997
Skin-Melanoma::SP82399	116295	0.997	10554.074	9.075%	3165.937	7.418%	0.00899	0.997
Skin-Melanoma::SP82417	250745	0.999	21549.62	8.594%	6324.789	6.356%	0.01501	0.999
Skin-Melanoma::SP104056	334004	0.994	53484.34	16.013%	13979.898	12.163%	0.04088	0.993
Skin-Melanoma::SP83083	75677	0.997	8365.582	11.054%	2003.022	7.783%	0.01154	0.997
Skin-Melanoma::SP83019	98123	1.0	4069.299	4.147%	949.156	2.664%	0.00323	1.0
Skin-Melanoma::SP83146	347886	0.997	30638.105	8.807%	10374.987	7.766%	0.01053	0.997
Skin-Melanoma::SP103866	94887	0.997	9212.456	9.709%	2721.54	7.765%	0.01089	0.997
Skin-Melanoma::SP83844	57187	0.999	3386.064	5.921%	855.829	4.301%	0.00577	0.999
Stomach-AdenoCA::SP135287	66574	0.673	37038.12	55.635%	10054.31	78.939%	0.25237	0.533
Stomach-AdenoCA::SP85122	80659	0.664	48584.189	60.234%	12201.106	79.05%	0.29481	0.514
Stomach-AdenoCA::SP84384	118437	0.652	71424.822	60.306%	18281.746	83.355%	0.29471	0.501
Stomach-AdenoCA::SP84491	64707	0.95	21404.949	33.08%	5614.776	32.002%	0.12132	0.942
Stomach-AdenoCA::SP84743	60006	0.956	17322.51	28.868%	3910.877	29.506%	0.0944	0.943
Stomach-AdenoCA::SP84982	64043	0.818	33615.236	52.489%	6267.605	61.742%	0.19722	0.697
Stomach-AdenoCA::SP84392	104620	0.721	63824.066	61.006%	12373.31	74.272%	0.25332	0.522
Stomach-AdenoCA::SP105018	58804	0.942	19459.344	33.092%	2651.066	36.441%	0.08641	0.856
Stomach-AdenoCA::SP84439	389215	0.694	259730.406	66.732%	46170.101	78.653%	0.32826	0.439
Stomach-AdenoCA::SP84922	68029	0.948	25767.473	37.877%	6618.137	33.866%	0.13432	0.942
Uterus-AdenoCA::SP90209	549929	0.622	474303.599	86.248%	111085.711	79.885%	0.46959	0.528
Uterus-AdenoCA::SP93540	65697	0.663	44907.177	68.355%	9238.547	78.971%	0.34041	0.476
Uterus-AdenoCA::SP93227	928218	0.757	683144.217	73.597%	127835.135	65.452%	0.39839	0.666
Uterus-AdenoCA::SP94933	62442	0.604	49752.818	79.678%	8298.497	86.297%	0.44102	0.254
Uterus-AdenoCA::SP92364	115351	0.542	98334.367	85.248%	18137.851	89.788%	0.53481	0.246
Uterus-AdenoCA::SP92659	282262	0.837	256072.949	90.722%	84396.045	66.576%	0.49952	0.856
