NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	16403.195	26.93	4231.442	28.822	0.103	0.894	40000.0
2	17417.914	28.66	4249.514	30.124	0.109	0.883	30000.0
3	16425.492	26.967	4236.734	28.865	0.103	0.894	40000.0
4	16425.947	26.964	4237.971	28.857	0.103	0.894	30000.0
5	16141.289	26.571	4391.648	28.396	0.097	0.904	20000.0
6	19070.699	31.571	4082.633	30.513	0.124	0.865	60000.0
7	18582.525	30.766	3853.875	29.504	0.121	0.865	40000.0
8	17382.883	28.604	4242.365	30.089	0.109	0.883	20000.0
9	17400.803	28.631	4239.311	30.057	0.109	0.883	40000.0
10	16412.969	26.947	4239.096	28.856	0.103	0.894	30000.0
11	16167.656	26.613	4392.153	28.372	0.096	0.905	150000.0
12	16158.859	26.598	4398.05	28.422	0.096	0.904	40000.0
13	16135.525	26.56	4382.231	28.374	0.096	0.904	60000.0
14	16156.024	26.597	4396.105	28.405	0.096	0.905	30000.0
15	16408.164	26.937	4237.396	28.844	0.103	0.894	50000.0
16	17376.639	28.593	4242.37	30.073	0.108	0.883	30000.0
17	16156.409	26.595	4390.966	28.41	0.097	0.904	30000.0
18	16148.432	26.583	4393.646	28.403	0.096	0.904	20000.0
19	16133.854	26.559	4390.432	28.378	0.096	0.905	20000.0
20	16139.863	26.567	4389.572	28.382	0.096	0.905	70000.0
21	17438.699	28.697	4249.48	30.124	0.109	0.883	50000.0
22	17394.633	28.623	4244.899	30.081	0.108	0.883	30000.0
23	17444.564	28.707	4249.449	30.166	0.109	0.883	20000.0
24	16166.104	26.61	4398.154	28.422	0.097	0.904	30000.0
25	17590.045	28.958	4267.344	30.395	0.11	0.881	40000.0
26	16422.062	26.963	4237.21	28.845	0.103	0.894	50000.0
27	16131.226	26.553	4389.021	28.384	0.096	0.905	30000.0
28	16150.968	26.587	4390.955	28.397	0.096	0.904	30000.0
29	16137.952	26.568	4390.856	28.386	0.096	0.905	40000.0
30	17423.742	28.672	4249.517	30.119	0.109	0.883	20000.0
31	16442.838	26.994	4240.642	28.876	0.103	0.894	20000.0
32	16421.74	26.961	4243.134	28.876	0.103	0.894	50000.0
33	17397.936	28.627	4250.299	30.106	0.109	0.883	20000.0
34	19046.535	31.529	4074.086	30.48	0.123	0.865	40000.0
35	17387.23	28.612	4239.05	30.06	0.108	0.883	20000.0
36	16140.364	26.569	4390.578	28.407	0.096	0.904	60000.0
37	16133.322	26.559	4380.926	28.36	0.096	0.905	60000.0
38	16153.459	26.587	4397.75	28.434	0.097	0.904	20000.0
39	16127.514	26.547	4393.118	28.384	0.096	0.905	50000.0
40	16158.641	26.601	4392.405	28.426	0.097	0.904	30000.0
41	16160.981	26.603	4396.052	28.442	0.096	0.904	30000.0
42	16418.977	26.955	4239.146	28.855	0.103	0.894	20000.0
43	16132.568	26.556	4386.383	28.365	0.096	0.905	30000.0
44	19069.041	31.567	4083.086	30.525	0.124	0.865	40000.0
45	16154.496	26.591	4392.364	28.396	0.096	0.904	40000.0
46	17380.662	28.6	4238.551	30.067	0.108	0.883	20000.0
47	16430.342	26.975	4237.527	28.855	0.103	0.894	20000.0
48	17378.461	28.596	4235.368	30.04	0.108	0.883	20000.0
49	16149.094	26.582	4394.564	28.419	0.096	0.904	30000.0
50	17389.258	28.613	4238.25	30.034	0.109	0.883	20000.0
