Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Biliary-AdenoCA::SP99325	206529	0.976	38943.294	18.856%	7325.987	21.976%	0.0305	0.959
Bladder-TCC::SP1059	59185	0.995	6175.809	10.435%	1101.858	9.722%	0.00961	0.994
Bladder-TCC::SP96136	51896	0.993	8910.009	17.169%	1593.025	11.565%	0.0292	0.992
Breast-AdenoCA::SP117369	55654	0.994	7717.489	13.867%	2860.388	12.526%	0.01796	0.993
Breast-AdenoCA::SP2293	65065	1.0	3077.096	4.729%	845.921	3.254%	0.0034	1.0
CNS-GBM::SP25494	245043	0.998	17599.819	7.182%	4844.361	6.489%	0.00548	0.998
ColoRect-AdenoCA::SP18310	108227	0.992	11762.295	10.868%	2825.334	12.263%	0.00937	0.99
ColoRect-AdenoCA::SP17172	124362	0.997	10389.572	8.354%	1823.002	7.761%	0.00557	0.996
ColoRect-AdenoCA::SP96133	81348	0.996	7558.265	9.291%	1186.815	8.946%	0.00948	0.994
ColoRect-AdenoCA::SP110242	113975	0.98	20211.891	17.734%	3899.29	20.082%	0.02776	0.969
ColoRect-AdenoCA::SP21017	88434	0.981	13414.789	15.169%	3092.71	19.23%	0.02121	0.973
ColoRect-AdenoCA::SP22383	97478	0.987	14711.96	15.093%	2472.597	15.928%	0.02283	0.978
ColoRect-AdenoCA::SP81312	807487	0.953	284947.756	35.288%	89424.372	32.339%	0.13372	0.95
ColoRect-AdenoCA::SP22031	234231	0.998	26920.736	11.493%	6684.555	7.088%	0.01539	0.998
ColoRect-AdenoCA::SP19215	94904	0.987	15050.406	15.859%	2613.343	16.482%	0.02231	0.979
ColoRect-AdenoCA::SP16886	849282	0.995	109607.392	12.906%	31345.214	9.511%	0.02118	0.995
ColoRect-AdenoCA::SP19295	259867	0.996	45152.859	17.375%	11526.288	11.116%	0.02633	0.996
ColoRect-AdenoCA::SP17905	2432617	0.994	442036.659	18.171%	87030.864	11.149%	0.03721	0.993
ColoRect-AdenoCA::SP18121	161139	0.972	35166.352	21.824%	6264.048	23.682%	0.03765	0.955
ColoRect-AdenoCA::SP21400	793040	0.958	263290.924	33.2%	68274.872	29.183%	0.10472	0.953
ColoRect-AdenoCA::SP18946	960813	0.998	104469.067	10.873%	23277.634	6.819%	0.013	0.998
ColoRect-AdenoCA::SP80615	2426469	0.996	308959.586	12.733%	80694.644	9.422%	0.01605	0.995
Eso-AdenoCA::SP111058	63983	0.992	10429.666	16.301%	3078.955	13.327%	0.02976	0.992
Eso-AdenoCA::SP111066	79659	0.994	9309.762	11.687%	2587.067	11.06%	0.01457	0.993
Eso-AdenoCA::SP111113	79140	0.999	6029.483	7.619%	1227.328	5.044%	0.00757	0.999
Eso-AdenoCA::SP110865	55751	0.996	5591.219	10.029%	780.183	8.583%	0.01034	0.994
Eso-AdenoCA::SP23502	74471	0.995	7817.686	10.498%	1894.221	9.596%	0.00959	0.995
Eso-AdenoCA::SP111001	59462	0.996	8071.221	13.574%	1504.377	9.685%	0.01558	0.995
Eso-AdenoCA::SP111173	105594	0.989	18113.114	17.154%	4120.623	14.574%	0.02538	0.988
