Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::SP21400	793040	0.961	266719.002	33.632%	65461.922	27.98%	0.1026	0.956
ColoRect-AdenoCA::SP18946	960813	0.997	135169.073	14.068%	26375.041	7.726%	0.02232	0.997
ColoRect-AdenoCA::SP80615	2426469	0.995	344964.639	14.217%	86936.49	10.151%	0.02064	0.994
Eso-AdenoCA::SP111058	63983	0.992	10656.81	16.656%	3148.788	13.629%	0.03251	0.991
Eso-AdenoCA::SP111066	79659	0.994	9604.101	12.057%	2653.479	11.344%	0.01506	0.993
Eso-AdenoCA::SP111113	79140	0.999	6219.987	7.859%	1227.822	5.046%	0.0081	0.999
Eso-AdenoCA::SP110865	55751	0.996	5504.974	9.874%	779.515	8.576%	0.00992	0.994
Eso-AdenoCA::SP23502	74471	0.995	8186.554	10.993%	1927.004	9.762%	0.01014	0.994
Eso-AdenoCA::SP111001	59462	0.995	8503.838	14.301%	1564.21	10.07%	0.01686	0.994
Eso-AdenoCA::SP111173	105594	0.99	18036.987	17.081%	4072.216	14.403%	0.02515	0.988
Eso-AdenoCA::SP111091	54578	0.988	7865.402	14.411%	2157.759	15.829%	0.02047	0.985
Eso-AdenoCA::SP111175	123973	0.989	26174.405	21.113%	5546.934	14.778%	0.04246	0.988
Eso-AdenoCA::SP111114	57609	0.997	5958.789	10.344%	998.407	7.383%	0.01123	0.997
Head-SCC::SP30113	87623	0.997	6331.622	7.226%	850.156	7.273%	0.00511	0.994
Head-SCC::SP30332	52507	0.996	4428.491	8.434%	618.078	9.034%	0.00641	0.99
Head-SCC::SP30675	63185	0.997	4702.56	7.443%	659.126	7.738%	0.00538	0.993
Liver-HCC::SP98090	63686	0.959	17697.111	27.788%	2415.011	28.376%	0.05833	0.901
Lung-AdenoCA::SP53460	53534	0.997	4240.491	7.921%	606.322	7.498%	0.00688	0.995
Lung-AdenoCA::SP54113	110327	0.998	6391.209	5.793%	911.919	5.953%	0.00348	0.996
Lung-AdenoCA::SP55235	113803	0.998	6478.011	5.692%	977.058	6.144%	0.0027	0.996
Lung-AdenoCA::SP50611	53404	0.997	4197.285	7.859%	656.99	7.903%	0.00623	0.995
Lung-AdenoCA::SP55142	157043	0.999	8187.736	5.214%	1195.309	5.197%	0.0023	0.997
Lung-AdenoCA::SP53618	61322	0.998	4258.049	6.944%	589.99	6.083%	0.00484	0.997
Lung-AdenoCA::SP53810	185584	0.987	33631.77	18.122%	5092.778	16.118%	0.02846	0.98
Lung-AdenoCA::SP55509	66135	0.998	4101.295	6.201%	608.223	5.881%	0.00386	0.997
Lung-SCC::SP56553	133882	0.981	20722.668	15.478%	5605.847	19.392%	0.01542	0.975
Lung-SCC::SP57941	75502	0.999	3584.775	4.748%	594.335	5.243%	0.00195	0.997
Lung-SCC::SP57818	50099	0.998	3552.591	7.091%	518.943	6.576%	0.00692	0.996
Lung-SCC::SP56704	53748	0.997	4364.011	8.119%	585.871	8.244%	0.00619	0.992
Lung-SCC::SP59245	55120	0.999	2931.881	5.319%	434.597	5.229%	0.00279	0.997
Lung-SCC::SP57933	57547	0.996	5027.683	8.737%	748.657	9.439%	0.00576	0.99
Lung-SCC::SP57669	50722	0.998	2792.254	5.505%	378.615	5.716%	0.00315	0.996
Lung-SCC::SP58342	74224	0.97	11439.682	15.412%	2471.131	24.511%	0.04299	0.93
Lung-SCC::SP57619	53782	0.998	3131.408	5.822%	503.294	6.684%	0.00317	0.995
Lung-SCC::SP58245	59177	0.992	7309.992	12.353%	991.346	12.871%	0.01211	0.979
Lung-SCC::SP57251	52103	0.996	4066.484	7.805%	589.01	8.422%	0.00498	0.992
Lung-SCC::SP58668	65970	0.996	5044.051	7.646%	733.735	8.579%	0.00574	0.99
Lung-SCC::SP58326	71525	0.999	4052.658	5.666%	519.87	5.366%	0.00306	0.997
Lung-SCC::SP57267	51391	0.995	4555.95	8.865%	665.497	9.756%	0.0069	0.989
Lung-SCC::SP57066	57913	0.998	4108.285	7.094%	551.0	6.994%	0.00478	0.994
Lung-SCC::SP57846	53964	0.998	4088.298	7.576%	587.154	6.337%	0.00537	0.997
Lung-SCC::SP57189	113846	0.999	6150.319	5.402%	886.704	5.493%	0.00311	0.997
Lymph-BNHL::SP116668	66901	0.992	10604.375	15.851%	2036.133	12.752%	0.02146	0.991
Lymph-BNHL::SP116697	112529	0.952	30800.255	27.371%	4821.137	30.86%	0.06954	0.895
Panc-AdenoCA::SP125732	95745	0.976	18396.511	19.214%	3937.439	22.076%	0.03135	0.965
Panc-AdenoCA::SP125770	55454	0.97	12827.124	23.131%	2094.92	24.353%	0.0459	0.947
Skin-Melanoma::SP124389	70873	0.997	11084.553	15.64%	2745.976	10.196%	0.03951	0.997
Skin-Melanoma::SP124362	214810	0.995	37128.98	17.285%	11126.742	12.994%	0.05043	0.995
Skin-Melanoma::SP124394	105876	0.991	25757.444	24.328%	7214.369	16.83%	0.08223	0.99
Skin-Melanoma::SP124334	87764	0.996	13759.066	15.677%	2923.599	9.315%	0.04168	0.996
Skin-Melanoma::SP124454	58815	0.997	9019.48	15.335%	1843.61	8.257%	0.04243	0.997
Skin-Melanoma::SP124380	162971	0.997	22170.988	13.604%	5185.044	8.776%	0.03805	0.997
Skin-Melanoma::SP124399	144375	0.994	28134.255	19.487%	6864.003	12.448%	0.06251	0.993
Skin-Melanoma::SP124311	109379	0.993	20779.085	18.997%	4305.481	12.66%	0.05389	0.992
Skin-Melanoma::SP124434	85261	0.999	8362.157	9.808%	1692.594	5.578%	0.02141	0.999
Skin-Melanoma::SP124428	305689	0.998	41377.017	13.536%	11289.821	9.448%	0.03711	0.998
Skin-Melanoma::SP124449	137987	0.997	22378.111	16.218%	4768.301	8.694%	0.04971	0.997
Skin-Melanoma::SP124298	366716	0.988	92633.781	25.26%	26038.534	19.506%	0.08318	0.988
Skin-Melanoma::SP124431	92652	0.993	18503.488	19.971%	4183.126	13.574%	0.05413	0.993
Skin-Melanoma::SP124409	245674	0.997	36686.813	14.933%	9108.689	8.952%	0.0433	0.997
Skin-Melanoma::SP124376	55168	0.998	6596.366	11.957%	1361.781	6.625%	0.03003	0.998
Skin-Melanoma::SP124439	319683	0.999	31596.608	9.884%	8167.044	7.057%	0.02038	0.999
Skin-Melanoma::SP124406	73754	0.996	10954.196	14.852%	2413.17	9.634%	0.0442	0.996
Skin-Melanoma::SP124382	478961	0.989	114420.306	23.889%	29445.725	17.311%	0.07652	0.988
Skin-Melanoma::SP124415	859178	0.999	56748.958	6.605%	14497.902	4.332%	0.00778	0.999
Skin-Melanoma::SP124436	318815	0.991	75982.432	23.833%	17429.646	14.88%	0.07299	0.99
Skin-Melanoma::SP124460	163978	0.996	27020.074	16.478%	6912.572	10.948%	0.05045	0.996
Skin-Melanoma::SP124425	91518	0.996	14014.632	15.314%	3285.505	10.265%	0.03843	0.995
Skin-Melanoma::SP124367	155967	0.995	27043.718	17.339%	6443.23	11.711%	0.04579	0.995
Skin-Melanoma::SP124377	61019	0.995	10216.719	16.744%	2257.204	11.07%	0.04448	0.995
Skin-Melanoma::SP124412	77288	0.994	14035.081	18.159%	3232.779	11.701%	0.05531	0.994
Skin-Melanoma::SP124329	51726	0.995	9580.302	18.521%	2286.275	11.599%	0.05344	0.994
Skin-Melanoma::SP124326	61290	0.994	12629.079	20.605%	2798.887	12.235%	0.06847	0.993
Skin-Melanoma::SP124458	161511	0.995	26563.652	16.447%	6847.69	11.753%	0.04996	0.995
Skin-Melanoma::SP124401	435965	0.992	91174.571	20.913%	23827.267	15.219%	0.06136	0.992
Skin-Melanoma::SP124384	177782	0.998	21911.094	12.325%	3973.237	7.028%	0.02363	0.998
Skin-Melanoma::SP124462	114171	0.995	20891.628	18.299%	5092.225	11.937%	0.05549	0.994
Skin-Melanoma::SP124452	91909	0.994	16771.441	18.248%	4215.886	12.556%	0.05256	0.994
Skin-Melanoma::SP124386	115835	0.996	19151.659	16.534%	5017.939	11.335%	0.04836	0.996
Skin-Melanoma::SP124418	107381	0.996	17509.952	16.306%	3788.244	9.63%	0.04605	0.996
Skin-Melanoma::SP124319	205301	0.998	22250.234	10.838%	6463.482	7.894%	0.02678	0.998
Skin-Melanoma::SP124447	444091	0.998	47919.423	10.79%	10264.382	6.702%	0.02667	0.998
Skin-Melanoma::SP124369	140457	0.995	25408.683	18.09%	6628.874	12.592%	0.05035	0.995
Skin-Melanoma::SP124365	75536	0.997	10383.139	13.746%	2232.877	8.525%	0.02935	0.997
Skin-Melanoma::SP124420	71144	0.995	13392.167	18.824%	3146.61	11.624%	0.05652	0.995
Skin-Melanoma::SP124364	109414	0.996	18184.426	16.62%	4056.075	10.317%	0.04808	0.995
Skin-Melanoma::SP124307	121510	0.997	16872.599	13.886%	4099.196	8.811%	0.03807	0.997
Skin-Melanoma::SP82445	744553	0.999	43823.031	5.886%	9224.554	3.324%	0.00836	0.999
Skin-Melanoma::SP83242	73248	0.991	15776.136	21.538%	3734.203	15.568%	0.06562	0.991
Skin-Melanoma::SP103894	159349	0.995	26338.325	16.529%	5964.409	10.558%	0.04819	0.995
Skin-Melanoma::SP83382	58882	0.998	6986.061	11.865%	1467.352	7.055%	0.02811	0.998
Skin-Melanoma::SP82451	51533	0.996	7988.538	15.502%	1476.073	9.33%	0.03804	0.995
Skin-Melanoma::SP83312	57742	0.997	7756.146	13.432%	1558.349	7.84%	0.03266	0.997
Skin-Melanoma::SP82614	57444	0.993	11309.887	19.689%	2708.508	13.379%	0.05677	0.993
Skin-Melanoma::SP82431	373348	0.997	42520.897	11.389%	9263.655	7.81%	0.02788	0.997
Skin-Melanoma::SP82459	78286	0.991	19183.008	24.504%	4507.05	15.092%	0.08305	0.99
Skin-Melanoma::SP82532	212889	0.989	55925.542	26.27%	12651.995	18.486%	0.07498	0.989
Skin-Melanoma::SP83482	68683	0.995	12474.369	18.162%	2587.662	10.777%	0.05193	0.994
Skin-Melanoma::SP104530	71362	0.996	9952.773	13.947%	1889.057	8.563%	0.02845	0.996
Skin-Melanoma::SP82644	240513	0.996	40211.532	16.719%	11060.309	11.567%	0.05161	0.995
Skin-Melanoma::SP82988	92423	0.999	7810.119	8.45%	1946.918	5.514%	0.01341	0.998
Skin-Melanoma::SP82461	84719	0.996	14720.219	17.375%	3328.474	11.178%	0.04986	0.995
Skin-Melanoma::SP82900	279814	1.0	15731.861	5.622%	3354.671	3.142%	0.00851	1.0
Skin-Melanoma::SP82399	116295	0.994	23037.079	19.809%	5246.359	12.293%	0.06433	0.993
Skin-Melanoma::SP82417	250745	0.997	41600.138	16.591%	11598.183	11.656%	0.05086	0.997
Skin-Melanoma::SP104056	334004	0.99	77714.984	23.268%	17663.15	15.368%	0.08279	0.989
Skin-Melanoma::SP83083	75677	0.998	9612.29	12.702%	1946.833	7.565%	0.03114	0.998
Skin-Melanoma::SP83019	98123	0.998	12278.97	12.514%	2808.191	7.881%	0.033	0.998
Skin-Melanoma::SP83146	347886	0.999	32922.23	9.464%	7294.907	5.46%	0.0181	0.999
Skin-Melanoma::SP103866	94887	0.993	19630.834	20.689%	4484.061	12.793%	0.06611	0.993
Skin-Melanoma::SP83844	57187	0.998	7356.575	12.864%	1329.296	6.68%	0.03936	0.998
Stomach-AdenoCA::SP135287	66574	0.979	10858.846	16.311%	2610.647	20.497%	0.02374	0.97
Stomach-AdenoCA::SP85122	80659	0.992	10697.633	13.263%	1940.49	12.572%	0.01386	0.989
Stomach-AdenoCA::SP84384	118437	0.972	28509.327	24.071%	5139.854	23.435%	0.05201	0.96
Stomach-AdenoCA::SP84491	64707	0.998	5175.786	7.999%	1067.344	6.083%	0.00693	0.998
Stomach-AdenoCA::SP84743	60006	0.993	7990.086	13.315%	1611.145	12.156%	0.01993	0.991
Stomach-AdenoCA::SP84982	64043	0.989	9006.063	14.063%	1496.613	14.743%	0.01773	0.981
Stomach-AdenoCA::SP84392	104620	0.989	13731.091	13.125%	2416.389	14.505%	0.01303	0.982
Stomach-AdenoCA::SP105018	58804	0.978	11040.702	18.775%	1543.485	21.217%	0.02627	0.93
Stomach-AdenoCA::SP84439	389215	0.948	111864.372	28.741%	18792.843	32.015%	0.07808	0.901
Stomach-AdenoCA::SP84922	68029	0.999	4695.88	6.903%	1066.643	5.458%	0.00492	0.998
Uterus-AdenoCA::SP90209	549929	0.956	180138.989	32.757%	42253.247	30.386%	0.08404	0.948
Uterus-AdenoCA::SP93540	65697	0.967	14596.938	22.219%	2988.229	25.543%	0.04237	0.952
Uterus-AdenoCA::SP93227	928218	0.885	466210.186	50.226%	92005.347	47.107%	0.22754	0.849
Uterus-AdenoCA::SP94933	62442	0.975	12973.889	20.778%	2123.156	22.079%	0.03583	0.956
Uterus-AdenoCA::SP92364	115351	0.982	20876.901	18.099%	3795.347	18.788%	0.0293	0.973
Uterus-AdenoCA::SP92659	282262	0.993	59223.25	20.982%	19955.508	15.742%	0.03397	0.993
