Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Biliary-AdenoCA::SP99325	206529	0.972	41064.926	19.883%	7820.89	23.461%	0.03386	0.953
Bladder-TCC::SP1059	59185	0.995	6589.112	11.133%	1189.818	10.498%	0.01055	0.993
Bladder-TCC::SP96136	51896	0.991	9355.328	18.027%	1815.172	13.178%	0.02812	0.99
Breast-AdenoCA::SP117369	55654	0.992	8002.6	14.379%	3011.516	13.187%	0.01596	0.992
Breast-AdenoCA::SP2293	65065	1.0	3328.874	5.116%	985.666	3.792%	0.00338	1.0
CNS-GBM::SP25494	245043	0.996	26277.265	10.724%	7080.15	9.484%	0.01256	0.995
ColoRect-AdenoCA::SP18310	108227	0.987	16356.641	15.113%	3692.054	16.024%	0.01725	0.983
ColoRect-AdenoCA::SP17172	124362	0.994	12377.595	9.953%	2474.191	10.533%	0.00758	0.992
ColoRect-AdenoCA::SP96133	81348	0.996	7250.095	8.912%	1158.199	8.73%	0.00902	0.994
ColoRect-AdenoCA::SP110242	113975	0.978	19519.543	17.126%	4075.232	20.988%	0.02884	0.966
ColoRect-AdenoCA::SP21017	88434	0.977	15808.574	17.876%	3410.346	21.205%	0.02403	0.967
ColoRect-AdenoCA::SP22383	97478	0.983	16700.593	17.133%	2833.098	18.25%	0.02779	0.972
ColoRect-AdenoCA::SP81312	807487	0.956	282276.877	34.957%	84243.62	30.466%	0.1314	0.952
ColoRect-AdenoCA::SP22031	234231	0.999	21569.335	9.209%	4697.985	4.982%	0.00938	0.999
ColoRect-AdenoCA::SP19215	94904	0.987	14739.564	15.531%	2571.579	16.219%	0.02231	0.979
ColoRect-AdenoCA::SP16886	849282	0.995	126972.232	14.951%	33099.691	10.043%	0.02898	0.995
ColoRect-AdenoCA::SP19295	259867	0.997	40531.788	15.597%	10385.361	10.016%	0.02206	0.997
ColoRect-AdenoCA::SP17905	2432617	0.993	482095.218	19.818%	93802.452	12.016%	0.04433	0.992
ColoRect-AdenoCA::SP18121	161139	0.962	37207.739	23.09%	7253.924	27.424%	0.03984	0.937
