Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Biliary-AdenoCA::SP99325	206529	0.974	38423.021	18.604%	7521.089	22.561%	0.0311	0.957
Bladder-TCC::SP1059	59185	0.992	7417.872	12.533%	1441.562	12.719%	0.01187	0.989
Bladder-TCC::SP96136	51896	0.989	9385.065	18.084%	2040.092	14.811%	0.02554	0.987
Breast-AdenoCA::SP117369	55654	0.991	8342.211	14.989%	3245.564	14.212%	0.01568	0.991
Breast-AdenoCA::SP2293	65065	0.999	3491.043	5.365%	1084.655	4.173%	0.00322	0.999
CNS-GBM::SP25494	245043	0.997	22877.045	9.336%	6043.315	8.095%	0.00901	0.996
ColoRect-AdenoCA::SP18310	108227	0.969	26596.18	24.574%	5715.603	24.807%	0.04624	0.96
ColoRect-AdenoCA::SP17172	124362	0.982	20422.501	16.422%	4425.623	18.84%	0.02072	0.975
ColoRect-AdenoCA::SP96133	81348	0.993	10116.939	12.437%	1590.486	11.989%	0.01461	0.988
ColoRect-AdenoCA::SP110242	113975	0.982	19092.076	16.751%	3659.842	18.849%	0.02533	0.973
ColoRect-AdenoCA::SP21017	88434	0.984	12148.576	13.737%	2843.01	17.677%	0.0174	0.977
ColoRect-AdenoCA::SP22383	97478	0.988	14208.746	14.576%	2374.809	15.298%	0.02136	0.98
ColoRect-AdenoCA::SP81312	807487	0.962	242301.042	30.007%	76926.009	27.819%	0.09407	0.958
ColoRect-AdenoCA::SP22031	234231	0.999	21065.388	8.993%	4657.163	4.938%	0.01182	0.999
ColoRect-AdenoCA::SP19215	94904	0.987	14311.741	15.08%	2572.384	16.224%	0.0211	0.979
ColoRect-AdenoCA::SP16886	849282	0.993	148537.987	17.49%	39688.267	12.042%	0.03092	0.993
ColoRect-AdenoCA::SP19295	259867	0.997	36560.918	14.069%	10482.809	10.11%	0.01979	0.997
ColoRect-AdenoCA::SP17905	2432617	0.991	527760.281	21.695%	107068.483	13.716%	0.05395	0.99
ColoRect-AdenoCA::SP18121	161139	0.967	34634.162	21.493%	6726.729	25.431%	0.03449	0.946
ColoRect-AdenoCA::SP21400	793040	0.966	244294.357	30.805%	60840.201	26.005%	0.07816	0.961
ColoRect-AdenoCA::SP18946	960813	0.997	135785.542	14.132%	28403.417	8.321%	0.01971	0.997
ColoRect-AdenoCA::SP80615	2426469	0.993	378654.669	15.605%	101735.129	11.879%	0.02687	0.993
Eso-AdenoCA::SP111058	63983	0.992	10621.131	16.6%	3173.029	13.734%	0.03012	0.991
Eso-AdenoCA::SP111066	79659	0.994	10168.56	12.765%	2653.029	11.342%	0.01575	0.993
Eso-AdenoCA::SP111113	79140	0.999	6203.792	7.839%	1248.529	5.131%	0.00837	0.999
Eso-AdenoCA::SP110865	55751	0.996	5766.89	10.344%	815.545	8.972%	0.01101	0.994
Eso-AdenoCA::SP23502	74471	0.995	8455.247	11.354%	1932.209	9.788%	0.01089	0.994
Eso-AdenoCA::SP111001	59462	0.995	9142.04	15.375%	1630.65	10.498%	0.01899	0.994
Eso-AdenoCA::SP111173	105594	0.99	18449.487	17.472%	4010.079	14.183%	0.0256	0.988
Eso-AdenoCA::SP111091	54578	0.987	8019.862	14.694%	2179.709	15.99%	0.02118	0.985
Eso-AdenoCA::SP111175	123973	0.989	26515.001	21.388%	5585.235	14.88%	0.04253	0.988
Eso-AdenoCA::SP111114	57609	0.997	6406.182	11.12%	1071.443	7.923%	0.0129	0.996
Head-SCC::SP30113	87623	0.997	6842.381	7.809%	916.819	7.843%	0.00571	0.993
Head-SCC::SP30332	52507	0.995	4710.136	8.97%	672.037	9.823%	0.00738	0.987
Head-SCC::SP30675	63185	0.997	4826.694	7.639%	687.473	8.071%	0.00566	0.992
Liver-HCC::SP98090	63686	0.959	18034.998	28.319%	2413.833	28.362%	0.06024	0.902
Lung-AdenoCA::SP53460	53534	0.997	4454.833	8.322%	634.43	7.846%	0.00729	0.995
Lung-AdenoCA::SP54113	110327	0.998	6402.107	5.803%	917.272	5.988%	0.00335	0.996
Lung-AdenoCA::SP55235	113803	0.998	6971.354	6.126%	1113.73	7.004%	0.00301	0.995
Lung-AdenoCA::SP50611	53404	0.996	4540.216	8.502%	701.745	8.441%	0.0078	0.994
Lung-AdenoCA::SP55142	157043	0.998	8415.552	5.359%	1336.214	5.81%	0.00231	0.997
Lung-AdenoCA::SP53618	61322	0.998	5038.968	8.217%	678.685	6.998%	0.00675	0.996
Lung-AdenoCA::SP53810	185584	0.985	34383.272	18.527%	5385.126	17.043%	0.03118	0.977
Lung-AdenoCA::SP55509	66135	0.998	4740.574	7.168%	664.825	6.429%	0.00518	0.996
Lung-SCC::SP56553	133882	0.976	21713.041	16.218%	6351.712	21.972%	0.01897	0.969
Lung-SCC::SP57941	75502	0.999	4027.677	5.335%	617.21	5.445%	0.0023	0.997
Lung-SCC::SP57818	50099	0.997	4120.739	8.225%	583.413	7.393%	0.00932	0.995
Lung-SCC::SP56704	53748	0.996	4528.225	8.425%	619.886	8.723%	0.00664	0.991
Lung-SCC::SP59245	55120	0.998	3041.233	5.517%	464.155	5.584%	0.00301	0.997
Lung-SCC::SP57933	57547	0.994	5423.155	9.424%	891.47	11.24%	0.00698	0.986
Lung-SCC::SP57669	50722	0.998	3253.361	6.414%	450.754	6.805%	0.00378	0.994
Lung-SCC::SP58342	74224	0.969	12031.718	16.21%	2522.629	25.022%	0.04322	0.928
Lung-SCC::SP57619	53782	0.998	3207.451	5.964%	512.807	6.81%	0.00313	0.995
Lung-SCC::SP58245	59177	0.991	7693.331	13.001%	1042.179	13.531%	0.01288	0.976
Lung-SCC::SP57251	52103	0.996	4547.552	8.728%	662.441	9.472%	0.00587	0.989
Lung-SCC::SP58668	65970	0.996	5512.531	8.356%	793.218	9.275%	0.00657	0.989
Lung-SCC::SP58326	71525	0.998	4101.066	5.734%	549.598	5.672%	0.00322	0.996
Lung-SCC::SP57267	51391	0.995	4732.719	9.209%	708.256	10.382%	0.00761	0.987
Lung-SCC::SP57066	57913	0.997	4197.4	7.248%	564.101	7.16%	0.00485	0.994
Lung-SCC::SP57846	53964	0.998	4147.615	7.686%	600.366	6.479%	0.00562	0.997
Lung-SCC::SP57189	113846	0.998	6623.325	5.818%	952.812	5.903%	0.00313	0.996
Lymph-BNHL::SP116668	66901	0.993	10615.064	15.867%	1976.121	12.376%	0.02183	0.991
Lymph-BNHL::SP116697	112529	0.953	29949.676	26.615%	4756.378	30.445%	0.06794	0.898
Panc-AdenoCA::SP125732	95745	0.964	21405.715	22.357%	4788.987	26.851%	0.04098	0.948
Panc-AdenoCA::SP125770	55454	0.97	12858.18	23.187%	2100.337	24.416%	0.04642	0.947
Skin-Melanoma::SP124389	70873	0.999	4651.808	6.564%	1008.359	3.744%	0.00828	0.999
Skin-Melanoma::SP124362	214810	0.999	14857.115	6.916%	3674.473	4.291%	0.0145	0.999
Skin-Melanoma::SP124394	105876	0.996	11546.133	10.905%	4046.445	9.439%	0.01647	0.996
Skin-Melanoma::SP124334	87764	1.0	3658.108	4.168%	623.641	1.987%	0.00408	1.0
Skin-Melanoma::SP124454	58815	0.998	5885.87	10.007%	1289.691	5.776%	0.01365	0.998
Skin-Melanoma::SP124380	162971	0.999	10574.555	6.489%	2050.715	3.471%	0.00988	0.999
Skin-Melanoma::SP124399	144375	0.998	15467.395	10.713%	3665.348	6.647%	0.01735	0.998
Skin-Melanoma::SP124311	109379	0.997	17132.986	15.664%	2810.803	8.265%	0.02979	0.997
Skin-Melanoma::SP124434	85261	0.998	7333.26	8.601%	1783.422	5.878%	0.01647	0.998
Skin-Melanoma::SP124428	305689	1.0	18142.484	5.935%	3946.596	3.303%	0.0125	0.999
Skin-Melanoma::SP124449	137987	0.997	18154.644	13.157%	4664.95	8.506%	0.02185	0.996
