Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Skin-Melanoma::SP124298	366716	0.995	52138.493	14.218%	13968.017	10.464%	0.02071	0.994
Skin-Melanoma::SP124431	92652	0.996	15229.637	16.437%	2937.212	9.531%	0.02957	0.995
Skin-Melanoma::SP124409	245674	0.995	37580.891	15.297%	11893.734	11.689%	0.02425	0.994
Skin-Melanoma::SP124376	55168	0.999	4329.892	7.849%	834.483	4.06%	0.0174	0.999
Skin-Melanoma::SP124439	319683	0.998	39273.601	12.285%	8582.012	7.416%	0.02635	0.997
Skin-Melanoma::SP124406	73754	0.999	4861.36	6.591%	868.803	3.469%	0.01425	0.999
Skin-Melanoma::SP124382	478961	0.996	66569.979	13.899%	16479.768	9.688%	0.01959	0.995
Skin-Melanoma::SP124415	859178	0.995	136583.329	15.897%	34404.177	10.281%	0.04816	0.995
Skin-Melanoma::SP124436	318815	0.995	49068.086	15.391%	11571.525	9.879%	0.02695	0.995
Skin-Melanoma::SP124460	163978	0.999	10305.306	6.285%	2803.53	4.44%	0.00662	0.999
Skin-Melanoma::SP124425	91518	1.0	3782.574	4.133%	687.563	2.148%	0.00468	1.0
Skin-Melanoma::SP124367	155967	1.0	7197.128	4.615%	1506.343	2.738%	0.00432	1.0
Skin-Melanoma::SP124377	61019	0.997	7378.886	12.093%	1525.321	7.481%	0.01799	0.997
Skin-Melanoma::SP124412	77288	0.998	7936.698	10.269%	1832.592	6.633%	0.02476	0.998
Skin-Melanoma::SP124329	51726	0.998	5266.518	10.182%	1168.053	5.926%	0.01877	0.998
Skin-Melanoma::SP124326	61290	0.999	5892.763	9.615%	1265.349	5.531%	0.01969	0.998
Skin-Melanoma::SP124458	161511	1.0	8521.669	5.276%	1798.68	3.087%	0.00453	0.999
Skin-Melanoma::SP124401	435965	0.998	38057.115	8.729%	9384.517	5.994%	0.00887	0.998
Skin-Melanoma::SP124384	177782	0.999	12824.523	7.214%	2238.561	3.96%	0.00809	0.999
Skin-Melanoma::SP124462	114171	0.999	6636.832	5.813%	1523.301	3.571%	0.00526	0.999
Skin-Melanoma::SP124452	91909	1.0	4370.282	4.755%	983.586	2.929%	0.00458	1.0
Skin-Melanoma::SP124386	115835	1.0	6156.196	5.315%	1212.035	2.738%	0.01171	1.0
Skin-Melanoma::SP124418	107381	0.999	10065.921	9.374%	2126.903	5.407%	0.01318	0.998
Skin-Melanoma::SP124319	205301	0.999	17378.714	8.465%	4839.015	5.91%	0.01844	0.999
Skin-Melanoma::SP124447	444091	0.998	56605.152	12.746%	11030.918	7.202%	0.02374	0.998
Skin-Melanoma::SP124369	140457	1.0	6872.714	4.893%	1415.815	2.689%	0.00524	1.0
Skin-Melanoma::SP124365	75536	1.0	3687.667	4.882%	791.159	3.021%	0.00414	1.0
Skin-Melanoma::SP124420	71144	0.999	5046.38	7.093%	983.809	3.634%	0.01445	0.999
Skin-Melanoma::SP124364	109414	0.999	6641.155	6.07%	1427.572	3.631%	0.00558	0.999
Skin-Melanoma::SP124307	121510	0.999	8081.091	6.651%	1609.985	3.461%	0.00783	0.999
Skin-Melanoma::SP82445	744553	0.996	100201.0	13.458%	25806.945	9.299%	0.04392	0.996
Skin-Melanoma::SP83242	73248	0.995	13248.497	18.087%	2474.503	10.316%	0.05092	0.995
Skin-Melanoma::SP103894	159349	1.0	8931.126	5.605%	1610.871	2.852%	0.00655	1.0
Skin-Melanoma::SP83382	58882	0.998	6139.79	10.427%	1428.884	6.87%	0.01768	0.997
Skin-Melanoma::SP82451	51533	0.998	4774.923	9.266%	869.673	5.497%	0.01601	0.998
Skin-Melanoma::SP83312	57742	1.0	3377.842	5.85%	560.028	2.818%	0.00612	1.0
Skin-Melanoma::SP82614	57444	0.999	4952.759	8.622%	1104.408	5.455%	0.00991	0.999
Skin-Melanoma::SP82431	373348	0.992	87593.003	23.461%	16193.595	13.653%	0.06694	0.991
Skin-Melanoma::SP82459	78286	0.996	9644.445	12.32%	2529.494	8.47%	0.02235	0.996
Skin-Melanoma::SP82532	212889	0.978	62085.791	29.163%	14838.043	21.68%	0.07444	0.975
Skin-Melanoma::SP83482	68683	0.999	5940.204	8.649%	1060.514	4.417%	0.01879	0.999
Skin-Melanoma::SP104530	71362	0.999	5811.05	8.143%	1086.514	4.925%	0.00968	0.999
Skin-Melanoma::SP82644	240513	0.999	19750.676	8.212%	4925.273	5.151%	0.01263	0.999
Skin-Melanoma::SP82988	92423	0.994	13621.56	14.738%	3981.45	11.276%	0.0426	0.994
Skin-Melanoma::SP82461	84719	0.999	6492.229	7.663%	1429.231	4.8%	0.00777	0.999
Skin-Melanoma::SP82900	279814	0.997	33264.79	11.888%	8237.952	7.717%	0.03193	0.997
Skin-Melanoma::SP82399	116295	0.999	8277.105	7.117%	2117.406	4.961%	0.00672	0.999
Skin-Melanoma::SP82417	250745	1.0	14867.262	5.929%	3405.467	3.422%	0.01065	1.0
Skin-Melanoma::SP104056	334004	0.996	48004.496	14.372%	10437.076	9.081%	0.03263	0.996
Skin-Melanoma::SP83083	75677	0.998	8827.843	11.665%	1723.865	6.699%	0.01721	0.998
Skin-Melanoma::SP83019	98123	0.999	5316.537	5.418%	1191.435	3.344%	0.00721	0.999
Skin-Melanoma::SP83146	347886	0.998	33822.03	9.722%	9456.131	7.078%	0.02665	0.997
Skin-Melanoma::SP103866	94887	0.999	6423.661	6.77%	1801.653	5.14%	0.00671	0.999
Skin-Melanoma::SP83844	57187	0.999	3655.698	6.393%	859.849	4.321%	0.00768	0.999
Stomach-AdenoCA::SP135287	66574	0.979	10471.939	15.73%	2591.427	20.346%	0.02291	0.971
Stomach-AdenoCA::SP85122	80659	0.977	17443.85	21.627%	3290.916	21.322%	0.03598	0.968
Stomach-AdenoCA::SP84384	118437	0.975	25794.111	21.779%	4860.843	22.163%	0.04493	0.964
Stomach-AdenoCA::SP84491	64707	0.998	5378.809	8.313%	1062.403	6.055%	0.00799	0.998
Stomach-AdenoCA::SP84743	60006	0.993	7924.921	13.207%	1585.848	11.965%	0.01931	0.991
Stomach-AdenoCA::SP84982	64043	0.993	7507.681	11.723%	1207.833	11.898%	0.01224	0.988
Stomach-AdenoCA::SP84392	104620	0.992	11771.281	11.251%	2129.759	12.784%	0.01046	0.986
Stomach-AdenoCA::SP105018	58804	0.975	11538.246	19.622%	1639.326	22.534%	0.0284	0.922
Stomach-AdenoCA::SP84439	389215	0.955	101934.326	26.19%	17427.274	29.688%	0.0673	0.916
Stomach-AdenoCA::SP84922	68029	0.999	4739.765	6.967%	1052.192	5.384%	0.005	0.998
Uterus-AdenoCA::SP90209	549929	0.971	139844.047	25.429%	34658.805	24.924%	0.05091	0.966
Uterus-AdenoCA::SP93540	65697	0.964	14669.545	22.329%	3140.723	26.847%	0.04521	0.946
Uterus-AdenoCA::SP93227	928218	0.909	416350.632	44.855%	82909.392	42.45%	0.18598	0.881
Uterus-AdenoCA::SP94933	62442	0.976	12743.059	20.408%	2095.481	21.791%	0.03651	0.957
Uterus-AdenoCA::SP92364	115351	0.982	21612.393	18.736%	3836.128	18.99%	0.0341	0.972
Uterus-AdenoCA::SP92659	282262	0.99	68058.75	24.112%	24383.82	19.235%	0.04116	0.991
