NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	7212.007	11.819	1793.691	11.617	0.016	0.986	80000.0
2	7243.798	11.87	1800.176	11.664	0.016	0.986	50000.0
3	7228.175	11.846	1800.286	11.665	0.016	0.986	90000.0
4	7246.601	11.875	1804.117	11.68	0.016	0.986	80000.0
5	7241.213	11.865	1803.065	11.677	0.016	0.986	60000.0
6	7231.498	11.849	1799.51	11.639	0.016	0.986	70000.0
7	7234.607	11.855	1800.548	11.651	0.016	0.986	60000.0
8	7231.71	11.853	1793.785	11.64	0.016	0.986	80000.0
9	7215.873	11.825	1789.568	11.587	0.016	0.986	100000.0
10	7241.536	11.87	1801.974	11.675	0.016	0.986	90000.0
11	7250.397	11.881	1807.976	11.708	0.016	0.986	150000.0
12	7283.083	11.938	1806.941	11.716	0.016	0.986	300000.0
13	7228.971	11.843	1795.828	11.63	0.016	0.986	90000.0
14	7263.525	11.904	1806.325	11.684	0.016	0.986	70000.0
15	7259.619	11.9	1805.2	11.686	0.016	0.986	80000.0
16	7233.24	11.856	1799.373	11.654	0.016	0.986	70000.0
17	7338.699	12.018	1814.818	11.83	0.019	0.984	50000.0
18	7219.702	11.832	1800.269	11.648	0.016	0.986	160000.0
19	7246.663	11.882	1795.152	11.663	0.016	0.986	80000.0
20	7247.601	11.878	1802.805	11.675	0.016	0.986	60000.0
21	7291.798	11.953	1807.27	11.752	0.016	0.986	40000.0
22	7228.447	11.844	1798.944	11.642	0.016	0.986	90000.0
23	7244.598	11.874	1800.045	11.686	0.016	0.986	90000.0
24	7285.717	11.943	1805.782	11.73	0.016	0.986	80000.0
25	7244.6	11.875	1802.0	11.687	0.016	0.986	70000.0
26	7238.806	11.867	1800.679	11.669	0.016	0.986	80000.0
27	7362.832	12.091	1810.17	11.808	0.017	0.986	70000.0
28	7224.665	11.84	1793.833	11.621	0.016	0.986	70000.0
29	7217.252	11.828	1798.22	11.647	0.016	0.986	40000.0
30	7244.816	11.873	1801.87	11.657	0.016	0.986	90000.0
31	7248.592	11.878	1802.395	11.674	0.016	0.986	100000.0
32	7253.548	11.888	1807.186	11.689	0.016	0.986	80000.0
33	7266.259	11.909	1809.364	11.714	0.016	0.986	50000.0
34	7242.916	11.87	1793.818	11.647	0.016	0.986	100000.0
35	7229.822	11.851	1792.628	11.63	0.016	0.986	80000.0
36	7229.258	11.85	1798.741	11.66	0.016	0.986	50000.0
37	7235.659	11.861	1790.913	11.641	0.016	0.986	160000.0
38	7254.658	11.887	1803.146	11.67	0.016	0.986	60000.0
39	7243.604	11.873	1804.432	11.678	0.016	0.986	90000.0
40	7235.849	11.86	1799.838	11.675	0.016	0.986	80000.0
41	7254.671	11.889	1805.292	11.682	0.016	0.986	60000.0
42	7251.019	11.881	1800.72	11.655	0.016	0.986	60000.0
43	7242.405	11.872	1793.885	11.651	0.016	0.986	120000.0
44	7242.791	11.869	1803.064	11.675	0.016	0.986	90000.0
45	7246.083	11.876	1800.127	11.655	0.016	0.986	70000.0
46	7200.375	11.802	1783.587	11.583	0.016	0.986	100000.0
47	7263.062	11.907	1802.968	11.728	0.016	0.986	140000.0
48	7246.551	11.881	1793.252	11.67	0.016	0.986	80000.0
49	7220.13	11.83	1802.131	11.666	0.016	0.986	80000.0
50	7209.014	11.814	1792.537	11.604	0.016	0.986	90000.0
