Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUAD.US_SP50827	41719	0.999	1624.348	3.894%	226.923	3.603%	0.00167	0.999
LUAD.US_SP50263	10434	0.996	1005.956	9.641%	129.494	9.498%	0.00846	0.989
LUAD.US_SP50317	16308	0.999	1003.463	6.153%	142.964	4.426%	0.00439	0.999
LUAD.US_SP54113	115787	0.999	4984.623	4.305%	734.655	4.481%	0.00176	0.998
LUSC.US_SP56537	42426	0.999	2002.865	4.721%	268.269	4.565%	0.00206	0.998
LUAD.US_SP50406	589	0.966	183.329	31.125%	25.191	26.106%	0.09844	0.944
LUSC.US_SP57586	37122	0.998	2210.195	5.954%	311.313	6.577%	0.00316	0.994
LUAD.US_SP51824	25038	0.998	1539.229	6.148%	202.702	5.873%	0.00378	0.996
LUAD.US_SP55387	21117	0.997	1731.988	8.202%	270.055	8.35%	0.00633	0.994
LUAD.US_SP52779	39966	0.999	1683.018	4.211%	246.844	4.058%	0.00192	0.999
LUSC.US_SP56541	45256	0.999	1713.146	3.785%	251.13	3.628%	0.00135	0.999
LUSC.US_SP56553	136115	1.0	4748.498	3.489%	875.009	3.009%	0.00111	0.999
LUAD.US_SP55235	118001	0.999	5516.298	4.675%	757.204	4.526%	0.00179	0.998
LUAD.US_SP50713	14434	0.997	1378.408	9.55%	201.351	8.238%	0.00946	0.995
LUSC.US_SP56771	12547	0.993	1422.082	11.334%	187.382	11.787%	0.01055	0.981
LUSC.US_SP57941	78839	1.0	2639.137	3.348%	369.383	3.072%	0.00105	0.999
LUAD.US_SP50611	55884	0.999	2606.841	4.665%	389.767	4.395%	0.00205	0.999
LUSC.US_SP57818	52897	0.999	2123.314	4.014%	310.029	3.646%	0.00173	0.999
LUAD.US_SP50485	2336	0.991	328.794	14.075%	46.318	13.513%	0.01891	0.984
LUSC.US_SP56460	31065	0.999	1775.72	5.716%	237.657	5.012%	0.00342	0.998
LUSC.US_SP56474	18429	0.997	1856.149	10.072%	258.909	8.36%	0.00994	0.995
LUAD.US_SP51037	4295	0.987	726.183	16.908%	104.186	16.079%	0.02489	0.978
LUSC.US_SP56704	55115	0.998	3107.935	5.639%	438.852	5.978%	0.00334	0.996
LUAD.US_SP55142	164754	0.999	7241.012	4.395%	1029.462	4.23%	0.00175	0.998
LUSC.US_SP56533	22409	0.998	1450.797	6.474%	189.803	6.677%	0.00431	0.994
LUSC.US_SP56730	37044	0.998	1954.144	5.275%	281.507	5.851%	0.00284	0.996
LUSC.US_SP59245	57083	0.999	2376.019	4.162%	326.427	3.803%	0.0017	0.999
LUAD.US_SP53387	43727	0.999	2182.668	4.992%	300.168	3.745%	0.00316	0.999
LUSC.US_SP57024	24042	0.998	1434.74	5.968%	196.19	6.282%	0.00358	0.996
LUAD.US_SP54745	48462	0.999	2831.102	5.842%	483.632	5.197%	0.00297	0.998
LUSC.US_SP57933	59223	0.998	3857.831	6.514%	503.079	6.144%	0.00392	0.997
LUSC.US_SP56754	31709	0.999	1623.39	5.12%	218.417	4.907%	0.00233	0.998
LUSC.US_SP56827	47146	0.999	2251.025	4.775%	301.069	4.511%	0.00213	0.998
LUAD.US_SP52284	5275	0.987	708.351	13.428%	112.173	16.077%	0.01581	0.968
LUAD.US_SP53618	63860	1.0	2338.252	3.662%	324.279	3.16%	0.00146	0.999
LUAD.US_SP52232	27021	0.997	1933.477	7.155%	291.763	7.359%	0.00427	0.995
LUAD.US_SP50412	2115	0.974	451.814	21.362%	63.35	22.647%	0.03918	0.935
LUSC.US_SP57084	43797	0.999	2108.27	4.814%	293.867	5.133%	0.00193	0.997
LUAD.US_SP50321	13161	0.998	933.946	7.096%	133.312	6.769%	0.00495	0.996
LUAD.US_SP53548	10145	0.947	2407.822	23.734%	707.752	32.045%	0.03909	0.932
LUSC.US_SP57538	41072	0.997	2789.968	6.793%	388.053	7.429%	0.00429	0.992
LUSC.US_SP57735	45636	0.999	1811.458	3.969%	248.403	4.034%	0.00153	0.998
LUSC.US_SP57669	53166	0.998	3291.649	6.191%	421.794	5.935%	0.00349	0.996
LUSC.US_SP56566	23601	0.999	1431.538	6.066%	206.579	4.026%	0.00413	0.999
LUSC.US_SP56569	36480	0.999	1846.85	5.063%	246.435	5.074%	0.00246	0.997
LUSC.US_SP58342	75956	1.0	2029.318	2.672%	313.294	3.031%	0.00064	0.999
LUSC.US_SP58349	48348	0.996	4169.637	8.624%	589.271	9.823%	0.00892	0.988
LUSC.US_SP56644	49921	0.999	2258.549	4.524%	300.023	4.541%	0.00195	0.997
LUSC.US_SP57629	31808	0.995	2870.173	9.023%	409.23	9.855%	0.00617	0.987
LUSC.US_SP56941	5390	0.997	700.484	12.996%	112.488	8.312%	0.01983	0.997
LUSC.US_SP57619	57322	0.999	2209.29	3.854%	346.244	4.173%	0.00194	0.998
LUSC.US_SP58245	61592	0.998	3843.65	6.241%	570.116	7.018%	0.00333	0.994
LUSC.US_SP57251	54237	0.999	2805.851	5.173%	400.114	5.475%	0.00228	0.996
LUAD.US_SP55004	570	0.957	170.205	29.861%	23.981	29.176%	0.09025	0.913
LUAD.US_SP56079	50203	0.998	3202.604	6.379%	475.491	6.34%	0.00361	0.996
LUSC.US_SP56502	46994	0.999	1842.681	3.921%	249.072	3.831%	0.00139	0.998
LUSC.US_SP58668	67884	0.999	2833.678	4.174%	409.65	4.621%	0.00151	0.997
LUSC.US_SP58101	41126	0.999	1980.421	4.815%	269.551	5.188%	0.00262	0.996
LUSC.US_SP58991	29212	0.997	1981.28	6.782%	277.759	7.406%	0.00363	0.993
LUSC.US_SP56607	21751	0.998	1279.526	5.883%	162.275	5.826%	0.00351	0.995
LUAD.US_SP56168	33369	1.0	1190.196	3.567%	170.716	1.855%	0.00175	1.0
LUSC.US_SP58326	73524	0.999	3228.55	4.391%	452.432	4.506%	0.00187	0.998
LUAD.US_SP54363	44564	0.999	1922.008	4.313%	287.819	4.087%	0.00168	0.999
LUAD.US_SP53810	190653	0.999	9611.358	5.041%	1755.147	5.381%	0.00219	0.998
LUAD.US_SP50518	6391	0.996	537.139	8.405%	72.854	8.699%	0.00942	0.991
LUAD.US_SP56303	15937	0.993	1882.947	11.815%	257.958	11.761%	0.0134	0.985
LUSC.US_SP57267	53600	0.999	2906.367	5.422%	380.578	5.266%	0.00266	0.997
LUAD.US_SP55711	7929	0.996	809.416	10.208%	109.9	9.191%	0.00901	0.992
LUSC.US_SP57066	59660	0.999	3101.701	5.199%	411.458	5.028%	0.00288	0.997
LUSC.US_SP57901	30138	0.998	2028.106	6.729%	268.97	6.97%	0.00374	0.993
LUAD.US_SP55509	68492	0.999	3320.973	4.849%	468.381	4.324%	0.00206	0.998
LUSC.US_SP57651	18722	0.997	1522.636	8.133%	196.892	8.249%	0.00565	0.991
LUAD.US_SP55309	1812	0.982	371.125	20.482%	54.909	19.019%	0.03862	0.969
LUAD.US_SP52607	4036	0.992	586.06	14.521%	76.277	12.488%	0.02036	0.986
LUAD.US_SP52667	34791	0.996	3202.556	9.205%	464.941	8.799%	0.00642	0.994
LUSC.US_SP57450	25474	0.999	1584.177	6.219%	236.909	4.74%	0.00395	0.998
LUSC.US_SP57846	55087	0.999	2650.813	4.812%	375.033	3.995%	0.0023	0.999
LUSC.US_SP58612	29173	0.998	1617.91	5.546%	219.804	5.924%	0.00274	0.995
LUSC.US_SP56821	32018	0.999	1441.47	4.502%	207.964	4.947%	0.00191	0.997
LUAD.US_SP51446	5658	0.995	575.068	10.164%	75.613	9.704%	0.01079	0.99
LUAD.US_SP50592	5112	0.993	620.314	12.134%	86.087	12.006%	0.01177	0.985
LUAD.US_SP53073	24247	0.993	2045.42	8.436%	389.594	12.038%	0.00882	0.983
LUSC.US_SP58882	24651	0.994	2594.019	10.523%	347.089	11.153%	0.00979	0.982
LUSC.US_SP57189	118509	0.999	5445.11	4.595%	824.764	4.832%	0.00199	0.998
