Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::SP21400	793040	0.804	568069.905	71.632%	147300.373	62.96%	0.39088	0.789
ColoRect-AdenoCA::SP18946	960813	0.77	723492.509	75.3%	234994.255	68.84%	0.42971	0.769
ColoRect-AdenoCA::SP80615	2426469	0.757	1948342.182	80.295%	597627.052	69.78%	0.4698	0.751
Eso-AdenoCA::SP111058	63983	0.964	23269.447	36.368%	8047.431	34.832%	0.09958	0.966
Eso-AdenoCA::SP111066	79659	0.973	25997.606	32.636%	5848.884	25.006%	0.13159	0.97
Eso-AdenoCA::SP111113	79140	0.982	20441.05	25.829%	5397.591	22.182%	0.06872	0.981
Eso-AdenoCA::SP110865	55751	0.956	15104.121	27.092%	2832.406	31.16%	0.06257	0.931
Eso-AdenoCA::SP23502	74471	0.986	14248.429	19.133%	3341.17	16.925%	0.05373	0.983
Eso-AdenoCA::SP111001	59462	0.979	15321.895	25.768%	3202.345	20.616%	0.05662	0.976
Eso-AdenoCA::SP111173	105594	0.983	22470.28	21.28%	5245.861	18.554%	0.06264	0.98
Eso-AdenoCA::SP111091	54578	0.973	13576.648	24.876%	3169.182	23.248%	0.0656	0.967
Eso-AdenoCA::SP111175	123973	0.971	41606.86	33.561%	9585.931	25.538%	0.097	0.968
Eso-AdenoCA::SP111114	57609	0.98	12343.696	21.427%	2666.941	19.722%	0.05855	0.976
Head-SCC::SP30113	87623	0.997	6993.242	7.981%	972.297	8.318%	0.00538	0.993
Head-SCC::SP30332	52507	0.992	5747.894	10.947%	880.758	12.874%	0.00878	0.981
Head-SCC::SP30675	63185	0.996	5657.796	8.954%	800.529	9.398%	0.00639	0.99
Liver-HCC::SP98090	63686	0.731	43293.098	67.979%	6131.824	72.047%	0.31056	0.318
Lung-AdenoCA::SP53460	53534	0.983	9506.885	17.759%	1564.889	19.353%	0.02422	0.973
Lung-AdenoCA::SP54113	110327	0.994	11148.702	10.105%	1658.338	10.826%	0.00876	0.987
Lung-AdenoCA::SP55235	113803	0.992	11858.63	10.42%	2029.494	12.762%	0.00909	0.984
Lung-AdenoCA::SP50611	53404	0.973	12954.695	24.258%	1989.208	23.929%	0.04455	0.958
Lung-AdenoCA::SP55142	157043	0.985	20211.002	12.87%	4004.87	17.413%	0.01944	0.97
Lung-AdenoCA::SP53618	61322	0.972	15368.459	25.062%	2416.529	24.917%	0.04406	0.958
Lung-AdenoCA::SP53810	185584	0.943	62482.013	33.668%	11061.852	35.008%	0.08995	0.92
Lung-AdenoCA::SP55509	66135	0.981	15158.217	22.92%	2197.874	21.253%	0.03339	0.973
Lung-SCC::SP56553	133882	0.867	45288.0	33.827%	14395.31	49.796%	0.11315	0.825
Lung-SCC::SP57941	75502	0.985	12876.939	17.055%	2048.935	18.074%	0.01969	0.977
Lung-SCC::SP57818	50099	0.981	11334.013	22.623%	1663.775	21.084%	0.0352	0.975
Lung-SCC::SP56704	53748	0.991	6036.266	11.231%	979.087	13.778%	0.01166	0.978
Lung-SCC::SP59245	55120	0.962	10285.428	18.66%	2289.93	27.551%	0.03412	0.93
Lung-SCC::SP57933	57547	0.983	8934.405	15.525%	1515.643	19.109%	0.02178	0.966
Lung-SCC::SP57669	50722	0.995	4924.881	9.71%	691.944	10.446%	0.00841	0.989
Lung-SCC::SP58342	74224	0.95	14992.632	20.199%	3209.081	31.831%	0.065	0.889
Lung-SCC::SP57619	53782	0.995	4815.333	8.953%	780.195	10.362%	0.00657	0.99
Lung-SCC::SP58245	59177	0.985	9156.681	15.473%	1373.673	17.835%	0.01831	0.962
Lung-SCC::SP57251	52103	0.973	9446.664	18.131%	1707.534	24.416%	0.02622	0.942
Lung-SCC::SP58668	65970	0.987	9600.276	14.552%	1439.574	16.832%	0.0143	0.973
Lung-SCC::SP58326	71525	0.996	4715.116	6.592%	859.157	8.867%	0.00497	0.991
Lung-SCC::SP57267	51391	0.991	5645.148	10.985%	893.298	13.095%	0.01048	0.979
Lung-SCC::SP57066	57913	0.996	4834.16	8.347%	701.983	8.91%	0.0057	0.991
Lung-SCC::SP57846	53964	0.935	13287.158	24.622%	3293.603	35.545%	0.0559	0.897
Lung-SCC::SP57189	113846	0.997	9234.069	8.111%	1283.643	7.952%	0.00543	0.994
Lymph-BNHL::SP116668	66901	0.985	14030.755	20.972%	3005.285	18.822%	0.05548	0.983
Lymph-BNHL::SP116697	112529	0.927	40493.337	35.985%	6327.461	40.501%	0.11818	0.859
Panc-AdenoCA::SP125732	95745	0.866	37175.382	38.827%	8963.971	50.259%	0.125	0.802
Panc-AdenoCA::SP125770	55454	0.781	34109.706	61.51%	5425.674	63.071%	0.24547	0.576
Skin-Melanoma::SP124389	70873	0.999	5018.239	7.081%	1114.369	4.138%	0.01022	0.999
Skin-Melanoma::SP124362	214810	0.998	16783.42	7.813%	6365.455	7.434%	0.01071	0.998
Skin-Melanoma::SP124394	105876	0.994	12298.202	11.616%	5183.287	12.091%	0.01817	0.994
Skin-Melanoma::SP124334	87764	1.0	5286.805	6.024%	988.474	3.15%	0.00696	0.999
Skin-Melanoma::SP124454	58815	0.997	7119.99	12.106%	1648.059	7.381%	0.02688	0.997
Skin-Melanoma::SP124380	162971	1.0	8759.46	5.375%	1836.129	3.108%	0.007	1.0
Skin-Melanoma::SP124399	144375	0.997	17100.572	11.845%	4532.547	8.22%	0.01592	0.996
Skin-Melanoma::SP124311	109379	0.994	19110.3	17.472%	4096.623	12.046%	0.04064	0.994
Skin-Melanoma::SP124434	85261	0.998	7207.101	8.453%	1728.763	5.698%	0.01356	0.998
Skin-Melanoma::SP124428	305689	0.999	25652.591	8.392%	7103.908	5.945%	0.01019	0.999
Skin-Melanoma::SP124449	137987	0.995	19380.787	14.045%	5774.066	10.528%	0.02201	0.995
Skin-Melanoma::SP124298	366716	0.993	44650.418	12.176%	15389.573	11.528%	0.01404	0.993
Skin-Melanoma::SP124431	92652	0.993	14496.077	15.646%	3620.876	11.749%	0.02481	0.992
Skin-Melanoma::SP124409	245674	0.993	39805.401	16.203%	14748.4	14.495%	0.01788	0.993
Skin-Melanoma::SP124376	55168	0.999	4297.011	7.789%	875.032	4.257%	0.01474	0.999
Skin-Melanoma::SP124439	319683	0.998	32550.32	10.182%	7765.274	6.71%	0.01639	0.998
Skin-Melanoma::SP124406	73754	0.999	5532.468	7.501%	1069.565	4.27%	0.01434	0.999
Skin-Melanoma::SP124382	478961	0.994	57997.266	12.109%	18258.51	10.734%	0.01436	0.994
Skin-Melanoma::SP124415	859178	0.994	151499.196	17.633%	42544.463	12.713%	0.04146	0.994
Skin-Melanoma::SP124436	318815	0.993	57838.269	18.142%	13348.817	11.396%	0.03051	0.993
Skin-Melanoma::SP124460	163978	0.998	13810.617	8.422%	4359.064	6.904%	0.00668	0.998
Skin-Melanoma::SP124425	91518	1.0	5305.77	5.798%	1074.643	3.357%	0.0059	0.999
Skin-Melanoma::SP124367	155967	0.999	10080.729	6.463%	2231.727	4.056%	0.00594	0.999
Skin-Melanoma::SP124377	61019	0.996	7853.715	12.871%	1929.543	9.463%	0.01661	0.995
Skin-Melanoma::SP124412	77288	0.997	9293.761	12.025%	2350.191	8.507%	0.03197	0.997
Skin-Melanoma::SP124329	51726	0.997	5533.597	10.698%	1469.241	7.454%	0.01596	0.997
Skin-Melanoma::SP124326	61290	0.998	6936.199	11.317%	1664.42	7.276%	0.02969	0.997
Skin-Melanoma::SP124458	161511	0.999	7984.277	4.943%	2227.943	3.824%	0.00399	0.999
Skin-Melanoma::SP124401	435965	0.997	38191.255	8.76%	12255.321	7.828%	0.00708	0.997
Skin-Melanoma::SP124384	177782	0.999	15434.333	8.682%	3036.637	5.372%	0.01539	0.998
Skin-Melanoma::SP124462	114171	0.999	7650.318	6.701%	2106.045	4.937%	0.00602	0.999
Skin-Melanoma::SP124452	91909	0.999	4904.114	5.336%	1413.299	4.209%	0.00484	0.999
Skin-Melanoma::SP124386	115835	0.999	7693.748	6.642%	1949.952	4.405%	0.01167	0.999
Skin-Melanoma::SP124418	107381	0.998	10559.679	9.834%	2548.93	6.48%	0.01366	0.998
Skin-Melanoma::SP124319	205301	0.998	21896.316	10.665%	7407.201	9.047%	0.01359	0.998
Skin-Melanoma::SP124447	444091	0.998	46356.017	10.438%	10993.777	7.178%	0.01638	0.997
Skin-Melanoma::SP124369	140457	1.0	7314.327	5.208%	1614.619	3.067%	0.00619	0.999
Skin-Melanoma::SP124365	75536	0.999	4505.414	5.965%	999.878	3.818%	0.00638	0.999
Skin-Melanoma::SP124420	71144	0.999	5891.865	8.282%	1330.348	4.915%	0.0195	0.999
Skin-Melanoma::SP124364	109414	0.999	7948.466	7.265%	1844.201	4.691%	0.00672	0.999
Skin-Melanoma::SP124307	121510	0.999	8533.597	7.023%	2191.196	4.71%	0.00912	0.999
Skin-Melanoma::SP82445	744553	0.996	105388.055	14.155%	27072.902	9.755%	0.04121	0.995
Skin-Melanoma::SP83242	73248	0.994	13786.133	18.821%	2738.362	11.416%	0.05592	0.994
Skin-Melanoma::SP103894	159349	0.999	9701.875	6.088%	2013.996	3.565%	0.00635	0.999
Skin-Melanoma::SP83382	58882	0.998	5670.155	9.63%	1412.718	6.793%	0.01382	0.998
Skin-Melanoma::SP82451	51533	0.998	5424.66	10.527%	1038.092	6.561%	0.01418	0.998
Skin-Melanoma::SP83312	57742	1.0	3117.289	5.399%	577.611	2.906%	0.00511	1.0
Skin-Melanoma::SP82614	57444	0.998	4616.938	8.037%	1307.876	6.46%	0.0069	0.998
Skin-Melanoma::SP82431	373348	0.99	81581.237	21.851%	17371.33	14.646%	0.05756	0.989
Skin-Melanoma::SP82459	78286	0.995	10754.408	13.737%	2966.228	9.932%	0.02515	0.995
Skin-Melanoma::SP82532	212889	0.966	63328.521	29.747%	17854.761	26.087%	0.0735	0.962
Skin-Melanoma::SP83482	68683	0.999	6082.476	8.856%	1170.27	4.874%	0.01762	0.999
Skin-Melanoma::SP104530	71362	0.999	6590.446	9.235%	1219.761	5.529%	0.01205	0.999
Skin-Melanoma::SP82644	240513	0.998	22861.323	9.505%	7593.48	7.941%	0.01325	0.998
Skin-Melanoma::SP82988	92423	0.993	14643.446	15.844%	4671.276	13.23%	0.03899	0.992
Skin-Melanoma::SP82461	84719	0.998	6430.21	7.59%	1663.824	5.588%	0.00673	0.998
Skin-Melanoma::SP82900	279814	0.997	33488.954	11.968%	10003.594	9.371%	0.02596	0.996
Skin-Melanoma::SP82399	116295	0.998	9381.808	8.067%	2612.858	6.122%	0.00828	0.998
Skin-Melanoma::SP82417	250745	0.999	21900.059	8.734%	6242.392	6.273%	0.01356	0.999
Skin-Melanoma::SP104056	334004	0.995	49073.525	14.692%	12115.362	10.541%	0.03747	0.994
Skin-Melanoma::SP83083	75677	0.997	8189.436	10.822%	1883.377	7.318%	0.01264	0.997
Skin-Melanoma::SP83019	98123	1.0	4675.869	4.765%	1030.687	2.893%	0.00475	1.0
Skin-Melanoma::SP83146	347886	0.997	38941.883	11.194%	11730.693	8.781%	0.02288	0.997
Skin-Melanoma::SP103866	94887	0.998	8361.3	8.812%	2281.218	6.508%	0.01002	0.998
Skin-Melanoma::SP83844	57187	0.999	3421.394	5.983%	882.281	4.434%	0.00667	0.999
Stomach-AdenoCA::SP135287	66574	0.892	20128.716	30.235%	5776.058	45.349%	0.10523	0.845
Stomach-AdenoCA::SP85122	80659	0.88	30900.204	38.31%	7339.09	47.549%	0.13647	0.829
Stomach-AdenoCA::SP84384	118437	0.884	42777.902	36.119%	10347.54	47.18%	0.14138	0.829
Stomach-AdenoCA::SP84491	64707	0.989	10968.073	16.95%	2685.275	15.305%	0.04909	0.987
Stomach-AdenoCA::SP84743	60006	0.984	12019.473	20.03%	2449.67	18.482%	0.05032	0.979
Stomach-AdenoCA::SP84982	64043	0.929	15765.661	24.617%	3837.857	37.807%	0.06343	0.878
Stomach-AdenoCA::SP84392	104620	0.914	27626.53	26.407%	6920.557	41.542%	0.07306	0.856
Stomach-AdenoCA::SP105018	58804	0.924	20775.265	35.33%	3038.573	41.768%	0.09482	0.813
Stomach-AdenoCA::SP84439	389215	0.863	166237.681	42.711%	31008.751	52.825%	0.15992	0.753
Stomach-AdenoCA::SP84922	68029	0.988	13134.319	19.307%	3310.53	16.941%	0.05041	0.987
Uterus-AdenoCA::SP90209	549929	0.818	391460.988	71.184%	81968.992	58.947%	0.32068	0.785
Uterus-AdenoCA::SP93540	65697	0.878	23510.782	35.787%	5652.055	48.314%	0.12233	0.814
Uterus-AdenoCA::SP93227	928218	0.851	563279.195	60.684%	104667.126	53.59%	0.29683	0.807
Uterus-AdenoCA::SP94933	62442	0.723	43069.835	68.976%	6942.712	72.198%	0.29763	0.479
Uterus-AdenoCA::SP92364	115351	0.694	84250.618	73.038%	15032.814	74.417%	0.33471	0.506
Uterus-AdenoCA::SP92659	282262	0.716	278955.542	98.829%	96038.055	75.76%	0.65369	0.723
