NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	13891.678	22.713	3766.18	23.46	0.075	0.929	40000.0
2	13937.063	22.785	3776.961	23.55	0.075	0.929	40000.0
3	13899.991	22.726	3772.516	23.522	0.075	0.929	30000.0
4	13928.969	22.772	3779.464	23.565	0.075	0.929	30000.0
5	12025.431	19.892	2938.404	20.644	0.056	0.944	30000.0
6	12005.976	19.861	2936.697	20.641	0.056	0.944	40000.0
7	12017.137	19.881	2934.305	20.63	0.055	0.944	50000.0
8	11983.354	19.825	2929.346	20.62	0.056	0.944	30000.0
9	11985.464	19.825	2921.803	20.555	0.055	0.945	50000.0
10	15168.603	24.803	3615.181	25.201	0.085	0.908	110000.0
11	13945.685	22.8	3781.439	23.546	0.075	0.929	50000.0
12	12027.618	19.896	2939.837	20.653	0.056	0.944	30000.0
13	13912.234	22.745	3767.393	23.5	0.075	0.929	40000.0
14	12007.442	19.865	2935.551	20.62	0.055	0.945	70000.0
15	11984.902	19.826	2933.015	20.618	0.055	0.944	20000.0
16	15134.611	24.746	3615.413	25.194	0.085	0.908	30000.0
17	12013.045	19.873	2932.048	20.631	0.056	0.944	20000.0
18	12002.06	19.856	2931.707	20.618	0.055	0.944	30000.0
19	11991.063	19.838	2930.281	20.608	0.055	0.944	40000.0
20	13924.56	22.767	3776.832	23.548	0.075	0.929	70000.0
21	12052.018	19.939	2939.315	20.669	0.056	0.944	70000.0
22	13920.011	22.759	3774.812	23.52	0.075	0.929	50000.0
23	15155.087	24.78	3616.002	25.198	0.085	0.907	20000.0
24	14346.875	23.396	3634.887	24.298	0.08	0.916	30000.0
25	13924.323	22.768	3776.991	23.554	0.075	0.929	50000.0
26	11998.784	19.852	2930.151	20.598	0.055	0.945	30000.0
27	11999.903	19.85	2931.292	20.618	0.055	0.944	20000.0
28	11997.229	19.848	2927.986	20.6	0.055	0.944	50000.0
29	13902.24	22.733	3772.467	23.494	0.075	0.929	120000.0
30	12038.149	19.916	2937.545	20.66	0.056	0.944	40000.0
31	15158.531	24.784	3617.661	25.201	0.085	0.907	20000.0
32	15140.111	24.756	3619.56	25.208	0.085	0.908	30000.0
33	15144.125	24.764	3621.482	25.223	0.085	0.908	60000.0
34	14333.648	23.37	3629.195	24.295	0.08	0.916	40000.0
35	14342.17	23.387	3630.642	24.286	0.08	0.916	30000.0
36	13925.274	22.769	3775.661	23.539	0.075	0.929	40000.0
37	11982.105	19.822	2922.197	20.565	0.055	0.945	40000.0
38	12009.607	19.864	2936.908	20.643	0.056	0.944	30000.0
39	11992.928	19.84	2933.79	20.613	0.055	0.945	60000.0
40	14336.275	23.379	3633.013	24.293	0.08	0.916	20000.0
41	14362.816	23.421	3640.003	24.347	0.08	0.915	30000.0
42	14336.589	23.376	3631.99	24.289	0.08	0.916	50000.0
43	15143.798	24.763	3612.697	25.173	0.085	0.908	70000.0
44	12019.228	19.884	2935.653	20.644	0.056	0.944	40000.0
45	15160.036	24.787	3616.298	25.186	0.085	0.908	60000.0
46	14335.9	23.378	3622.085	24.24	0.08	0.916	60000.0
47	13924.637	22.771	3774.964	23.544	0.075	0.929	40000.0
48	11992.322	19.839	2924.953	20.587	0.055	0.944	40000.0
49	11995.246	19.842	2934.792	20.647	0.055	0.944	40000.0
50	13914.406	22.751	3768.63	23.492	0.075	0.929	20000.0
