Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUAD.US_SP50827	41719	0.99	6638.289	15.912%	972.864	15.447%	0.01822	0.986
LUAD.US_SP50263	10434	0.862	4226.453	40.507%	764.892	56.104%	0.15349	0.699
LUAD.US_SP50317	16308	0.972	4031.111	24.719%	798.593	24.722%	0.04781	0.963
LUAD.US_SP54113	115787	0.997	9290.569	8.024%	1367.956	8.344%	0.00638	0.994
LUSC.US_SP56537	42426	0.996	3518.558	8.293%	543.671	9.252%	0.00527	0.991
LUAD.US_SP50406	589	0.584	420.761	71.437%	82.459	85.455%	0.52448	0.241
LUSC.US_SP57586	37122	0.981	7138.93	19.231%	1054.869	22.285%	0.02599	0.965
LUAD.US_SP51824	25038	0.992	2965.811	11.845%	431.64	12.506%	0.01277	0.984
LUAD.US_SP55387	21117	0.992	2471.486	11.704%	439.596	13.592%	0.01447	0.99
LUAD.US_SP52779	39966	0.989	6985.982	17.48%	1038.008	17.066%	0.0223	0.986
LUSC.US_SP56541	45256	0.984	7885.677	17.425%	1317.512	19.032%	0.02359	0.977
LUSC.US_SP56553	136115	0.963	39278.367	28.857%	8394.838	28.865%	0.07001	0.955
LUAD.US_SP55235	118001	0.994	12794.03	10.842%	1875.523	11.21%	0.01104	0.987
LUAD.US_SP50713	14434	0.985	3034.942	21.026%	450.861	18.445%	0.0406	0.979
LUSC.US_SP56771	12547	0.93	4173.142	33.26%	635.901	40.001%	0.07875	0.836
LUSC.US_SP57941	78839	0.994	9974.686	12.652%	1506.291	12.529%	0.01053	0.993
LUAD.US_SP50611	55884	0.984	11051.739	19.776%	1732.079	19.529%	0.03207	0.978
LUSC.US_SP57818	52897	0.98	12606.673	23.832%	1962.993	23.084%	0.03907	0.979
LUAD.US_SP50485	2336	0.697	1470.013	62.929%	262.502	76.581%	0.34459	0.394
LUSC.US_SP56460	31065	0.982	4986.547	16.052%	885.188	18.668%	0.01873	0.968
LUSC.US_SP56474	18429	0.989	2967.814	16.104%	490.859	15.849%	0.02367	0.985
LUAD.US_SP51037	4295	0.683	2583.884	60.16%	509.676	78.656%	0.34724	0.402
LUSC.US_SP56704	55115	0.991	6805.115	12.347%	1051.135	14.318%	0.011	0.983
LUAD.US_SP55142	164754	0.994	18680.63	11.338%	2943.214	12.093%	0.01119	0.993
LUSC.US_SP56533	22409	0.973	4706.995	21.005%	724.412	25.482%	0.03238	0.945
LUSC.US_SP56730	37044	0.984	6199.051	16.734%	946.933	19.681%	0.02078	0.968
LUSC.US_SP59245	57083	0.997	5052.249	8.851%	758.111	8.831%	0.00776	0.995
LUAD.US_SP53387	43727	0.939	13367.56	30.57%	2888.723	36.038%	0.0672	0.919
LUSC.US_SP57024	24042	0.982	3935.089	16.368%	629.881	20.168%	0.02041	0.962
LUAD.US_SP54745	48462	0.886	18155.058	37.462%	4417.3	47.469%	0.17989	0.84
LUSC.US_SP57933	59223	0.992	6555.762	11.07%	1026.622	12.537%	0.01122	0.983
LUSC.US_SP56754	31709	0.996	2516.285	7.936%	386.097	8.674%	0.00673	0.992
LUSC.US_SP56827	47146	0.996	4409.604	9.353%	628.815	9.422%	0.00757	0.992
LUAD.US_SP52284	5275	0.864	2319.603	43.974%	382.282	54.79%	0.16573	0.703
LUAD.US_SP53618	63860	0.987	12543.89	19.643%	1885.061	18.37%	0.02595	0.985
LUAD.US_SP52232	27021	0.99	3585.064	13.268%	563.501	14.213%	0.01553	0.981
LUAD.US_SP50412	2115	0.714	1403.185	66.344%	217.707	77.828%	0.33293	0.346
LUSC.US_SP57084	43797	0.989	5554.984	12.683%	916.429	16.006%	0.01191	0.978
LUAD.US_SP50321	13161	0.99	2054.889	15.613%	290.783	14.764%	0.0223	0.983
LUAD.US_SP53548	10145	0.344	10373.16	102.249%	2230.116	100.974%	0.96449	0.054
LUSC.US_SP57538	41072	0.964	9278.913	22.592%	1522.445	29.144%	0.03897	0.92
LUSC.US_SP57735	45636	0.994	4370.96	9.578%	661.453	10.743%	0.00683	0.988
LUSC.US_SP57669	53166	0.995	6221.55	11.702%	823.906	11.594%	0.01082	0.991
LUSC.US_SP56566	23601	0.986	5549.986	23.516%	1036.076	20.192%	0.05635	0.986
