Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUSC.US_SP56569	36480	0.993	4061.399	11.133%	593.593	12.222%	0.00988	0.985
LUSC.US_SP58342	75956	0.966	12687.378	16.704%	2722.88	26.341%	0.05256	0.924
LUSC.US_SP58349	48348	0.973	11395.946	23.571%	1627.995	27.139%	0.04336	0.956
LUSC.US_SP56644	49921	0.994	4854.405	9.724%	776.052	11.746%	0.00705	0.988
LUSC.US_SP57629	31808	0.956	8587.176	26.997%	1283.487	30.908%	0.05002	0.898
LUSC.US_SP56941	5390	0.985	1394.958	25.88%	273.721	20.225%	0.07368	0.984
LUSC.US_SP57619	57322	0.998	4003.195	6.984%	607.417	7.322%	0.004	0.996
LUSC.US_SP58245	61592	0.985	9797.432	15.907%	1472.811	18.129%	0.01832	0.969
LUSC.US_SP57251	54237	0.992	6439.109	11.872%	971.801	13.297%	0.01247	0.983
LUAD.US_SP55004	570	0.685	381.394	66.911%	63.783	77.6%	0.40398	0.338
LUAD.US_SP56079	50203	0.987	7759.991	15.457%	1259.917	16.798%	0.0221	0.977
LUSC.US_SP56502	46994	0.998	3141.581	6.685%	457.752	7.041%	0.00457	0.995
LUSC.US_SP58668	67884	0.989	10124.436	14.914%	1439.132	16.234%	0.01579	0.977
LUSC.US_SP58101	41126	0.971	9097.238	22.12%	1406.01	27.061%	0.03597	0.941
LUSC.US_SP58991	29212	0.978	5466.894	18.715%	850.533	22.679%	0.02479	0.954
LUSC.US_SP56607	21751	0.979	4030.899	18.532%	624.625	22.426%	0.02405	0.956
LUAD.US_SP56168	33369	0.978	10209.557	30.596%	2518.162	27.366%	0.0766	0.98
LUSC.US_SP58326	73524	0.997	5161.523	7.02%	793.411	7.902%	0.00363	0.995
LUAD.US_SP54363	44564	0.983	9117.875	20.46%	1484.522	21.079%	0.03043	0.982
LUAD.US_SP53810	190653	0.969	52833.497	27.712%	8754.352	26.841%	0.06149	0.959
LUAD.US_SP50518	6391	0.861	2747.448	42.989%	468.24	55.907%	0.16182	0.695
LUAD.US_SP56303	15937	0.92	5558.001	34.875%	874.011	39.848%	0.09372	0.823
LUSC.US_SP57267	53600	0.994	5076.308	9.471%	832.322	11.516%	0.00863	0.987
LUAD.US_SP55711	7929	0.938	2546.744	32.119%	439.394	36.746%	0.09068	0.892
LUSC.US_SP57066	59660	0.997	4542.148	7.613%	618.718	7.56%	0.00496	0.994
LUSC.US_SP57901	30138	0.982	5251.966	17.426%	817.318	21.179%	0.02354	0.964
LUAD.US_SP55509	68492	0.988	13209.008	19.285%	1961.101	18.107%	0.02389	0.987
LUSC.US_SP57651	18722	0.978	3971.623	21.214%	576.383	24.147%	0.03021	0.96
LUAD.US_SP55309	1812	0.632	1221.794	67.428%	238.219	82.511%	0.43206	0.336
LUAD.US_SP52607	4036	0.85	1812.208	44.901%	343.342	56.213%	0.19247	0.735
LUAD.US_SP52667	34791	0.984	5736.286	16.488%	972.228	18.399%	0.02586	0.971
LUSC.US_SP57450	25474	0.991	3534.461	13.875%	699.919	14.005%	0.02459	0.989
LUSC.US_SP57846	55087	0.99	9131.876	16.577%	1438.815	15.327%	0.03091	0.988
LUSC.US_SP58612	29173	0.949	7663.932	26.271%	1275.47	34.376%	0.07011	0.885
LUSC.US_SP56821	32018	0.984	4833.014	15.095%	808.792	19.239%	0.02349	0.968
LUAD.US_SP51446	5658	0.816	2808.219	49.633%	483.767	62.089%	0.21321	0.612
LUAD.US_SP50592	5112	0.746	2969.53	58.089%	517.709	72.203%	0.29275	0.474
LUAD.US_SP53073	24247	0.933	5940.003	24.498%	1215.786	37.568%	0.12708	0.851
LUSC.US_SP58882	24651	0.934	7978.507	32.366%	1247.175	40.076%	0.077	0.856
LUSC.US_SP57189	118509	0.997	10581.984	8.929%	1519.806	8.905%	0.00734	0.995
