NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	6435.572	24.983	1115.156	29.781	0.082	0.885	50000.0
2	6434.213	25.015	1112.114	29.758	0.081	0.885	20000.0
3	6402.136	24.77	1108.295	29.681	0.081	0.884	20000.0
4	6481.276	24.99	1124.773	29.969	0.08	0.885	20000.0
5	6401.056	24.829	1111.573	29.719	0.081	0.885	20000.0
6	6404.371	24.752	1113.846	29.695	0.08	0.886	20000.0
7	6431.158	24.913	1116.225	29.864	0.081	0.887	30000.0
8	6431.926	24.869	1115.538	29.917	0.081	0.885	30000.0
9	6448.95	25.104	1120.52	29.969	0.083	0.885	30000.0
10	6454.311	24.989	1118.413	30.015	0.081	0.885	40000.0
11	6442.057	24.88	1115.235	29.766	0.08	0.886	20000.0
12	6440.49	24.898	1113.843	29.838	0.08	0.886	40000.0
13	6463.609	25.117	1118.056	29.859	0.082	0.886	20000.0
14	6452.826	24.926	1115.029	29.789	0.08	0.887	20000.0
15	6469.996	25.096	1119.294	29.976	0.082	0.885	30000.0
16	6430.062	25.001	1118.641	30.025	0.082	0.884	20000.0
17	6432.592	25.044	1110.833	29.815	0.083	0.885	20000.0
18	6468.911	25.061	1115.787	29.802	0.081	0.885	20000.0
19	6437.576	24.727	1116.206	29.703	0.079	0.887	20000.0
20	6438.397	24.853	1117.287	29.891	0.081	0.886	20000.0
21	6463.903	25.207	1117.953	30.107	0.083	0.883	40000.0
22	6434.58	24.819	1116.026	29.718	0.081	0.887	40000.0
23	6428.427	24.926	1112.989	29.858	0.081	0.885	20000.0
24	6452.845	25.073	1116.784	29.904	0.082	0.885	20000.0
25	6408.581	24.983	1111.285	29.837	0.082	0.885	30000.0
26	6417.216	24.82	1108.478	29.675	0.08	0.887	20000.0
27	6449.347	24.917	1114.467	29.875	0.081	0.885	20000.0
28	6444.766	24.96	1113.435	29.825	0.081	0.885	20000.0
29	6411.071	24.801	1112.294	29.643	0.08	0.887	30000.0
30	6408.403	24.811	1110.856	29.847	0.08	0.886	20000.0
31	6410.73	24.887	1109.382	29.694	0.08	0.886	30000.0
32	6425.877	24.895	1115.749	29.77	0.081	0.887	20000.0
33	6421.766	24.822	1113.255	29.754	0.08	0.887	20000.0
34	6422.202	24.879	1112.09	29.831	0.082	0.884	30000.0
35	6425.784	25.07	1112.061	29.934	0.082	0.884	40000.0
36	6405.728	24.828	1110.287	29.734	0.08	0.886	20000.0
37	6427.091	24.866	1110.682	29.68	0.081	0.887	40000.0
38	6414.124	24.734	1107.51	29.544	0.079	0.889	20000.0
39	6469.673	25.004	1122.711	30.039	0.081	0.885	20000.0
40	6425.831	25.018	1116.673	29.967	0.082	0.884	30000.0
41	6429.088	24.89	1117.94	29.789	0.082	0.885	20000.0
42	6393.397	24.766	1108.659	29.67	0.081	0.886	20000.0
43	6432.565	24.944	1113.605	29.737	0.081	0.887	20000.0
44	6411.848	24.792	1111.69	29.656	0.081	0.887	20000.0
45	6409.979	24.891	1110.989	29.717	0.082	0.885	20000.0
46	6463.486	25.025	1119.46	29.913	0.082	0.886	20000.0
47	6427.975	24.911	1113.23	29.8	0.081	0.886	20000.0
48	6439.496	24.844	1114.154	29.867	0.08	0.886	20000.0
49	6454.48	24.927	1120.329	29.773	0.081	0.887	30000.0
50	6410.608	24.919	1105.998	29.733	0.081	0.886	30000.0
51	6440.527	24.896	1114.647	29.905	0.08	0.885	20000.0
52	6446.725	25.079	1119.36	30.039	0.083	0.883	20000.0
53	6434.142	24.938	1117.108	29.804	0.081	0.887	20000.0
54	6444.659	24.874	1116.2	29.873	0.08	0.886	30000.0
55	6441.67	24.998	1114.701	29.908	0.082	0.885	30000.0
56	6427.72	24.979	1113.08	29.797	0.082	0.885	20000.0
57	6432.96	24.842	1114.169	29.762	0.081	0.884	20000.0
58	6437.582	24.949	1111.807	29.867	0.081	0.885	40000.0
59	6434.621	24.95	1115.506	29.865	0.082	0.883	30000.0
60	6435.185	24.883	1115.682	29.815	0.081	0.885	20000.0
61	6422.083	24.825	1113.055	29.736	0.08	0.886	30000.0
62	6462.12	25.01	1117.789	29.849	0.082	0.884	30000.0
63	6446.714	24.965	1115.928	29.74	0.082	0.886	20000.0
64	6439.722	24.806	1117.3	29.84	0.08	0.886	20000.0
65	6444.971	25.03	1115.771	29.959	0.082	0.884	30000.0
66	6407.664	24.995	1109.371	29.871	0.081	0.885	20000.0
67	6400.326	24.783	1108.605	29.641	0.08	0.887	40000.0
68	6445.37	25.07	1118.073	30.012	0.082	0.884	30000.0
69	6442.517	24.882	1114.994	29.801	0.08	0.886	30000.0
70	6395.27	24.764	1112.754	29.855	0.081	0.885	20000.0
71	6401.633	24.842	1112.348	29.745	0.081	0.886	40000.0
72	6386.883	24.831	1109.873	29.723	0.081	0.887	20000.0
73	6427.318	24.796	1117.084	29.755	0.08	0.886	40000.0
74	6455.061	24.898	1114.751	29.811	0.08	0.886	20000.0
75	6412.574	24.876	1115.437	29.806	0.081	0.886	20000.0
76	6455.709	25.091	1115.557	29.886	0.081	0.885	40000.0
77	6429.376	24.872	1114.401	29.825	0.08	0.886	20000.0
78	6439.03	24.748	1113.898	29.755	0.079	0.887	20000.0
79	6434.964	25.091	1112.842	29.944	0.082	0.885	30000.0
80	6438.294	24.93	1113.075	29.758	0.081	0.886	20000.0
81	6447.21	25.019	1116.511	29.76	0.082	0.886	20000.0
82	6449.926	25.085	1117.862	29.997	0.082	0.884	20000.0
83	6426.215	24.887	1111.768	29.837	0.08	0.887	30000.0
84	6430.673	24.797	1109.218	29.722	0.08	0.886	30000.0
85	6433.439	24.821	1111.919	29.803	0.08	0.886	20000.0
86	6449.188	24.777	1120.581	29.843	0.08	0.886	20000.0
87	6450.695	24.933	1116.4	29.684	0.08	0.888	30000.0
