Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::SP17905	2432617	0.79	1690100.91	69.477%	500663.406	64.136%	0.32577	0.773
ColoRect-AdenoCA::SP18121	161139	0.667	132890.774	82.47%	19971.909	75.506%	0.46156	0.37
ColoRect-AdenoCA::SP21400	793040	0.791	552795.366	69.706%	148291.478	63.384%	0.35623	0.766
ColoRect-AdenoCA::SP18946	960813	0.753	703474.657	73.217%	236407.07	69.254%	0.39313	0.74
ColoRect-AdenoCA::SP80615	2426469	0.775	1853777.196	76.398%	574665.681	67.099%	0.38245	0.765
Eso-AdenoCA::SP111058	63983	0.673	55092.024	86.104%	17362.705	75.152%	0.52853	0.643
Eso-AdenoCA::SP111066	79659	0.71	63449.923	79.652%	16520.823	70.631%	0.4903	0.662
Eso-AdenoCA::SP111113	79140	0.716	63377.804	80.083%	17099.053	70.271%	0.42384	0.675
Eso-AdenoCA::SP110865	55751	0.828	26406.698	47.365%	5126.182	56.395%	0.15846	0.699
Eso-AdenoCA::SP23502	74471	0.746	51837.1	69.607%	13165.193	66.691%	0.34611	0.692
Eso-AdenoCA::SP111001	59462	0.759	35944.992	60.45%	10126.154	65.19%	0.2691	0.708
Eso-AdenoCA::SP111173	105594	0.746	79291.054	75.09%	18831.559	66.606%	0.38323	0.694
Eso-AdenoCA::SP111091	54578	0.737	37568.744	68.835%	9215.305	67.6%	0.35929	0.672
Eso-AdenoCA::SP111175	123973	0.719	91726.418	73.989%	26243.584	69.915%	0.37704	0.677
Eso-AdenoCA::SP111114	57609	0.781	34004.569	59.026%	8452.089	62.502%	0.28564	0.72
Head-SCC::SP30113	87623	0.963	20593.685	23.503%	3141.353	26.874%	0.04409	0.91
Head-SCC::SP30332	52507	0.965	10855.404	20.674%	1816.747	26.555%	0.03504	0.909
Head-SCC::SP30675	63185	0.963	14440.301	22.854%	2298.939	26.989%	0.04169	0.911
Liver-HCC::SP98090	63686	0.711	45476.312	71.407%	6339.523	74.487%	0.34248	0.259
Lung-AdenoCA::SP53460	53534	0.914	20756.303	38.772%	3301.435	40.828%	0.10203	0.839
Lung-AdenoCA::SP54113	110327	0.971	24908.263	22.577%	3709.503	24.217%	0.03895	0.937
Lung-AdenoCA::SP55235	113803	0.948	32119.253	28.224%	5053.822	31.781%	0.05609	0.886
Lung-AdenoCA::SP50611	53404	0.897	24680.828	46.215%	3700.949	44.52%	0.13496	0.815
Lung-AdenoCA::SP55142	157043	0.972	35353.751	22.512%	5720.047	24.87%	0.04018	0.953
Lung-AdenoCA::SP53618	61322	0.89	28174.853	45.946%	4463.227	46.021%	0.14023	0.807
Lung-AdenoCA::SP53810	185584	0.847	106063.899	57.151%	16956.719	53.665%	0.21406	0.756
Lung-AdenoCA::SP55509	66135	0.912	27283.231	41.254%	4312.489	41.7%	0.11365	0.848
Lung-SCC::SP56553	133882	0.773	75446.001	56.353%	18860.603	65.243%	0.24792	0.722
Lung-SCC::SP57941	75502	0.917	27693.318	36.679%	4538.529	40.036%	0.09341	0.843
Lung-SCC::SP57818	50099	0.926	19635.397	39.193%	3063.971	38.828%	0.10738	0.883
Lung-SCC::SP56704	53748	0.949	13236.025	24.626%	2256.835	31.758%	0.05198	0.872
Lung-SCC::SP59245	55120	0.947	13527.243	24.541%	2728.012	32.822%	0.04915	0.906
Lung-SCC::SP57933	57547	0.978	11041.088	19.186%	1678.216	21.159%	0.03129	0.952
Lung-SCC::SP57669	50722	0.959	11018.948	21.724%	1889.401	28.523%	0.0416	0.897
Lung-SCC::SP58342	74224	0.963	13540.873	18.243%	2714.928	26.929%	0.05245	0.913
Lung-SCC::SP57619	53782	0.948	13886.522	25.82%	2408.681	31.989%	0.05329	0.884
Lung-SCC::SP58245	59177	0.967	12443.654	21.028%	1977.317	25.673%	0.03621	0.915
Lung-SCC::SP57251	52103	0.976	9285.118	17.821%	1533.023	21.92%	0.02858	0.941
Lung-SCC::SP58668	65970	0.976	12318.667	18.673%	1881.953	22.005%	0.03392	0.938
Lung-SCC::SP58326	71525	0.949	17794.077	24.878%	3071.684	31.703%	0.05289	0.877
Lung-SCC::SP57267	51391	0.961	10689.522	20.8%	1896.157	27.796%	0.03908	0.903
Lung-SCC::SP57066	57913	0.964	12862.78	22.211%	2106.692	26.741%	0.04147	0.915
Lung-SCC::SP57846	53964	0.896	18610.102	34.486%	4232.204	45.674%	0.09381	0.848
Lung-SCC::SP57189	113846	0.962	27978.868	24.576%	4461.818	27.641%	0.05148	0.922
Lymph-BNHL::SP116668	66901	0.768	43827.938	65.512%	10255.245	64.227%	0.30737	0.706
Lymph-BNHL::SP116697	112529	0.914	44420.891	39.475%	6584.992	42.15%	0.13006	0.82
Panc-AdenoCA::SP125732	95745	0.675	70700.294	73.842%	13278.424	74.449%	0.40919	0.485
Panc-AdenoCA::SP125770	55454	0.736	39293.214	70.857%	5885.908	68.421%	0.32572	0.471
Skin-Melanoma::SP124389	70873	0.999	4764.249	6.722%	1040.526	3.863%	0.00856	0.999
Skin-Melanoma::SP124362	214810	0.998	16542.893	7.701%	7149.85	8.35%	0.01093	0.998
Skin-Melanoma::SP124394	105876	0.993	13178.597	12.447%	5714.565	13.331%	0.01903	0.993
Skin-Melanoma::SP124334	87764	0.999	6590.213	7.509%	1321.944	4.212%	0.00829	0.999
Skin-Melanoma::SP124454	58815	0.997	7113.525	12.095%	1701.516	7.621%	0.02578	0.997
Skin-Melanoma::SP124380	162971	1.0	8855.838	5.434%	1814.128	3.071%	0.00656	1.0
Skin-Melanoma::SP124399	144375	0.996	18072.053	12.517%	5082.702	9.218%	0.01331	0.996
Skin-Melanoma::SP124311	109379	0.993	19908.71	18.202%	4820.637	14.174%	0.0398	0.992
Skin-Melanoma::SP124434	85261	0.999	6372.611	7.474%	1551.588	5.114%	0.00844	0.999
Skin-Melanoma::SP124428	305689	0.999	24212.819	7.921%	6476.856	5.42%	0.01251	0.999
Skin-Melanoma::SP124449	137987	0.995	19105.738	13.846%	5918.927	10.792%	0.02379	0.995
Skin-Melanoma::SP124298	366716	0.992	47918.227	13.067%	17573.063	13.164%	0.01615	0.991
Skin-Melanoma::SP124431	92652	0.992	14232.899	15.362%	4113.635	13.348%	0.02161	0.991
Skin-Melanoma::SP124409	245674	0.993	39551.621	16.099%	14746.394	14.493%	0.02031	0.993
Skin-Melanoma::SP124376	55168	0.999	3607.767	6.54%	779.62	3.793%	0.00832	0.999
Skin-Melanoma::SP124439	319683	0.998	31138.624	9.74%	7144.037	6.173%	0.01565	0.998
Skin-Melanoma::SP124406	73754	0.998	6380.322	8.651%	1387.372	5.539%	0.01847	0.998
Skin-Melanoma::SP124382	478961	0.993	64890.948	13.548%	21639.446	12.721%	0.01799	0.992
Skin-Melanoma::SP124415	859178	0.994	129836.628	15.112%	38535.082	11.515%	0.02807	0.994
Skin-Melanoma::SP124436	318815	0.992	65147.298	20.434%	14762.132	12.603%	0.04397	0.992
Skin-Melanoma::SP124460	163978	0.998	14053.384	8.57%	4926.347	7.802%	0.00695	0.997
Skin-Melanoma::SP124425	91518	0.999	6575.447	7.185%	1639.06	5.121%	0.00722	0.999
Skin-Melanoma::SP124367	155967	0.998	16701.478	10.708%	3820.745	6.944%	0.02112	0.997
Skin-Melanoma::SP124377	61019	0.995	7634.639	12.512%	2187.133	10.726%	0.01388	0.994
Skin-Melanoma::SP124412	77288	0.996	9053.435	11.714%	2497.902	9.041%	0.03327	0.996
Skin-Melanoma::SP124329	51726	0.997	5827.117	11.265%	1648.423	8.363%	0.01188	0.996
Skin-Melanoma::SP124326	61290	0.997	7726.823	12.607%	1884.062	8.236%	0.02817	0.996
Skin-Melanoma::SP124458	161511	0.999	9787.19	6.06%	3221.398	5.529%	0.00569	0.999
Skin-Melanoma::SP124401	435965	0.996	42966.503	9.855%	15151.621	9.677%	0.01005	0.995
Skin-Melanoma::SP124384	177782	0.997	27999.124	15.749%	4797.327	8.486%	0.05026	0.996
Skin-Melanoma::SP124462	114171	0.998	8964.078	7.851%	2720.705	6.378%	0.007	0.998
Skin-Melanoma::SP124452	91909	0.998	6267.353	6.819%	2017.195	6.008%	0.00701	0.998
Skin-Melanoma::SP124386	115835	0.999	8513.002	7.349%	2361.174	5.334%	0.01185	0.999
Skin-Melanoma::SP124418	107381	0.998	11508.923	10.718%	2688.377	6.834%	0.0155	0.997
Skin-Melanoma::SP124319	205301	0.998	19191.071	9.348%	6476.574	7.91%	0.01215	0.998
Skin-Melanoma::SP124447	444091	0.998	46138.163	10.389%	10481.845	6.844%	0.01518	0.998
Skin-Melanoma::SP124369	140457	0.999	9131.968	6.502%	2271.292	4.314%	0.00815	0.999
Skin-Melanoma::SP124365	75536	0.999	5590.067	7.401%	1158.498	4.423%	0.00798	0.999
Skin-Melanoma::SP124420	71144	0.998	6581.606	9.251%	1621.128	5.989%	0.02393	0.998
Skin-Melanoma::SP124364	109414	0.998	9823.929	8.979%	2434.722	6.193%	0.01269	0.998
Skin-Melanoma::SP124307	121510	0.999	8284.97	6.818%	2346.006	5.043%	0.00874	0.999
Skin-Melanoma::SP82445	744553	0.996	100185.125	13.456%	26532.086	9.561%	0.02846	0.996
Skin-Melanoma::SP83242	73248	0.993	13457.166	18.372%	2961.459	12.346%	0.0556	0.992
Skin-Melanoma::SP103894	159349	0.999	10712.559	6.723%	2888.437	5.113%	0.00683	0.999
Skin-Melanoma::SP83382	58882	0.998	5371.231	9.122%	1308.019	6.289%	0.01055	0.998
Skin-Melanoma::SP82451	51533	0.997	6040.183	11.721%	1358.697	8.588%	0.01591	0.996
Skin-Melanoma::SP83312	57742	0.999	3444.003	5.964%	748.285	3.765%	0.00454	0.999
Skin-Melanoma::SP82614	57444	0.997	5274.226	9.182%	1698.367	8.389%	0.00821	0.997
Skin-Melanoma::SP82431	373348	0.99	81269.144	21.768%	17388.205	14.66%	0.05718	0.989
Skin-Melanoma::SP82459	78286	0.994	11450.529	14.627%	3394.027	11.365%	0.0265	0.993
Skin-Melanoma::SP82532	212889	0.965	61084.928	28.693%	18542.455	27.092%	0.06435	0.961
Skin-Melanoma::SP83482	68683	0.998	6941.542	10.107%	1475.573	6.146%	0.01904	0.998
Skin-Melanoma::SP104530	71362	0.998	7063.938	9.899%	1520.706	6.893%	0.01318	0.998
Skin-Melanoma::SP82644	240513	0.997	22417.423	9.321%	8293.012	8.673%	0.01317	0.997
Skin-Melanoma::SP82988	92423	0.993	12105.267	13.098%	4405.745	12.478%	0.01588	0.992
Skin-Melanoma::SP82461	84719	0.998	6525.651	7.703%	2071.486	6.957%	0.00599	0.998
Skin-Melanoma::SP82900	279814	0.997	27272.16	9.747%	9012.788	8.442%	0.01411	0.997
Skin-Melanoma::SP82399	116295	0.997	10575.463	9.094%	3259.938	7.638%	0.00851	0.997
Skin-Melanoma::SP82417	250745	0.999	22207.451	8.857%	6698.004	6.731%	0.01441	0.999
Skin-Melanoma::SP104056	334004	0.994	53100.894	15.898%	14031.248	12.208%	0.0405	0.993
Skin-Melanoma::SP83083	75677	0.998	8296.086	10.962%	1914.725	7.44%	0.01198	0.997
Skin-Melanoma::SP83019	98123	1.0	3891.932	3.966%	919.898	2.582%	0.00284	1.0
Skin-Melanoma::SP83146	347886	0.997	29633.159	8.518%	10066.826	7.535%	0.00948	0.997
Skin-Melanoma::SP103866	94887	0.997	9309.648	9.811%	2806.016	8.006%	0.01027	0.997
Skin-Melanoma::SP83844	57187	0.999	3185.599	5.57%	798.037	4.01%	0.00511	0.999
Stomach-AdenoCA::SP135287	66574	0.637	51182.695	76.881%	9862.164	77.43%	0.42722	0.424
Stomach-AdenoCA::SP85122	80659	0.637	64694.959	80.208%	11936.138	77.333%	0.46379	0.423
Stomach-AdenoCA::SP84384	118437	0.616	96330.429	81.335%	17478.913	79.695%	0.48207	0.369
Stomach-AdenoCA::SP84491	64707	0.748	45475.294	70.279%	11661.375	66.465%	0.33607	0.698
Stomach-AdenoCA::SP84743	60006	0.785	37088.99	61.809%	8260.753	62.325%	0.28802	0.717
Stomach-AdenoCA::SP84982	64043	0.841	31075.058	48.522%	5589.128	55.058%	0.17074	0.719
Stomach-AdenoCA::SP84392	104620	0.743	73954.007	70.688%	11280.375	67.712%	0.3278	0.512
Stomach-AdenoCA::SP105018	58804	0.946	18616.207	31.658%	2465.763	33.894%	0.08411	0.847
Stomach-AdenoCA::SP84439	389215	0.716	282399.198	72.556%	41967.657	71.494%	0.37877	0.41
Stomach-AdenoCA::SP84922	68029	0.739	51483.722	75.679%	13230.932	67.705%	0.38188	0.694
Uterus-AdenoCA::SP90209	549929	0.525	596116.384	108.399%	118396.682	85.143%	0.85754	0.367
Uterus-AdenoCA::SP93540	65697	0.654	55957.521	85.175%	8896.562	76.048%	0.49223	0.402
Uterus-AdenoCA::SP93227	928218	0.677	840701.418	90.572%	144032.357	73.746%	0.59318	0.543
Uterus-AdenoCA::SP94933	62442	0.645	48933.526	78.366%	7622.478	79.267%	0.4301	0.277
Uterus-AdenoCA::SP92364	115351	0.582	99832.69	86.547%	16795.95	83.145%	0.55695	0.258
Uterus-AdenoCA::SP92659	282262	0.688	272198.508	96.435%	97486.864	76.903%	0.64672	0.687
