Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUAD.US_SP55509	68492	0.998	4202.965	6.136%	676.927	6.25%	0.00335	0.997
LUSC.US_SP57651	18722	0.993	2055.594	10.98%	283.678	11.885%	0.00988	0.982
LUAD.US_SP55309	1812	0.756	929.942	51.321%	189.213	65.537%	0.25639	0.524
LUAD.US_SP52607	4036	0.88	1535.045	38.034%	290.603	47.578%	0.14954	0.767
LUAD.US_SP52667	34791	0.994	3784.829	10.879%	587.403	11.116%	0.00914	0.99
LUSC.US_SP57450	25474	0.996	2573.241	10.101%	436.931	8.743%	0.00824	0.995
LUSC.US_SP57846	55087	0.998	4261.079	7.735%	623.758	6.644%	0.00566	0.997
LUSC.US_SP58612	29173	0.982	4231.707	14.506%	693.392	18.688%	0.02341	0.95
LUSC.US_SP56821	32018	0.994	2780.619	8.685%	471.424	11.214%	0.00935	0.984
LUAD.US_SP51446	5658	0.889	2075.756	36.687%	356.625	45.771%	0.12054	0.733
LUAD.US_SP50592	5112	0.863	1919.394	37.547%	362.648	50.577%	0.13618	0.677
LUAD.US_SP53073	24247	0.99	2653.712	10.944%	454.893	14.056%	0.01282	0.976
LUSC.US_SP58882	24651	0.992	2830.182	11.481%	385.592	12.39%	0.01006	0.978
LUSC.US_SP57189	118509	0.997	8587.431	7.246%	1246.128	7.301%	0.00554	0.995
