Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LUAD.US_SP50827	41719	0.997	3274.633	7.849%	461.46	7.327%	0.00605	0.995
LUAD.US_SP50263	10434	0.919	2736.992	26.231%	541.632	39.728%	0.08031	0.779
LUAD.US_SP50317	16308	0.978	3653.993	22.406%	676.324	20.937%	0.0373	0.97
LUAD.US_SP54113	115787	0.998	7311.978	6.315%	1075.0	6.557%	0.00458	0.996
LUSC.US_SP56537	42426	0.997	3308.326	7.798%	483.046	8.22%	0.00454	0.993
LUAD.US_SP50406	589	0.693	353.673	60.046%	69.71	72.243%	0.34921	0.4
LUSC.US_SP57586	37122	0.996	2952.545	7.954%	433.863	9.166%	0.0063	0.988
LUAD.US_SP51824	25038	0.993	2813.914	11.239%	401.703	11.638%	0.00979	0.985
LUAD.US_SP55387	21117	0.996	1852.373	8.772%	280.809	8.683%	0.0075	0.994
LUAD.US_SP52779	39966	0.997	2789.488	6.98%	433.726	7.131%	0.00569	0.996
LUSC.US_SP56541	45256	0.992	4153.266	9.177%	888.081	12.829%	0.00817	0.985
LUSC.US_SP56553	136115	0.977	22661.444	16.649%	6179.168	21.247%	0.01911	0.97
LUAD.US_SP55235	118001	0.997	8319.528	7.05%	1274.455	7.617%	0.00399	0.994
LUAD.US_SP50713	14434	0.994	1730.661	11.99%	281.581	11.52%	0.01212	0.99
LUSC.US_SP56771	12547	0.988	1895.46	15.107%	246.776	15.523%	0.0164	0.967
LUSC.US_SP57941	78839	0.999	3636.923	4.613%	559.929	4.657%	0.00162	0.998
LUAD.US_SP50611	55884	0.998	4157.798	7.44%	598.614	6.749%	0.00612	0.996
LUSC.US_SP57818	52897	0.998	3968.425	7.502%	595.794	7.006%	0.00588	0.996
LUAD.US_SP50485	2336	0.83	1008.8	43.185%	191.365	55.828%	0.17806	0.63
LUSC.US_SP56460	31065	0.985	4096.16	13.186%	832.739	17.562%	0.01359	0.972
LUSC.US_SP56474	18429	0.991	2666.433	14.469%	420.761	13.586%	0.01831	0.987
LUAD.US_SP51037	4295	0.802	1753.349	40.823%	387.664	59.827%	0.1905	0.585
LUSC.US_SP56704	55115	0.995	5155.63	9.354%	734.422	10.004%	0.00887	0.988
LUAD.US_SP55142	164754	0.998	9867.005	5.989%	1491.179	6.127%	0.00324	0.996
LUSC.US_SP56533	22409	0.997	1688.237	7.534%	220.02	7.74%	0.00515	0.992
LUSC.US_SP56730	37044	0.997	2765.791	7.466%	391.71	8.141%	0.00563	0.992
LUSC.US_SP59245	57083	0.999	3264.797	5.719%	460.003	5.359%	0.00329	0.997
LUAD.US_SP53387	43727	0.952	8543.038	19.537%	2466.519	30.771%	0.03554	0.929
LUSC.US_SP57024	24042	0.998	1605.832	6.679%	223.08	7.143%	0.00417	0.994
LUAD.US_SP54745	48462	0.995	4487.756	9.26%	954.978	10.262%	0.00564	0.993
LUSC.US_SP57933	59223	0.993	6251.433	10.556%	966.342	11.801%	0.00918	0.985
LUSC.US_SP56754	31709	0.998	2123.837	6.698%	316.112	7.102%	0.00345	0.995
LUSC.US_SP56827	47146	0.997	3679.256	7.804%	547.077	8.197%	0.00569	0.993
LUAD.US_SP52284	5275	0.927	1730.41	32.804%	261.895	37.536%	0.08634	0.809
LUAD.US_SP53618	63860	0.999	3671.084	5.749%	503.316	4.905%	0.00344	0.998
LUAD.US_SP52232	27021	0.995	2697.211	9.982%	415.857	10.489%	0.00827	0.99
LUAD.US_SP50412	2115	0.909	749.396	35.432%	116.799	41.755%	0.10828	0.756
LUSC.US_SP57084	43797	0.997	3029.807	6.918%	478.386	8.355%	0.0041	0.991
LUAD.US_SP50321	13161	0.994	1498.627	11.387%	207.418	10.531%	0.01429	0.99
LUAD.US_SP53548	10145	0.945	2579.338	25.425%	723.74	32.769%	0.04417	0.929
LUSC.US_SP57538	41072	0.988	5396.006	13.138%	802.879	15.37%	0.01235	0.966
LUSC.US_SP57735	45636	0.997	3242.187	7.104%	503.325	8.174%	0.00449	0.992
LUSC.US_SP57669	53166	0.997	4614.657	8.68%	593.6	8.353%	0.00605	0.992
LUSC.US_SP56566	23601	0.996	2367.015	10.029%	438.055	8.537%	0.00777	0.996
LUSC.US_SP56569	36480	0.996	2876.196	7.884%	448.856	9.242%	0.00586	0.99
LUSC.US_SP58342	75956	0.971	12104.607	15.936%	2466.332	23.859%	0.03991	0.933
LUSC.US_SP58349	48348	0.993	5381.085	11.13%	703.304	11.724%	0.01347	0.981
LUSC.US_SP56644	49921	0.998	3274.997	6.56%	460.957	6.977%	0.00368	0.994
LUSC.US_SP57629	31808	0.978	5495.082	17.276%	863.053	20.783%	0.02273	0.944
LUSC.US_SP56941	5390	0.99	954.992	17.718%	190.095	14.046%	0.04715	0.988
LUSC.US_SP57619	57322	0.998	3605.59	6.29%	500.751	6.036%	0.00394	0.997
LUSC.US_SP58245	61592	0.994	6357.187	10.321%	897.015	11.041%	0.00965	0.985
LUSC.US_SP57251	54237	0.997	3937.085	7.259%	600.581	8.217%	0.00614	0.992
LUAD.US_SP55004	570	0.842	265.396	46.561%	44.403	54.022%	0.21619	0.644
LUAD.US_SP56079	50203	0.996	4176.175	8.319%	678.821	9.051%	0.00558	0.993
LUSC.US_SP56502	46994	0.999	2432.647	5.177%	329.15	5.063%	0.00245	0.997
LUSC.US_SP58668	67884	0.993	7292.778	10.743%	1071.851	12.091%	0.01188	0.982
LUSC.US_SP58101	41126	0.993	4384.561	10.661%	608.902	11.719%	0.00954	0.98
LUSC.US_SP58991	29212	0.993	3099.513	10.61%	448.014	11.946%	0.00815	0.98
LUSC.US_SP56607	21751	0.997	1777.311	8.171%	228.68	8.21%	0.00563	0.991
LUAD.US_SP56168	33369	0.99	4428.137	13.27%	1329.251	14.446%	0.01187	0.988
LUSC.US_SP58326	73524	0.998	4578.23	6.227%	638.64	6.36%	0.00419	0.995
LUAD.US_SP54363	44564	0.995	3691.981	8.285%	712.578	10.118%	0.00544	0.992
LUAD.US_SP53810	190653	0.993	24585.684	12.896%	3763.183	11.538%	0.01466	0.99
LUAD.US_SP50518	6391	0.92	1841.625	28.816%	328.517	39.224%	0.08376	0.784
LUAD.US_SP56303	15937	0.93	4855.741	30.468%	805.556	36.727%	0.07619	0.837
LUSC.US_SP57267	53600	0.997	4007.489	7.477%	568.025	7.859%	0.0054	0.993
LUAD.US_SP55711	7929	0.953	2109.96	26.611%	363.314	30.383%	0.06694	0.911
LUSC.US_SP57066	59660	0.997	4524.227	7.583%	617.595	7.547%	0.00468	0.994
LUSC.US_SP57901	30138	0.996	2490.609	8.264%	341.42	8.847%	0.00557	0.989
